timeframe,group,category,year,metric,value,segment,state,region,aggregation,states_included
mid-year,all_sports,55-64,2015,participants - recruited,15485,age,TN,Southeast,NONE,NA
mid-year,all_sports,55-64,2016,participants - recruited,14942,age,TN,Southeast,NONE,NA
mid-year,all_sports,55-64,2017,participants - recruited,14188,age,TN,Southeast,NONE,NA
mid-year,all_sports,55-64,2018,participants - recruited,14084,age,TN,Southeast,NONE,NA
mid-year,all_sports,18-24,2009,participation rate,0.09383455271094826,age,TN,Southeast,NONE,NA
mid-year,all_sports,18-24,2010,participation rate,0.0899941654373266,age,TN,Southeast,NONE,NA
mid-year,all_sports,18-24,2011,participation rate,0.08716792116116327,age,TN,Southeast,NONE,NA
mid-year,all_sports,18-24,2012,participation rate,0.1037738787846304,age,TN,Southeast,NONE,NA
mid-year,all_sports,18-24,2013,participation rate,0.09984195977183824,age,TN,Southeast,NONE,NA
mid-year,all_sports,18-24,2014,participation rate,0.10495622166547544,age,TN,Southeast,NONE,NA
mid-year,all_sports,18-24,2015,participation rate,0.10295744898195235,age,TN,Southeast,NONE,NA
mid-year,all_sports,18-24,2016,participation rate,0.09777268571741746,age,TN,Southeast,NONE,NA
mid-year,all_sports,18-24,2017,participation rate,0.08513461707152196,age,TN,Southeast,NONE,NA
mid-year,all_sports,18-24,2018,participation rate,0.07869928946689458,age,TN,Southeast,NONE,NA
mid-year,all_sports,25-34,2009,participation rate,0.11240042689832455,age,TN,Southeast,NONE,NA
mid-year,all_sports,25-34,2010,participation rate,0.10524407208532449,age,TN,Southeast,NONE,NA
mid-year,all_sports,25-34,2011,participation rate,0.10179688710380916,age,TN,Southeast,NONE,NA
mid-year,all_sports,25-34,2012,participation rate,0.11355735894733959,age,TN,Southeast,NONE,NA
mid-year,all_sports,25-34,2013,participation rate,0.10663811109901877,age,TN,Southeast,NONE,NA
mid-year,all_sports,25-34,2014,participation rate,0.11160296372269896,age,TN,Southeast,NONE,NA
mid-year,all_sports,25-34,2015,participation rate,0.10980681550936995,age,TN,Southeast,NONE,NA
mid-year,all_sports,25-34,2016,participation rate,0.10472588157997093,age,TN,Southeast,NONE,NA
mid-year,all_sports,25-34,2017,participation rate,0.09228131760245872,age,TN,Southeast,NONE,NA
mid-year,all_sports,25-34,2018,participation rate,0.08693066386071444,age,TN,Southeast,NONE,NA
mid-year,all_sports,35-44,2009,participation rate,0.12822988606732708,age,TN,Southeast,NONE,NA
mid-year,all_sports,35-44,2010,participation rate,0.1202931820270431,age,TN,Southeast,NONE,NA
mid-year,all_sports,35-44,2011,participation rate,0.11459467337111696,age,TN,Southeast,NONE,NA
mid-year,all_sports,35-44,2012,participation rate,0.1267939883629555,age,TN,Southeast,NONE,NA
mid-year,all_sports,35-44,2013,participation rate,0.1180541205375823,age,TN,Southeast,NONE,NA
mid-year,all_sports,35-44,2014,participation rate,0.1222597758703107,age,TN,Southeast,NONE,NA
mid-year,all_sports,35-44,2015,participation rate,0.1189321425498647,age,TN,Southeast,NONE,NA
mid-year,all_sports,35-44,2016,participation rate,0.11424034886719049,age,TN,Southeast,NONE,NA
mid-year,all_sports,35-44,2017,participation rate,0.10372339930185802,age,TN,Southeast,NONE,NA
mid-year,all_sports,35-44,2018,participation rate,0.09749970849536971,age,TN,Southeast,NONE,NA
mid-year,all_sports,45-54,2009,participation rate,0.12885049372886792,age,TN,Southeast,NONE,NA
mid-year,all_sports,45-54,2010,participation rate,0.12327105845819403,age,TN,Southeast,NONE,NA
mid-year,all_sports,45-54,2011,participation rate,0.11630270682472434,age,TN,Southeast,NONE,NA
mid-year,all_sports,45-54,2012,participation rate,0.1270080386706543,age,TN,Southeast,NONE,NA
mid-year,all_sports,45-54,2013,participation rate,0.11956406020207688,age,TN,Southeast,NONE,NA
mid-year,all_sports,45-54,2014,participation rate,0.12395783894285324,age,TN,Southeast,NONE,NA
mid-year,all_sports,45-54,2015,participation rate,0.12502666124452874,age,TN,Southeast,NONE,NA
mid-year,all_sports,45-54,2016,participation rate,0.12199456691434747,age,TN,Southeast,NONE,NA
mid-year,all_sports,45-54,2017,participation rate,0.11295906256019318,age,TN,Southeast,NONE,NA
mid-year,all_sports,45-54,2018,participation rate,0.10732431239965992,age,TN,Southeast,NONE,NA
mid-year,all_sports,55-64,2009,participation rate,0.1237441964350201,age,TN,Southeast,NONE,NA
mid-year,all_sports,55-64,2010,participation rate,0.12213667166675689,age,TN,Southeast,NONE,NA
mid-year,all_sports,55-64,2011,participation rate,0.11334156502676862,age,TN,Southeast,NONE,NA
mid-year,all_sports,55-64,2012,participation rate,0.1209163159012032,age,TN,Southeast,NONE,NA
mid-year,all_sports,55-64,2013,participation rate,0.11234321007128506,age,TN,Southeast,NONE,NA
mid-year,all_sports,55-64,2014,participation rate,0.11510301355738636,age,TN,Southeast,NONE,NA
mid-year,all_sports,55-64,2015,participation rate,0.11732438338556164,age,TN,Southeast,NONE,NA
mid-year,all_sports,55-64,2016,participation rate,0.11366862276495403,age,TN,Southeast,NONE,NA
mid-year,all_sports,55-64,2017,participation rate,0.1073727773540448,age,TN,Southeast,NONE,NA
mid-year,all_sports,55-64,2018,participation rate,0.10636649889997075,age,TN,Southeast,NONE,NA
mid-year,all_sports,all,2009,participation rate,0.11906342290375584,all,TN,Southeast,NONE,NA
mid-year,all_sports,all,2010,participation rate,0.1136439010755422,all,TN,Southeast,NONE,NA
mid-year,all_sports,all,2011,participation rate,0.10794678260004958,all,TN,Southeast,NONE,NA
mid-year,all_sports,all,2012,participation rate,0.11944157355475743,all,TN,Southeast,NONE,NA
mid-year,all_sports,all,2013,participation rate,0.11209867684295258,all,TN,Southeast,NONE,NA
mid-year,all_sports,all,2014,participation rate,0.11630542210442632,all,TN,Southeast,NONE,NA
mid-year,all_sports,all,2015,participation rate,0.11558067261985583,all,TN,Southeast,NONE,NA
mid-year,all_sports,all,2016,participation rate,0.11128609332784753,all,TN,Southeast,NONE,NA
mid-year,all_sports,all,2017,participation rate,0.1012249993901381,all,TN,Southeast,NONE,NA
mid-year,all_sports,all,2018,participation rate,0.09637509265831873,all,TN,Southeast,NONE,NA
mid-year,all_sports,female,2009,participation rate,0.04663078719173325,gender,TN,Southeast,NONE,NA
mid-year,all_sports,female,2010,participation rate,0.04399508722391267,gender,TN,Southeast,NONE,NA
mid-year,all_sports,female,2011,participation rate,0.04206819060823103,gender,TN,Southeast,NONE,NA
mid-year,all_sports,female,2012,participation rate,0.05045729605119826,gender,TN,Southeast,NONE,NA
mid-year,all_sports,female,2013,participation rate,0.046628489609837544,gender,TN,Southeast,NONE,NA
mid-year,all_sports,female,2014,participation rate,0.050640928990350456,gender,TN,Southeast,NONE,NA
mid-year,all_sports,female,2015,participation rate,0.050380272273635514,gender,TN,Southeast,NONE,NA
mid-year,all_sports,female,2016,participation rate,0.04809824026957932,gender,TN,Southeast,NONE,NA
mid-year,all_sports,female,2017,participation rate,0.04270217713042562,gender,TN,Southeast,NONE,NA
mid-year,all_sports,female,2018,participation rate,0.0390998222689756,gender,TN,Southeast,NONE,NA
mid-year,all_sports,male,2009,participation rate,0.19406575062179873,gender,TN,Southeast,NONE,NA
mid-year,all_sports,male,2010,participation rate,0.18576364530853878,gender,TN,Southeast,NONE,NA
mid-year,all_sports,male,2011,participation rate,0.1762063526709356,gender,TN,Southeast,NONE,NA
mid-year,all_sports,male,2012,participation rate,0.1909566500506735,gender,TN,Southeast,NONE,NA
mid-year,all_sports,male,2013,participation rate,0.18001193446953195,gender,TN,Southeast,NONE,NA
mid-year,all_sports,male,2014,participation rate,0.18451566264973104,gender,TN,Southeast,NONE,NA
mid-year,all_sports,male,2015,participation rate,0.18322863226630667,gender,TN,Southeast,NONE,NA
mid-year,all_sports,male,2016,participation rate,0.1768485892172826,gender,TN,Southeast,NONE,NA
mid-year,all_sports,male,2017,participation rate,0.1618987027993116,gender,TN,Southeast,NONE,NA
mid-year,all_sports,male,2018,participation rate,0.15575539309669162,gender,TN,Southeast,NONE,NA
mid-year,all_sports,resident,2009,participation rate,0.11906342290375584,residency,TN,Southeast,NONE,NA
mid-year,all_sports,resident,2010,participation rate,0.1136439010755422,residency,TN,Southeast,NONE,NA
mid-year,all_sports,resident,2011,participation rate,0.10794678260004958,residency,TN,Southeast,NONE,NA
mid-year,all_sports,resident,2012,participation rate,0.11944157355475743,residency,TN,Southeast,NONE,NA
mid-year,all_sports,resident,2013,participation rate,0.11209867684295258,residency,TN,Southeast,NONE,NA
mid-year,all_sports,resident,2014,participation rate,0.11630542210442632,residency,TN,Southeast,NONE,NA
mid-year,all_sports,resident,2015,participation rate,0.11558067261985583,residency,TN,Southeast,NONE,NA
mid-year,all_sports,resident,2016,participation rate,0.11128609332784753,residency,TN,Southeast,NONE,NA
mid-year,all_sports,resident,2017,participation rate,0.1012249993901381,residency,TN,Southeast,NONE,NA
mid-year,all_sports,resident,2018,participation rate,0.09637509265831873,residency,TN,Southeast,NONE,NA
mid-year,all_sports,nonresident,2009,participation rate,0,residency,TN,Southeast,NONE,NA
mid-year,all_sports,nonresident,2010,participation rate,0,residency,TN,Southeast,NONE,NA
mid-year,all_sports,nonresident,2011,participation rate,0,residency,TN,Southeast,NONE,NA
mid-year,all_sports,nonresident,2012,participation rate,0,residency,TN,Southeast,NONE,NA
mid-year,all_sports,nonresident,2013,participation rate,0,residency,TN,Southeast,NONE,NA
mid-year,all_sports,nonresident,2014,participation rate,0,residency,TN,Southeast,NONE,NA
mid-year,all_sports,nonresident,2015,participation rate,0,residency,TN,Southeast,NONE,NA
mid-year,all_sports,nonresident,2016,participation rate,0,residency,TN,Southeast,NONE,NA
mid-year,all_sports,nonresident,2017,participation rate,0,residency,TN,Southeast,NONE,NA
mid-year,all_sports,nonresident,2018,participation rate,0,residency,TN,Southeast,NONE,NA
