timeframe,group,segment,category,year,metric,value
full-year,hunt,resident,Non-resident,2016,recruits,24832
full-year,hunt,resident,Non-resident,2017,recruits,25311
full-year,hunt,resident,Non-resident,2018,recruits,24995
full-year,hunt,resident,Resident,2015,recruits,36341
full-year,hunt,resident,Resident,2016,recruits,36818
full-year,hunt,resident,Resident,2017,recruits,33725
full-year,hunt,resident,Resident,2018,recruits,30150
full-year,hunt,ageGroup,18-24,2015,recruits,15781
full-year,hunt,ageGroup,18-24,2016,recruits,16100
full-year,hunt,ageGroup,18-24,2017,recruits,14753
full-year,hunt,ageGroup,18-24,2018,recruits,13190
full-year,hunt,ageGroup,25-34,2015,recruits,21469
full-year,hunt,ageGroup,25-34,2016,recruits,21579
full-year,hunt,ageGroup,25-34,2017,recruits,20220
full-year,hunt,ageGroup,25-34,2018,recruits,18618
full-year,hunt,ageGroup,35-44,2015,recruits,17748
full-year,hunt,ageGroup,35-44,2016,recruits,18490
full-year,hunt,ageGroup,35-44,2017,recruits,18232
full-year,hunt,ageGroup,35-44,2018,recruits,17570
full-year,hunt,ageGroup,45-54,2015,recruits,15105
full-year,hunt,ageGroup,45-54,2016,recruits,15460
full-year,hunt,ageGroup,45-54,2017,recruits,14859
full-year,hunt,ageGroup,45-54,2018,recruits,13847
full-year,hunt,ageGroup,55-64,2015,recruits,13185
full-year,hunt,ageGroup,55-64,2016,recruits,13586
full-year,hunt,ageGroup,55-64,2017,recruits,13914
full-year,hunt,ageGroup,55-64,2018,recruits,13345
full-year,hunt,gender,Female,2015,recruits,17370
full-year,hunt,gender,Female,2016,recruits,17997
full-year,hunt,gender,Female,2017,recruits,16814
full-year,hunt,gender,Female,2018,recruits,15122
full-year,hunt,gender,Male,2015,recruits,42539
full-year,hunt,gender,Male,2016,recruits,43653
full-year,hunt,gender,Male,2017,recruits,42222
full-year,hunt,gender,Male,2018,recruits,40023
full-year,fish,all,all,2010,participation rate,0.12098222278619193
full-year,hunt,all,all,2010,participation rate,0.16918338151218434
full-year,fish,all,all,2011,participation rate,0.11746832450585534
full-year,hunt,all,all,2011,participation rate,0.1651410513361157
full-year,fish,all,all,2012,participation rate,0.13240869339998992
full-year,hunt,all,all,2012,participation rate,0.17530988880332773
full-year,fish,all,all,2013,participation rate,0.1270748339524446
full-year,hunt,all,all,2013,participation rate,0.16979785741725434
full-year,fish,all,all,2014,participation rate,0.12464213514298081
full-year,hunt,all,all,2014,participation rate,0.1681621521084259
full-year,fish,all,all,2015,participation rate,0.12540610165013288
full-year,hunt,all,all,2015,participation rate,0.17073565020589723
full-year,fish,all,all,2016,participation rate,0.1281143151157596
full-year,hunt,all,all,2016,participation rate,0.17261036665177554
full-year,fish,all,all,2017,participation rate,0.12265530074554092
full-year,hunt,all,all,2017,participation rate,0.166316986130401
full-year,fish,all,all,2018,participation rate,0.10994251564871099
full-year,hunt,all,all,2018,participation rate,0.15594216451962237
full-year,fish,Female,gender,2010,participation rate,0.05442660950404853
full-year,fish,Male,gender,2010,participation rate,0.1858135293401071
full-year,hunt,Female,gender,2010,participation rate,0.06396976064621471
full-year,hunt,Male,gender,2010,participation rate,0.2716711533413287
full-year,fish,Female,gender,2011,participation rate,0.053704444135224585
full-year,fish,Male,gender,2011,participation rate,0.1795802256891721
full-year,hunt,Female,gender,2011,participation rate,0.06333390284585996
full-year,hunt,Male,gender,2011,participation rate,0.2643106048517853
full-year,fish,Female,gender,2012,participation rate,0.06391163514091912
full-year,fish,Male,gender,2012,participation rate,0.19913114644403151
full-year,hunt,Female,gender,2012,participation rate,0.07292637259857998
full-year,hunt,Male,gender,2012,participation rate,0.27504087763817325
full-year,fish,Female,gender,2013,participation rate,0.06145627288691771
full-year,fish,Male,gender,2013,participation rate,0.190993365211886
full-year,hunt,Female,gender,2013,participation rate,0.07096243507116852
full-year,hunt,Male,gender,2013,participation rate,0.2660726755507972
full-year,fish,Female,gender,2014,participation rate,0.06210269896096256
full-year,fish,Male,gender,2014,participation rate,0.18556131474151435
full-year,hunt,Female,gender,2014,participation rate,0.07202630795597258
full-year,hunt,Male,gender,2014,participation rate,0.2618073320671131
full-year,fish,Female,gender,2015,participation rate,0.0637900999934829
full-year,fish,Male,gender,2015,participation rate,0.18542577084159037
full-year,hunt,Female,gender,2015,participation rate,0.07461377363110032
full-year,hunt,Male,gender,2015,participation rate,0.26436722445555105
full-year,fish,Female,gender,2016,participation rate,0.06625250776327772
full-year,fish,Male,gender,2016,participation rate,0.18837342172854504
full-year,hunt,Female,gender,2016,participation rate,0.07716425034831269
full-year,hunt,Male,gender,2016,participation rate,0.2655836880637297
full-year,fish,Female,gender,2017,participation rate,0.06389225997248726
full-year,fish,Male,gender,2017,participation rate,0.1798959228738052
full-year,hunt,Female,gender,2017,participation rate,0.07452570468368276
full-year,hunt,Male,gender,2017,participation rate,0.255730161262926
full-year,fish,Female,gender,2018,participation rate,0.05542354998881524
full-year,fish,Male,gender,2018,participation rate,0.163049017135151
full-year,hunt,Female,gender,2018,participation rate,0.06849122040663194
full-year,hunt,Male,gender,2018,participation rate,0.24112745072807662
full-year,fish,18-24,age,2010,participation rate,0.11033964290508794
full-year,fish,25-34,age,2010,participation rate,0.12528611847717422
full-year,fish,35-44,age,2010,participation rate,0.1279300889568862
full-year,fish,45-54,age,2010,participation rate,0.14217488282168053
full-year,fish,55-64,age,2010,participation rate,0.09821172224272999
full-year,hunt,18-24,age,2010,participation rate,0.1584857027788965
full-year,hunt,25-34,age,2010,participation rate,0.17410671205962844
full-year,hunt,35-44,age,2010,participation rate,0.17610835872637812
full-year,hunt,45-54,age,2010,participation rate,0.20089042219669995
full-year,hunt,55-64,age,2010,participation rate,0.13609367950453222
full-year,fish,18-24,age,2011,participation rate,0.10576453215196671
full-year,fish,25-34,age,2011,participation rate,0.12329438648092608
full-year,fish,35-44,age,2011,participation rate,0.12272151281801345
full-year,fish,45-54,age,2011,participation rate,0.13536811951523428
full-year,fish,55-64,age,2011,participation rate,0.09857676059226447
full-year,hunt,18-24,age,2011,participation rate,0.15425426231708955
full-year,hunt,25-34,age,2011,participation rate,0.17191812283119298
full-year,hunt,35-44,age,2011,participation rate,0.1699674093161042
full-year,hunt,45-54,age,2011,participation rate,0.19118357862809354
full-year,hunt,55-64,age,2011,participation rate,0.137496411139822
full-year,fish,18-24,age,2012,participation rate,0.12564908041347833
full-year,fish,25-34,age,2012,participation rate,0.1431190677459075
full-year,fish,35-44,age,2012,participation rate,0.13787257847828205
full-year,fish,45-54,age,2012,participation rate,0.14489758814425904
full-year,fish,55-64,age,2012,participation rate,0.10935154423526516
full-year,hunt,18-24,age,2012,participation rate,0.16933279634850315
full-year,hunt,25-34,age,2012,participation rate,0.18792917771576131
full-year,hunt,35-44,age,2012,participation rate,0.18038456159384972
full-year,hunt,45-54,age,2012,participation rate,0.19361361530036228
full-year,hunt,55-64,age,2012,participation rate,0.1446249128419671
full-year,fish,18-24,age,2013,participation rate,0.12414552288897839
full-year,fish,25-34,age,2013,participation rate,0.13660733930080943
full-year,fish,35-44,age,2013,participation rate,0.13218510152273508
full-year,fish,45-54,age,2013,participation rate,0.1352927351659121
full-year,fish,55-64,age,2013,participation rate,0.10663631516344695
full-year,hunt,18-24,age,2013,participation rate,0.16796348503154787
full-year,hunt,25-34,age,2013,participation rate,0.1821238193391001
full-year,hunt,35-44,age,2013,participation rate,0.1754641735570464
full-year,hunt,45-54,age,2013,participation rate,0.1812505820115205
full-year,hunt,55-64,age,2013,participation rate,0.14202452729584514
full-year,fish,18-24,age,2014,participation rate,0.12356020942408377
full-year,fish,25-34,age,2014,participation rate,0.1362445044022681
full-year,fish,35-44,age,2014,participation rate,0.12936679140690888
full-year,fish,45-54,age,2014,participation rate,0.12788733143837772
full-year,fish,55-64,age,2014,participation rate,0.10556580944177843
full-year,hunt,18-24,age,2014,participation rate,0.16796885487984964
full-year,hunt,25-34,age,2014,participation rate,0.1823515561371207
full-year,hunt,35-44,age,2014,participation rate,0.17386218675436627
full-year,hunt,45-54,age,2014,participation rate,0.17412897818731682
full-year,hunt,55-64,age,2014,participation rate,0.14219679258438947
full-year,fish,18-24,age,2015,participation rate,0.12335078534031414
full-year,fish,25-34,age,2015,participation rate,0.1385836315141409
full-year,fish,35-44,age,2015,participation rate,0.1316087253185962
full-year,fish,45-54,age,2015,participation rate,0.12571448842850239
full-year,fish,55-64,age,2015,participation rate,0.10668553381731677
full-year,hunt,18-24,age,2015,participation rate,0.1690159752986978
full-year,hunt,25-34,age,2015,participation rate,0.1865511770904501
full-year,hunt,35-44,age,2015,participation rate,0.1782824836728726
full-year,hunt,45-54,age,2015,participation rate,0.17283857550186021
full-year,hunt,55-64,age,2015,participation rate,0.14599483204134367
full-year,fish,18-24,age,2016,participation rate,0.12391461941200162
full-year,fish,25-34,age,2016,participation rate,0.14140139189642995
full-year,fish,35-44,age,2016,participation rate,0.1367367783113025
full-year,fish,45-54,age,2016,participation rate,0.12671665683713876
full-year,fish,55-64,age,2016,participation rate,0.11015134736064969
full-year,hunt,18-24,age,2016,participation rate,0.169536850583971
full-year,hunt,25-34,age,2016,participation rate,0.1884000910947192
full-year,hunt,35-44,age,2016,participation rate,0.1826731141691071
full-year,hunt,45-54,age,2016,participation rate,0.1716723352741108
full-year,hunt,55-64,age,2016,participation rate,0.14930888806857798
full-year,fish,18-24,age,2017,participation rate,0.11406094777822527
full-year,fish,25-34,age,2017,participation rate,0.1331719876018543
full-year,fish,35-44,age,2017,participation rate,0.13452027276156248
full-year,fish,45-54,age,2017,participation rate,0.11948419367569653
full-year,fish,55-64,age,2017,participation rate,0.10949509864238546
full-year,hunt,18-24,age,2017,participation rate,0.1582547993019197
full-year,hunt,25-34,age,2017,participation rate,0.1791130616703529
full-year,hunt,35-44,age,2017,participation rate,0.1805074653432617
full-year,hunt,45-54,age,2017,participation rate,0.1626084758614879
full-year,hunt,55-64,age,2017,participation rate,0.14857470981501988
full-year,fish,18-24,age,2018,participation rate,0.09890186602228487
full-year,fish,25-34,age,2018,participation rate,0.1179020422972853
full-year,fish,35-44,age,2018,participation rate,0.12290374941196913
full-year,fish,45-54,age,2018,participation rate,0.10450488002802524
full-year,fish,55-64,age,2018,participation rate,0.10240351093064272
full-year,hunt,18-24,age,2018,participation rate,0.14283259497919185
full-year,hunt,25-34,age,2018,participation rate,0.1656186914011989
full-year,hunt,35-44,age,2018,participation rate,0.1727687671906322
full-year,hunt,45-54,age,2018,participation rate,0.15030308942801016
full-year,hunt,55-64,age,2018,participation rate,0.14460440506952135
