state,year,sex,age,pop
Nebraska,2012,2,10 to 14 years,61985.14925524242
Nebraska,2012,2,15 to 17 years,37189.061077345556
Nebraska,2012,2,18 and 19 years,27018.283416680075
Nebraska,2012,2,20 years,13654.684846982387
Nebraska,2012,2,21 years,13372.726710797206
Nebraska,2012,2,22 to 24 years,37064.30981565211
Nebraska,2012,2,25 to 29 years,62921.29083689322
Nebraska,2012,2,30 to 34 years,58821.741245308665
Nebraska,2012,2,35 to 39 years,54859.113770216914
Nebraska,2012,2,40 to 44 years,56595.48905492567
Nebraska,2012,2,45 to 49 years,64284.42657442157
Nebraska,2012,2,5 to 9 years,63131.23808218218
Nebraska,2012,2,50 to 54 years,65903.15026273651
Nebraska,2012,2,55 to 59 years,60128.07966044001
Nebraska,2012,2,60 and 61 years,22118.500122037578
Nebraska,2012,2,62 to 64 years,27636.96853564756
Nebraska,2012,2,65 and 66 years,15402.216748590547
Nebraska,2012,2,67 to 69 years,20599.171747917426
Nebraska,2012,2,70 to 74 years,30470.74922809863
Nebraska,2012,2,75 to 79 years,27086.2373559765
Nebraska,2012,2,80 to 84 years,23025.228804589926
Nebraska,2012,2,85 years and over,26095.32692772858
Nebraska,2012,2,Under 5 years,64915.28254818842
Nebraska,2013,1,10 to 14 years,64094.374087015545
Nebraska,2013,1,15 to 17 years,38686.35411769497
Nebraska,2013,1,18 and 19 years,27847.125059661983
Nebraska,2013,1,20 years,13612.596889160388
Nebraska,2013,1,21 years,14683.25057707188
Nebraska,2013,1,22 to 24 years,40394.132847892484
Nebraska,2013,1,25 to 29 years,65674.5252252766
Nebraska,2013,1,30 to 34 years,62047.26802905043
Nebraska,2013,1,35 to 39 years,56072.068308151764
Nebraska,2013,1,40 to 44 years,57586.37981565193
Nebraska,2013,1,45 to 49 years,61777.832001628994
Nebraska,2013,1,5 to 9 years,67675.03708301093
Nebraska,2013,1,50 to 54 years,66204.28102355257
Nebraska,2013,1,55 to 59 years,58897.09492649155
Nebraska,2013,1,60 and 61 years,23103.63289268988
Nebraska,2013,1,62 to 64 years,28123.651508857667
Nebraska,2013,1,65 and 66 years,16424.455581347993
Nebraska,2013,1,67 to 69 years,19689.08834969117
Nebraska,2013,1,70 to 74 years,25515.389213330618
Nebraska,2013,1,75 to 79 years,20575.391071472204
Nebraska,2013,1,80 to 84 years,16032.456548971695
Nebraska,2013,1,85 years and over,13022.066047105138
Nebraska,2013,1,Under 5 years,67539.30615190389
Nebraska,2013,2,10 to 14 years,62413.9441265187
Nebraska,2013,2,15 to 17 years,36804.35359533021
Nebraska,2013,2,18 and 19 years,27064.13991230571
Nebraska,2013,2,20 years,13802.01244227245
Nebraska,2013,2,21 years,13311.760422452997
Nebraska,2013,2,22 to 24 years,37495.16325962126
Nebraska,2013,2,25 to 29 years,63099.68920382814
Nebraska,2013,2,30 to 34 years,60210.848789520125
Nebraska,2013,2,35 to 39 years,54877.83869788909
Nebraska,2013,2,40 to 44 years,55967.737816330686
Nebraska,2013,2,45 to 49 years,62083.73305531799
Nebraska,2013,2,5 to 9 years,64235.16960510419
Nebraska,2013,2,50 to 54 years,66252.90105857598
Nebraska,2013,2,55 to 59 years,61246.050368560376
Nebraska,2013,2,60 and 61 years,22754.17639095907
Nebraska,2013,2,62 to 64 years,29316.86820172402
Nebraska,2013,2,65 and 66 years,16685.78826959886
Nebraska,2013,2,67 to 69 years,21370.531227584335
Nebraska,2013,2,70 to 74 years,30314.591837100386
Nebraska,2013,2,75 to 79 years,26922.331476820742
Nebraska,2013,2,80 to 84 years,22610.342120681464
Nebraska,2013,2,85 years and over,26685.308806081586
Nebraska,2013,2,Under 5 years,64610.96195913934
Nebraska,2014,1,10 to 14 years,65288.38067122687
Nebraska,2014,1,15 to 17 years,38783.271213833454
Nebraska,2014,1,18 and 19 years,27568.636090313892
Nebraska,2014,1,20 years,13839.013700564285
Nebraska,2014,1,21 years,14808.342260283236
Nebraska,2014,1,22 to 24 years,41044.02497067013
Nebraska,2014,1,25 to 29 years,65269.13590358355
Nebraska,2014,1,30 to 34 years,63467.21792266399
Nebraska,2014,1,35 to 39 years,56382.10478239852
Nebraska,2014,1,40 to 44 years,57860.91324341176
Nebraska,2014,1,45 to 49 years,60002.14686435832
Nebraska,2014,1,5 to 9 years,67987.7125538298
Nebraska,2014,1,50 to 54 years,66000.43707402982
Nebraska,2014,1,55 to 59 years,61201.3997532896
Nebraska,2014,1,60 and 61 years,23242.614900596403
Nebraska,2014,1,62 to 64 years,28728.386561450985
Nebraska,2014,1,65 and 66 years,16967.80776636558
Nebraska,2014,1,67 to 69 years,20780.29752475861
Nebraska,2014,1,70 to 74 years,26296.455660839492
Nebraska,2014,1,75 to 79 years,20719.52457430601
Nebraska,2014,1,80 to 84 years,15994.427676616455
Nebraska,2014,1,85 years and over,13273.825261355118
Nebraska,2014,1,Under 5 years,67963.40337364876
Nebraska,2014,2,10 to 14 years,63032.69132692791
Nebraska,2014,2,15 to 17 years,36676.47559814336
Nebraska,2014,2,18 and 19 years,27094.60707678362
Nebraska,2014,2,20 years,14070.963794791704
Nebraska,2014,2,21 years,13576.677131110568
Nebraska,2014,2,22 to 24 years,38151.23252912643
Nebraska,2014,2,25 to 29 years,62778.45781753454
Nebraska,2014,2,30 to 34 years,61540.71539331661
Nebraska,2014,2,35 to 39 years,54783.77618549517
Nebraska,2014,2,40 to 44 years,56310.19012436294
Nebraska,2014,2,45 to 49 years,59808.68630541755
Nebraska,2014,2,5 to 9 years,64716.1020544649
Nebraska,2014,2,50 to 54 years,66304.30182629281
Nebraska,2014,2,55 to 59 years,61937.76533627359
Nebraska,2014,2,60 and 61 years,23572.814598055524
Nebraska,2014,2,62 to 64 years,30581.961550255248
Nebraska,2014,2,65 and 66 years,17384.10247696588
Nebraska,2014,2,67 to 69 years,22095.01901954983
Nebraska,2014,2,70 to 74 years,31198.806997349126
Nebraska,2014,2,75 to 79 years,27154.36714472868
Nebraska,2014,2,80 to 84 years,22226.69374553046
Nebraska,2014,2,85 years and over,26891.01769276742
Nebraska,2014,2,Under 5 years,64165.09397036133
Nebraska,2015,1,10 to 14 years,65611.043536709
Nebraska,2015,1,15 to 17 years,39137.13975226882
Nebraska,2015,1,18 and 19 years,27509.020875537954
Nebraska,2015,1,20 years,14327.7204398285
Nebraska,2015,1,21 years,14971.253646024186
Nebraska,2015,1,22 to 24 years,41011.07606968142
Nebraska,2015,1,25 to 29 years,65038.33945698139
Nebraska,2015,1,30 to 34 years,64990.782757781395
Nebraska,2015,1,35 to 39 years,58424.92273419049
Nebraska,2015,1,40 to 44 years,56803.94758273532
Nebraska,2015,1,45 to 49 years,58207.37613146711
Nebraska,2015,1,5 to 9 years,68885.37286886189
Nebraska,2015,1,50 to 54 years,65207.31751584095
Nebraska,2015,1,55 to 59 years,62010.900222802935
Nebraska,2015,1,60 and 61 years,23465.689598874487
Nebraska,2015,1,62 to 64 years,29716.86593201435
Nebraska,2015,1,65 and 66 years,17936.970355709025
Nebraska,2015,1,67 to 69 years,21901.377748593775
Nebraska,2015,1,70 to 74 years,27411.8837878103
Nebraska,2015,1,75 to 79 years,20714.483957921544
Nebraska,2015,1,80 to 84 years,15810.072872339004
Nebraska,2015,1,85 years and over,13666.985874347707
Nebraska,2015,1,Under 5 years,67856.3268457471
Nebraska,2015,2,10 to 14 years,63437.60119880281
Nebraska,2015,2,15 to 17 years,36543.78187887331
Nebraska,2015,2,18 and 19 years,27062.79737878906
Nebraska,2015,2,20 years,13956.373448203001
Nebraska,2015,2,21 years,13817.750729258332
Nebraska,2015,2,22 to 24 years,38590.74363380079
Nebraska,2015,2,25 to 29 years,61750.856144198704
Nebraska,2015,2,30 to 34 years,63162.37945024113
Nebraska,2015,2,35 to 39 years,56612.70894127151
Nebraska,2015,2,40 to 44 years,55163.74738266738
Nebraska,2015,2,45 to 49 years,57753.05787740758
Nebraska,2015,2,5 to 9 years,65273.087418989875
Nebraska,2015,2,50 to 54 years,65877.1586832962
Nebraska,2015,2,55 to 59 years,62792.044303279465
Nebraska,2015,2,60 and 61 years,23601.276783827667
Nebraska,2015,2,62 to 64 years,32026.907299537546
Nebraska,2015,2,65 and 66 years,18424.67948367494
Nebraska,2015,2,67 to 69 years,23068.034645989417
Nebraska,2015,2,70 to 74 years,32280.880310158802
Nebraska,2015,2,75 to 79 years,27125.531747946497
Nebraska,2015,2,80 to 84 years,21654.48765061933
Nebraska,2015,2,85 years and over,27194.33718508692
Nebraska,2015,2,Under 5 years,63719.90586001129
Nebraska,2016,1,10 to 14 years,66988.91897819492
Nebraska,2016,1,15 to 17 years,39373.5420460447
Nebraska,2016,1,18 and 19 years,27408.702308400916
Nebraska,2016,1,20 years,14556.37742171599
Nebraska,2016,1,21 years,14919.07112417801
Nebraska,2016,1,22 to 24 years,41609.477803960006
Nebraska,2016,1,25 to 29 years,64462.22039176955
Nebraska,2016,1,30 to 34 years,66420.56376288433
Nebraska,2016,1,35 to 39 years,59438.20343504004
Nebraska,2016,1,40 to 44 years,56686.5942286522
Nebraska,2016,1,45 to 49 years,57160.73013019472
Nebraska,2016,1,5 to 9 years,68622.05375017475
Nebraska,2016,1,50 to 54 years,64042.79247886655
Nebraska,2016,1,55 to 59 years,62602.14877802578
Nebraska,2016,1,60 and 61 years,24273.124070635677
Nebraska,2016,1,62 to 64 years,30188.67862000926
Nebraska,2016,1,65 and 66 years,18944.160732785862
Nebraska,2016,1,67 to 69 years,23414.00602681502
Nebraska,2016,1,70 to 74 years,28318.475897258166
Nebraska,2016,1,75 to 79 years,20898.451660297706
Nebraska,2016,1,80 to 84 years,15884.565812575514
Nebraska,2016,1,85 years and over,14037.664640541254
Nebraska,2016,1,Under 5 years,67955.42677749315
Nebraska,2016,2,10 to 14 years,63630.45634226866
Nebraska,2016,2,15 to 17 years,36765.79458756078
Nebraska,2016,2,18 and 19 years,26820.08487507568
Nebraska,2016,2,20 years,15010.251105243882
Nebraska,2016,2,21 years,13299.106793907697
Nebraska,2016,2,22 to 24 years,39303.6373938942
Nebraska,2016,2,25 to 29 years,60903.161797498375
Nebraska,2016,2,30 to 34 years,63937.428945190426
Nebraska,2016,2,35 to 39 years,57641.95780804238
Nebraska,2016,2,40 to 44 years,55177.05898656166
Nebraska,2016,2,45 to 49 years,56371.51673852457
Nebraska,2016,2,5 to 9 years,66058.88317132303
Nebraska,2016,2,50 to 54 years,64562.51837094201
Nebraska,2016,2,55 to 59 years,62993.2095857083
Nebraska,2016,2,60 and 61 years,24332.897613778856
Nebraska,2016,2,62 to 64 years,33013.2318112498
Nebraska,2016,2,65 and 66 years,19210.608899678355
Nebraska,2016,2,67 to 69 years,24894.161052784333
Nebraska,2016,2,70 to 74 years,33265.49642553205
Nebraska,2016,2,75 to 79 years,26578.96448070149
Nebraska,2016,2,80 to 84 years,22218.535163951376
Nebraska,2016,2,85 years and over,27392.492533989207
Nebraska,2016,2,Under 5 years,64336.594640078794
Nebraska,2017,1,10 to 14 years,67757.81785512701
Nebraska,2017,1,15 to 17 years,39480.00047256459
Nebraska,2017,1,18 and 19 years,27643.99899731826
Nebraska,2017,1,20 years,14280.150967226193
Nebraska,2017,1,21 years,15215.691203592969
Nebraska,2017,1,22 to 24 years,41530.291574991774
Nebraska,2017,1,25 to 29 years,64938.034783393814
Nebraska,2017,1,30 to 34 years,66813.16521386056
Nebraska,2017,1,35 to 39 years,61014.63822936649
Nebraska,2017,1,40 to 44 years,57009.23003124206
Nebraska,2017,1,45 to 49 years,56526.27257155922
Nebraska,2017,1,5 to 9 years,68686.2706654607
Nebraska,2017,1,50 to 54 years,62391.62385865091
Nebraska,2017,1,55 to 59 years,63095.30401479259
Nebraska,2017,1,60 and 61 years,24461.74470846461
Nebraska,2017,1,62 to 64 years,31233.27403835746
Nebraska,2017,1,65 and 66 years,19515.733826806925
Nebraska,2017,1,67 to 69 years,24288.609015370756
Nebraska,2017,1,70 to 74 years,30181.297517161485
Nebraska,2017,1,75 to 79 years,21519.45041530243
Nebraska,2017,1,80 to 84 years,15816.097437538314
Nebraska,2017,1,85 years and over,13883.255109373622
Nebraska,2017,1,Under 5 years,68049.41481191665
Nebraska,2017,2,10 to 14 years,64308.26635588285
Nebraska,2017,2,15 to 17 years,37263.661103076636
Nebraska,2017,2,18 and 19 years,26290.30062499967
Nebraska,2017,2,20 years,15073.942682931336
Nebraska,2017,2,21 years,13084.400946501992
Nebraska,2017,2,22 to 24 years,39517.46258159659
Nebraska,2017,2,25 to 29 years,61086.5249791306
Nebraska,2017,2,30 to 34 years,64280.92914118382
Nebraska,2017,2,35 to 39 years,59223.54442186342
Nebraska,2017,2,40 to 44 years,54926.53926694936
Nebraska,2017,2,45 to 49 years,55251.54837503782
Nebraska,2017,2,5 to 9 years,65729.80152023236
Nebraska,2017,2,50 to 54 years,62833.06925156857
Nebraska,2017,2,55 to 59 years,63614.71109407415
Nebraska,2017,2,60 and 61 years,24538.69390539521
Nebraska,2017,2,62 to 64 years,33935.608335828154
Nebraska,2017,2,65 and 66 years,20280.163348946444
Nebraska,2017,2,67 to 69 years,26001.741136509918
Nebraska,2017,2,70 to 74 years,34365.916344979545
Nebraska,2017,2,75 to 79 years,26939.30635174329
Nebraska,2017,2,80 to 84 years,21802.947456625698
Nebraska,2017,2,85 years and over,27483.013177423978
Nebraska,2017,2,Under 5 years,64411.54027807918
Nebraska,2018,1,10 to 14 years,68170.99187136105
Nebraska,2018,1,15 to 17 years,39720.741849316844
Nebraska,2018,1,18 and 19 years,27812.566735360135
Nebraska,2018,1,20 years,14367.228554939726
Nebraska,2018,1,21 years,15308.473534006964
Nebraska,2018,1,22 to 24 years,41783.535228766144
Nebraska,2018,1,25 to 29 years,65334.01430999498
Nebraska,2018,1,30 to 34 years,67220.5789217185
Nebraska,2018,1,35 to 39 years,61386.693645616695
Nebraska,2018,1,40 to 44 years,57356.86124606043
Nebraska,2018,1,45 to 49 years,56870.95880556793
Nebraska,2018,1,5 to 9 years,69105.10620664748
Nebraska,2018,1,50 to 54 years,62772.07586588881
Nebraska,2018,1,55 to 59 years,63480.04692698376
Nebraska,2018,1,60 and 61 years,24610.90767777537
Nebraska,2018,1,62 to 64 years,31423.728478642985
Nebraska,2018,1,65 and 66 years,19634.73698216557
Nebraska,2018,1,67 to 69 years,24436.71623684409
Nebraska,2018,1,70 to 74 years,30365.337208890975
Nebraska,2018,1,75 to 79 years,21650.671845340963
Nebraska,2018,1,80 to 84 years,15912.5409285815
Nebraska,2018,1,85 years and over,13967.912503214231
Nebraska,2018,1,Under 5 years,68464.36692977163
Nebraska,2018,2,10 to 14 years,64700.405676899936
Nebraska,2018,2,15 to 17 years,37490.88767271709
Nebraska,2018,2,18 and 19 years,26450.613773224966
Nebraska,2018,2,20 years,15165.860658390715
Nebraska,2018,2,21 years,13164.187082776947
Nebraska,2018,2,22 to 24 years,39758.43239501542
Nebraska,2018,2,25 to 29 years,61459.018746822076
Nebraska,2018,2,30 to 34 years,64672.90176517395
Nebraska,2018,2,35 to 39 years,59584.67809586567
Nebraska,2018,2,40 to 44 years,55261.470637898834
Nebraska,2018,2,45 to 49 years,55588.46158841895
Nebraska,2018,2,5 to 9 years,66130.60908665144
Nebraska,2018,2,50 to 54 years,63216.2131070937
Nebraska,2018,2,55 to 59 years,64002.621249777585
Nebraska,2018,2,60 and 61 years,24688.326095967044
Nebraska,2018,2,62 to 64 years,34142.54108592703
Nebraska,2018,2,65 and 66 years,20403.82784709605
Nebraska,2018,2,67 to 69 years,26160.294705006178
Nebraska,2018,2,70 to 74 years,34575.47302976207
Nebraska,2018,2,75 to 79 years,27103.57701086793
Nebraska,2018,2,80 to 84 years,21935.897596573457
Nebraska,2018,2,85 years and over,27650.599255195968
Nebraska,2018,2,Under 5 years,64804.30934342035
Nevada,2008,1,10 to 14 years,92004.79264855044
Nevada,2008,1,15 to 17 years,57281.17357445759
Nevada,2008,1,18 and 19 years,35380.64500816646
Nevada,2008,1,20 years,18306.032390155284
Nevada,2008,1,21 years,18611.3680619717
Nevada,2008,1,22 to 24 years,53591.9528004645
Nevada,2008,1,25 to 29 years,100597.52292438739
Nevada,2008,1,30 to 34 years,95466.27130429103
Nevada,2008,1,35 to 39 years,102109.08565615183
Nevada,2008,1,40 to 44 years,98853.17953193124
Nevada,2008,1,45 to 49 years,97571.37433539497
Nevada,2008,1,5 to 9 years,92820.0288152154
Nevada,2008,1,50 to 54 years,89099.56907809919
Nevada,2008,1,55 to 59 years,77300.31039394591
Nevada,2008,1,60 and 61 years,30704.877624575107
Nevada,2008,1,62 to 64 years,40502.82725187225
Nevada,2008,1,65 and 66 years,22907.229345646254
Nevada,2008,1,67 to 69 years,29315.247619839665
Nevada,2008,1,70 to 74 years,38727.24489629294
Nevada,2008,1,75 to 79 years,26744.58326735226
Nevada,2008,1,80 to 84 years,16284.569163542295
Nevada,2008,1,85 years and over,10232.271985557456
Nevada,2008,1,Under 5 years,97477.6574460256
Nevada,2008,2,10 to 14 years,87448.94257501239
Nevada,2008,2,15 to 17 years,53717.91636144488
Nevada,2008,2,18 and 19 years,32324.26516453875
Nevada,2008,2,20 years,17665.129791887157
Nevada,2008,2,21 years,17214.684097821355
Nevada,2008,2,22 to 24 years,51229.88410496059
Nevada,2008,2,25 to 29 years,96710.7912867771
Nevada,2008,2,30 to 34 years,90425.71344810053
Nevada,2008,2,35 to 39 years,95298.9916953091
Nevada,2008,2,40 to 44 years,91988.66931274497
Nevada,2008,2,45 to 49 years,92921.80737248754
Nevada,2008,2,5 to 9 years,88855.70362404118
Nevada,2008,2,50 to 54 years,88965.54384921606
Nevada,2008,2,55 to 59 years,80875.66010881275
Nevada,2008,2,60 and 61 years,31645.069643732597
Nevada,2008,2,62 to 64 years,40716.461451294956
Nevada,2008,2,65 and 66 years,24345.229357798165
Nevada,2008,2,67 to 69 years,30132.499203480304
Nevada,2008,2,70 to 74 years,38604.304460776104
Nevada,2008,2,75 to 79 years,28983.711527339325
Nevada,2008,2,80 to 84 years,21280.78784626771
Nevada,2008,2,85 years and over,17817.293773551446
Nevada,2008,2,Under 5 years,92571.12481871819
Nevada,2009,1,10 to 14 years,93080.81633679928
Nevada,2009,1,15 to 17 years,57951.09410666566
Nevada,2009,1,18 and 19 years,35794.4322798767
Nevada,2009,1,20 years,18520.12693808716
Nevada,2009,1,21 years,18829.033602308256
Nevada,2009,1,22 to 24 years,54218.72678747943
Nevada,2009,1,25 to 29 years,101774.04117446685
Nevada,2009,1,30 to 34 years,96582.77802524636
Nevada,2009,1,35 to 39 years,103303.28208645247
Nevada,2009,1,40 to 44 years,100009.29716203547
Nevada,2009,1,45 to 49 years,98712.50086867165
Nevada,2009,1,5 to 9 years,93905.58693533018
Nevada,2009,1,50 to 54 years,90141.61530396293
Nevada,2009,1,55 to 59 years,78204.360745003185
Nevada,2009,1,60 and 61 years,31063.980392134523
Nevada,2009,1,62 to 64 years,40976.5199836253
Nevada,2009,1,65 and 66 years,23175.136274171382
Nevada,2009,1,67 to 69 years,29658.09824704908
Nevada,2009,1,70 to 74 years,39180.171659012856
Nevada,2009,1,75 to 79 years,27057.369202732203
Nevada,2009,1,80 to 84 years,16475.022091791725
Nevada,2009,1,85 years and over,10351.941480201313
Nevada,2009,1,Under 5 years,98617.68793212855
Nevada,2009,2,10 to 14 years,88471.68422807462
Nevada,2009,2,15 to 17 years,54346.1635301449
Nevada,2009,2,18 and 19 years,32702.30715584178
Nevada,2009,2,20 years,17871.728791405258
Nevada,2009,2,21 years,17416.014999633546
Nevada,2009,2,22 to 24 years,51829.03298901657
Nevada,2009,2,25 to 29 years,97841.85304278118
Nevada,2009,2,30 to 34 years,91483.26933074498
Nevada,2009,2,35 to 39 years,96413.54203098662
Nevada,2009,2,40 to 44 years,93064.50443373811
Nevada,2009,2,45 to 49 years,94008.55582340389
Nevada,2009,2,5 to 9 years,89894.89777016258
Nevada,2009,2,50 to 54 years,90006.02260976686
Nevada,2009,2,55 to 59 years,81821.52524881983
Nevada,2009,2,60 and 61 years,32015.16823938958
Nevada,2009,2,62 to 64 years,41192.652699185935
Nevada,2009,2,65 and 66 years,24629.954128440368
Nevada,2009,2,67 to 69 years,30484.907833462636
Nevada,2009,2,70 to 74 years,39055.793398171365
Nevada,2009,2,75 to 79 years,29322.684740353565
Nevada,2009,2,80 to 84 years,21529.673052874856
Nevada,2009,2,85 years and over,18025.672376545146
Nevada,2009,2,Under 5 years,93653.77193182323
Nevada,2010,1,10 to 14 years,93697.93074398926
Nevada,2010,1,15 to 17 years,58335.30275988852
Nevada,2010,1,18 and 19 years,36031.74498002719
Nevada,2010,1,20 years,18642.913110429337
Nevada,2010,1,21 years,18953.867787984116
Nevada,2010,1,22 to 24 years,54578.19030270026
Nevada,2010,1,25 to 29 years,102448.79059715621
Nevada,2010,1,30 to 34 years,97223.11000933798
Nevada,2010,1,35 to 39 years,103988.17018901155
Nevada,2010,1,40 to 44 years,100672.34654815517
Nevada,2010,1,45 to 49 years,99366.95265426184
Nevada,2010,1,5 to 9 years,94528.1694705299
Nevada,2010,1,50 to 54 years,90739.24316844331
Nevada,2010,1,55 to 59 years,78722.84607442057
Nevada,2010,1,60 and 61 years,31269.930775888028
Nevada,2010,1,62 to 64 years,41248.18929029431
Nevada,2010,1,65 and 66 years,23328.784588036975
Nevada,2010,1,67 to 69 years,29854.72780444236
Nevada,2010,1,70 to 74 years,39439.9313963949
Nevada,2010,1,75 to 79 years,27236.75624522705
Nevada,2010,1,80 to 84 years,16584.249469588136
Nevada,2010,1,85 years and over,10420.573583799378
Nevada,2010,1,Under 5 years,99271.51111956681
Nevada,2010,2,10 to 14 years,89058.24065413728
Nevada,2010,2,15 to 17 years,54706.47193535488
Nevada,2010,2,18 and 19 years,32919.119445295706
Nevada,2010,2,20 years,17990.216163482677
Nevada,2010,2,21 years,17531.481045109787
Nevada,2010,2,22 to 24 years,52172.65312716099
Nevada,2010,2,25 to 29 years,98490.53253996554
Nevada,2010,2,30 to 34 years,92089.79219703106
Nevada,2010,2,35 to 39 years,97052.75200117266
Nevada,2010,2,40 to 44 years,93681.51069500948
Nevada,2010,2,45 to 49 years,94631.82102971483
Nevada,2010,2,5 to 9 years,90490.88992762398
Nevada,2010,2,50 to 54 years,90602.7515112988
Nevada,2010,2,55 to 59 years,82363.99193568905
Nevada,2010,2,60 and 61 years,32227.424882022045
Nevada,2010,2,62 to 64 years,41465.75493927653
Nevada,2010,2,65 and 66 years,24793.24770642202
Nevada,2010,2,67 to 69 years,30687.019037105474
Nevada,2010,2,70 to 74 years,39314.72852292401
Nevada,2010,2,75 to 79 years,29517.09054729542
Nevada,2010,2,80 to 84 years,21672.412147200634
Nevada,2010,2,85 years and over,18145.180375729447
Nevada,2010,2,Under 5 years,94274.6849644044
Nevada,2011,1,10 to 14 years,91973.90725579
Nevada,2011,1,15 to 17 years,57805.61796082585
Nevada,2011,1,18 and 19 years,35857.82961559005
Nevada,2011,1,20 years,18882.262033757812
Nevada,2011,1,21 years,19555.03394521425
Nevada,2011,1,22 to 24 years,54459.00896537587
Nevada,2011,1,25 to 29 years,102074.61857801836
Nevada,2011,1,30 to 34 years,97565.11876729074
Nevada,2011,1,35 to 39 years,101734.68103603057
Nevada,2011,1,40 to 44 years,99712.30634593603
Nevada,2011,1,45 to 49 years,99713.32108486733
Nevada,2011,1,5 to 9 years,96401.21321308178
Nevada,2011,1,50 to 54 years,91865.33019014017
Nevada,2011,1,55 to 59 years,78815.78753353412
Nevada,2011,1,60 and 61 years,32093.148180441654
Nevada,2011,1,62 to 64 years,42879.82302023344
Nevada,2011,1,65 and 66 years,24531.31366434303
Nevada,2011,1,67 to 69 years,30159.055777370802
Nevada,2011,1,70 to 74 years,40717.414357618545
Nevada,2011,1,75 to 79 years,27440.570180399758
Nevada,2011,1,80 to 84 years,16512.846629156324
Nevada,2011,1,85 years and over,11703.998833693175
Nevada,2011,1,Under 5 years,98391.11625737451
Nevada,2011,2,10 to 14 years,88378.68722216984
Nevada,2011,2,15 to 17 years,54720.811609653036
Nevada,2011,2,18 and 19 years,33319.96754839163
Nevada,2011,2,20 years,18541.30975283871
Nevada,2011,2,21 years,17304.342995575666
Nevada,2011,2,22 to 24 years,52128.15364016404
Nevada,2011,2,25 to 29 years,98091.76827263899
Nevada,2011,2,30 to 34 years,92602.03065426895
Nevada,2011,2,35 to 39 years,96421.50799170791
Nevada,2011,2,40 to 44 years,92902.39337793578
Nevada,2011,2,45 to 49 years,93994.25246802194
Nevada,2011,2,5 to 9 years,90846.5323031081
Nevada,2011,2,50 to 54 years,91008.89053211719
Nevada,2011,2,55 to 59 years,82901.12647097549
Nevada,2011,2,60 and 61 years,32692.858888844
Nevada,2011,2,62 to 64 years,43610.435050774366
Nevada,2011,2,65 and 66 years,25016.358873507703
Nevada,2011,2,67 to 69 years,32925.23410411327
Nevada,2011,2,70 to 74 years,40625.07311486962
Nevada,2011,2,75 to 79 years,29719.67382011494
Nevada,2011,2,80 to 84 years,22214.664684169496
Nevada,2011,2,85 years and over,18627.56256199979
Nevada,2011,2,Under 5 years,93360.04063595516
Nevada,2012,1,10 to 14 years,93021.99544265152
Nevada,2012,1,15 to 17 years,57627.47835592285
Nevada,2012,1,18 and 19 years,36201.38297776351
Nevada,2012,1,20 years,18883.706627162745
Nevada,2012,1,21 years,19820.48300128245
Nevada,2012,1,22 to 24 years,55458.582243795216
Nevada,2012,1,25 to 29 years,102254.7740725182
Nevada,2012,1,30 to 34 years,99096.32545251763
Nevada,2012,1,35 to 39 years,100269.57950287774
Nevada,2012,1,40 to 44 years,99979.31076723502
Nevada,2012,1,45 to 49 years,99955.9674773057
Nevada,2012,1,5 to 9 years,96982.23532544142
Nevada,2012,1,50 to 54 years,93627.90605516448
Nevada,2012,1,55 to 59 years,81095.60414007228
Nevada,2012,1,60 and 61 years,31289.142836117393
Nevada,2012,1,62 to 64 years,45113.44510251446
Nevada,2012,1,65 and 66 years,25271.6486626009
Nevada,2012,1,67 to 69 years,31868.665381753744
Nevada,2012,1,70 to 74 years,43040.96692705136
Nevada,2012,1,75 to 79 years,27929.738937594946
Nevada,2012,1,80 to 84 years,17703.348097258935
Nevada,2012,1,85 years and over,12059.346562611401
Nevada,2012,1,Under 5 years,97325.28019483737
Nevada,2012,2,10 to 14 years,88649.69574632683
Nevada,2012,2,15 to 17 years,54944.014939701294
Nevada,2012,2,18 and 19 years,33340.30757294938
Nevada,2012,2,20 years,18811.646906076614
Nevada,2012,2,21 years,18180.36315233614
Nevada,2012,2,22 to 24 years,52580.25310294638
Nevada,2012,2,25 to 29 years,97671.36984118063
Nevada,2012,2,30 to 34 years,94418.53313581372
Nevada,2012,2,35 to 39 years,93751.72698435473
Nevada,2012,2,40 to 44 years,95517.6976137895
Nevada,2012,2,45 to 49 years,94167.84650048592
Nevada,2012,2,5 to 9 years,91990.83098316548
Nevada,2012,2,50 to 54 years,91957.33843674515
Nevada,2012,2,55 to 59 years,85110.6500079136
Nevada,2012,2,60 and 61 years,33589.97928262808
Nevada,2012,2,62 to 64 years,44586.698690631325
Nevada,2012,2,65 and 66 years,26985.858083931536
Nevada,2012,2,67 to 69 years,34616.06911386863
Nevada,2012,2,70 to 74 years,42145.80250454478
Nevada,2012,2,75 to 79 years,29915.948432884503
Nevada,2012,2,80 to 84 years,22751.58827588451
Nevada,2012,2,85 years and over,20018.393502857034
Nevada,2012,2,Under 5 years,92986.473044933
Nevada,2013,1,10 to 14 years,94130.97187100971
Nevada,2013,1,15 to 17 years,57765.72430117074
Nevada,2013,1,18 and 19 years,35759.00753315121
Nevada,2013,1,20 years,19139.282768988003
Nevada,2013,1,21 years,20083.22698718639
Nevada,2013,1,22 to 24 years,56348.79079260355
Nevada,2013,1,25 to 29 years,102389.466598976
