timeframe,group,category,year,metric,value,segment
Mid-year,hunt,Resident,2014,participants,70189,residency
Mid-year,hunt,Resident,2014,recruits,17724,residency
Mid-year,hunt,Resident,2015,participants,71290.40000000014,residency
Mid-year,hunt,Resident,2016,participants,72106.19999999995,residency
Mid-year,hunt,Resident,2017,participants,72922,residency
Mid-year,hunt,Resident,2018,participants,73737.79999999981,residency
Mid-year,hunt,Resident,2019,participants,74553.59999999963,residency
Mid-year,hunt,Resident,2015,recruits,18002.123546424686,residency
Mid-year,hunt,Resident,2016,recruits,18208.127894684338,residency
Mid-year,hunt,Resident,2017,recruits,18414.132242944048,residency
Mid-year,hunt,Resident,2018,recruits,18620.1365912037,residency
Mid-year,hunt,Resident,2019,recruits,18826.140939463352,residency
Mid-year,fish,Resident,2015,participants,543765.8000000082,residency
Mid-year,fish,Resident,2016,participants,558650.2000000067,residency
Mid-year,fish,Resident,2017,participants,573534.6000000052,residency
Mid-year,fish,Resident,2018,participants,588419.0000000075,residency
Mid-year,fish,Resident,2019,participants,603303.400000006,residency
Mid-year,fish,Resident,2015,recruits,159268.8822172275,residency
Mid-year,fish,Resident,2016,recruits,163628.51967598978,residency
Mid-year,fish,Resident,2017,recruits,167988.15713475205,residency
Mid-year,fish,Resident,2018,recruits,172347.7945935154,residency
Mid-year,fish,Resident,2019,recruits,176707.43205227767,residency
Mid-year,all_sports,Resident,2015,participants,551720.8000000045,residency
Mid-year,all_sports,Resident,2016,participants,566154.8000000045,residency
Mid-year,all_sports,Resident,2017,participants,580588.8000000045,residency
Mid-year,all_sports,Resident,2018,participants,595022.8000000045,residency
Mid-year,all_sports,Resident,2019,participants,609456.8000000045,residency
Mid-year,all_sports,Resident,2015,recruits,157161.7375126556,residency
Mid-year,all_sports,Resident,2016,recruits,161273.36882917958,residency
Mid-year,all_sports,Resident,2017,recruits,165385.00014570355,residency
Mid-year,all_sports,Resident,2018,recruits,169496.6314622275,residency
Mid-year,all_sports,Resident,2019,recruits,173608.26277875146,residency
Mid-year,all_sports,18-24,2009,residents,45834.43251349965,age
Mid-year,all_sports,18-24,2010,residents,47594.18693551673,age
Mid-year,all_sports,18-24,2011,residents,58536.781469467445,age
Mid-year,all_sports,18-24,2012,residents,58751.79070843255,age
Mid-year,all_sports,18-24,2013,residents,61905.50379296044,age
Mid-year,all_sports,18-24,2014,residents,62894.973399327704,age
Mid-year,all_sports,18-24,2015,residents,63315.820190385784,age
Mid-year,all_sports,18-24,2016,residents,62912.39925815679,age
Mid-year,all_sports,18-24,2017,residents,62941.69102735364,age
Mid-year,all_sports,18-24,2018,residents,60059.85150251767,age
Mid-year,all_sports,18-24,2019,residents,62012.10285461488,age
Mid-year,fish,18-24,2009,residents,44587.08083283779,age
Mid-year,fish,18-24,2010,residents,46388.70954686542,age
Mid-year,fish,18-24,2011,residents,57466.059821741896,age
Mid-year,fish,18-24,2012,residents,57658.61859295828,age
Mid-year,fish,18-24,2013,residents,60794.27189456189,age
Mid-year,fish,18-24,2014,residents,61739.60441028619,age
Mid-year,fish,18-24,2015,residents,62353.00621742527,age
Mid-year,fish,18-24,2016,residents,61973.725614601324,age
Mid-year,fish,18-24,2017,residents,62050.98617614527,age
Mid-year,fish,18-24,2018,residents,59156.61273688332,age
Mid-year,fish,18-24,2019,residents,61023.93159910631,age
Mid-year,hunt,18-24,2009,residents,7639.2964148803285,age
Mid-year,hunt,18-24,2010,residents,7691.742383063938,age
Mid-year,hunt,18-24,2011,residents,7712.693815161434,age
Mid-year,hunt,18-24,2012,residents,7820.444358113556,age
Mid-year,hunt,18-24,2013,residents,8667.937535707484,age
Mid-year,hunt,18-24,2014,residents,8783.29077613749,age
Mid-year,hunt,18-24,2015,residents,7950.498602380869,age
Mid-year,hunt,18-24,2016,residents,7720.889842519848,age
Mid-year,hunt,18-24,2017,residents,7606.454555390153,age
Mid-year,hunt,18-24,2018,residents,7613.950771799381,age
Mid-year,hunt,18-24,2019,residents,5637.560643120837,age
Mid-year,all_sports,25-34,2009,residents,82194.55672985429,age
Mid-year,all_sports,25-34,2010,residents,84857.81273464557,age
Mid-year,all_sports,25-34,2011,residents,100061.42999229851,age
Mid-year,all_sports,25-34,2012,residents,99784.8689760601,age
Mid-year,all_sports,25-34,2013,residents,103082.60141829024,age
Mid-year,all_sports,25-34,2014,residents,106980.48351023,age
Mid-year,all_sports,25-34,2015,residents,113564.39674762073,age
Mid-year,all_sports,25-34,2016,residents,114787.05559151551,age
Mid-year,all_sports,25-34,2017,residents,115496.86433272152,age
Mid-year,all_sports,25-34,2018,residents,113307.211109379,age
Mid-year,all_sports,25-34,2019,residents,116355.36949250256,age
Mid-year,fish,25-34,2009,residents,80020.10402436476,age
Mid-year,fish,25-34,2010,residents,82711.15433600778,age
Mid-year,fish,25-34,2011,residents,98147.06800221912,age
Mid-year,fish,25-34,2012,residents,97841.17328157769,age
Mid-year,fish,25-34,2013,residents,101083.48922685032,age
Mid-year,fish,25-34,2014,residents,105009.31403597909,age
Mid-year,fish,25-34,2015,residents,111776.21562156864,age
Mid-year,fish,25-34,2016,residents,112947.69156118497,age
Mid-year,fish,25-34,2017,residents,113716.1945338022,age
Mid-year,fish,25-34,2018,residents,111446.52554235392,age
Mid-year,fish,25-34,2019,residents,114063.32358295609,age
Mid-year,hunt,25-34,2009,residents,13294.897241884306,age
Mid-year,hunt,25-34,2010,residents,13590.36555571449,age
Mid-year,hunt,25-34,2011,residents,13544.648319321674,age
Mid-year,hunt,25-34,2012,residents,13581.951284945684,age
Mid-year,hunt,25-34,2013,residents,15526.16079930353,age
Mid-year,hunt,25-34,2014,residents,15569.632202269471,age
Mid-year,hunt,25-34,2015,residents,16679.143878890853,age
Mid-year,hunt,25-34,2016,residents,16446.792820048948,age
Mid-year,hunt,25-34,2017,residents,16499.656339927587,age
Mid-year,hunt,25-34,2018,residents,16963.773369255276,age
Mid-year,hunt,25-34,2019,residents,14872.599121845706,age
Mid-year,all_sports,35-44,2009,residents,101731.5361994228,age
Mid-year,all_sports,35-44,2010,residents,101069.46995081537,age
Mid-year,all_sports,35-44,2011,residents,114070.71809392382,age
Mid-year,all_sports,35-44,2012,residents,110629.61382732356,age
Mid-year,all_sports,35-44,2013,residents,108948.17671750518,age
Mid-year,all_sports,35-44,2014,residents,109524.87361372118,age
Mid-year,fish,35-44,2009,residents,98758.31694283281,age
Mid-year,fish,35-44,2010,residents,98292.08373185588,age
Mid-year,fish,35-44,2011,residents,111676.53362834308,age
Mid-year,fish,35-44,2012,residents,108334.2909952977,age
Mid-year,fish,35-44,2013,residents,106882.21083916516,age
Mid-year,fish,35-44,2014,residents,107579.29372113528,age
Mid-year,hunt,35-44,2009,residents,17795.148056684233,age
Mid-year,hunt,35-44,2010,residents,16953.92268631097,age
Mid-year,hunt,35-44,2011,residents,16651.829177902433,age
Mid-year,hunt,35-44,2012,residents,15612.5502323604,age
Mid-year,hunt,35-44,2013,residents,16302.030769649316,age
Mid-year,hunt,35-44,2014,residents,15662.42365318938,age
Mid-year,hunt,35-44,2015,residents,15559.134404468788,age
Mid-year,hunt,35-44,2016,residents,15716.809559782825,age
Mid-year,hunt,35-44,2017,residents,15731.649284653033,age
Mid-year,hunt,35-44,2018,residents,15568.336858684108,age
Mid-year,hunt,35-44,2019,residents,16813.90976469387,age
Mid-year,fish,35-44,2015,residents,112003.62172790198,age
Mid-year,fish,35-44,2016,residents,115674.96335418255,age
Mid-year,fish,35-44,2017,residents,119327.80875188652,age
Mid-year,fish,35-44,2018,residents,124773.33210911781,age
Mid-year,fish,35-44,2019,residents,127332.72454638481,age
Mid-year,all_sports,35-44,2015,residents,113797.78904110144,age
Mid-year,all_sports,35-44,2016,residents,117264.29667167542,age
Mid-year,all_sports,35-44,2017,residents,120753.02343596563,age
Mid-year,all_sports,35-44,2018,residents,125975.83982901723,age
Mid-year,all_sports,35-44,2019,residents,128185.60473277948,age
Mid-year,all_sports,45-54,2009,residents,118865.96085786895,age
Mid-year,all_sports,45-54,2010,residents,121164.5643280527,age
Mid-year,all_sports,45-54,2011,residents,135934.06054116576,age
Mid-year,all_sports,45-54,2012,residents,132387.38797610425,age
Mid-year,all_sports,45-54,2013,residents,131549.54696043028,age
Mid-year,all_sports,45-54,2014,residents,131448.03254281252,age
Mid-year,fish,45-54,2009,residents,116037.70890053196,age
Mid-year,fish,45-54,2010,residents,118529.66147472337,age
Mid-year,fish,45-54,2011,residents,133574.62538423343,age
Mid-year,fish,45-54,2012,residents,130127.12526865613,age
Mid-year,fish,45-54,2013,residents,129396.91798297323,age
Mid-year,fish,45-54,2014,residents,129392.67757410064,age
Mid-year,hunt,45-54,2009,residents,17879.85402518342,age
Mid-year,hunt,45-54,2010,residents,17751.296738663998,age
Mid-year,hunt,45-54,2011,residents,17697.336366389318,age
Mid-year,hunt,45-54,2012,residents,17322.63115535162,age
Mid-year,hunt,45-54,2013,residents,18188.650597165164,age
Mid-year,hunt,45-54,2014,residents,17285.307466674014,age
Mid-year,hunt,45-54,2015,residents,17740.978044371295,age
Mid-year,hunt,45-54,2016,residents,18217.23723803043,age
Mid-year,hunt,45-54,2017,residents,18540.931942042153,age
Mid-year,hunt,45-54,2018,residents,18661.890489597958,age
Mid-year,hunt,45-54,2019,residents,20504.968724057046,age
Mid-year,fish,45-54,2015,residents,135051.82216327943,age
Mid-year,fish,45-54,2016,residents,139563.26431118752,age
Mid-year,fish,45-54,2017,residents,144052.72406413397,age
Mid-year,fish,45-54,2018,residents,150707.76732222986,age
Mid-year,fish,45-54,2019,residents,153877.48993794539,age
Mid-year,all_sports,45-54,2015,residents,137034.7647804402,age
Mid-year,all_sports,45-54,2016,residents,141388.87247604545,age
Mid-year,all_sports,45-54,2017,residents,145770.3051013335,age
Mid-year,all_sports,45-54,2018,residents,152247.99358657622,age
Mid-year,all_sports,45-54,2019,residents,155085.33586191942,age
Mid-year,all_sports,55-64,2009,residents,99225.51369935428,age
Mid-year,all_sports,55-64,2010,residents,100554.96605096963,age
Mid-year,all_sports,55-64,2011,residents,113729.00990314446,age
Mid-year,all_sports,55-64,2012,residents,114288.33851207956,age
Mid-year,all_sports,55-64,2013,residents,114718.17111081388,age
Mid-year,all_sports,55-64,2014,residents,117626.63693390858,age
Mid-year,fish,55-64,2009,residents,97512.78929943267,age
Mid-year,fish,55-64,2010,residents,98778.39091054759,age
Mid-year,fish,55-64,2011,residents,112050.71316346248,age
Mid-year,fish,55-64,2012,residents,112684.7918615102,age
Mid-year,fish,55-64,2013,residents,113288.1100564494,age
Mid-year,fish,55-64,2014,residents,116136.11025849878,age
Mid-year,hunt,55-64,2009,residents,11991.804261367715,age
Mid-year,hunt,55-64,2010,residents,11993.672636246603,age
Mid-year,hunt,55-64,2011,residents,12216.492321225143,age
Mid-year,hunt,55-64,2012,residents,12319.422969228739,age
Mid-year,hunt,55-64,2013,residents,12880.220298174498,age
Mid-year,hunt,55-64,2014,residents,12888.345901729646,age
Mid-year,hunt,55-64,2015,residents,13360.64506988834,age
Mid-year,hunt,55-64,2016,residents,14004.470539617909,age
Mid-year,hunt,55-64,2017,residents,14543.307877987067,age
Mid-year,hunt,55-64,2018,residents,14929.848510663089,age
Mid-year,hunt,55-64,2019,residents,16724.561746282165,age
Mid-year,fish,55-64,2015,residents,122581.13426983287,age
Mid-year,fish,55-64,2016,residents,128490.55515885031,age
Mid-year,fish,55-64,2017,residents,134386.88647403728,age
Mid-year,fish,55-64,2018,residents,142334.7622894225,age
Mid-year,fish,55-64,2019,residents,147005.93033361333,age
Mid-year,all_sports,55-64,2015,residents,124008.02924045638,age
Mid-year,all_sports,55-64,2016,residents,129802.17600261132,age
Mid-year,all_sports,55-64,2017,residents,135626.91610263012,age
Mid-year,all_sports,55-64,2018,residents,143431.9039725143,age
Mid-year,all_sports,55-64,2019,residents,147818.38705818812,age
Mid-year,all_sports,All,2009,residents,447852,all
Mid-year,all_sports,All,2010,residents,455241,all
Mid-year,all_sports,All,2011,residents,522332,all
Mid-year,all_sports,All,2012,residents,515842,all
Mid-year,all_sports,All,2013,residents,520204,all
Mid-year,all_sports,All,2014,residents,528475,all
Mid-year,fish,All,2009,residents,436916,all
Mid-year,fish,All,2010,residents,444700,all
Mid-year,fish,All,2011,residents,512915,all
Mid-year,fish,All,2012,residents,506646,all
Mid-year,fish,All,2013,residents,511445,all
Mid-year,fish,All,2014,residents,519857,all
Mid-year,hunt,All,2009,residents,68601,all
Mid-year,hunt,All,2010,residents,67981,all
Mid-year,hunt,All,2011,residents,67823,all
Mid-year,hunt,All,2012,residents,66657,all
Mid-year,hunt,All,2013,residents,71565,all
Mid-year,hunt,All,2014,residents,70189,all
Mid-year,hunt,All,2015,residents,71290.40000000014,all
Mid-year,hunt,All,2016,residents,72106.19999999995,all
Mid-year,hunt,All,2017,residents,72922,all
Mid-year,hunt,All,2018,residents,73737.79999999981,all
Mid-year,hunt,All,2019,residents,74553.59999999963,all
Mid-year,fish,All,2015,residents,543765.8000000082,all
Mid-year,fish,All,2016,residents,558650.2000000067,all
Mid-year,fish,All,2017,residents,573534.6000000052,all
Mid-year,fish,All,2018,residents,588419.0000000075,all
Mid-year,fish,All,2019,residents,603303.400000006,all
Mid-year,all_sports,All,2015,residents,551720.8000000045,all
Mid-year,all_sports,All,2016,residents,566154.8000000045,all
Mid-year,all_sports,All,2017,residents,580588.8000000045,all
Mid-year,all_sports,All,2018,residents,595022.8000000045,all
Mid-year,all_sports,All,2019,residents,609456.8000000045,all
Mid-year,all_sports,Female,2009,residents,97415.36391294976,gender
Mid-year,all_sports,Female,2010,residents,95565.09321036415,gender
Mid-year,all_sports,Female,2011,residents,118485.97828571744,gender
Mid-year,all_sports,Female,2012,residents,116963.37018612465,gender
Mid-year,all_sports,Female,2013,residents,118197.38095040787,gender
Mid-year,all_sports,Female,2014,residents,122424.14832903161,gender
Mid-year,fish,Female,2009,residents,96458.14268798917,gender
Mid-year,fish,Female,2010,residents,94516.80079092049,gender
Mid-year,fish,Female,2011,residents,117519.85938617184,gender
Mid-year,fish,Female,2012,residents,115965.23751910854,gender
Mid-year,fish,Female,2013,residents,117238.75587737445,gender
Mid-year,fish,Female,2014,residents,121418.73367159418,gender
Mid-year,hunt,Female,2009,residents,4945.99166062364,gender
Mid-year,hunt,Female,2010,residents,4884.8113461966195,gender
Mid-year,hunt,Female,2011,residents,5080.013408039248,gender
Mid-year,hunt,Female,2012,residents,5171.728855298913,gender
Mid-year,hunt,Female,2013,residents,6126.596398597266,gender
Mid-year,hunt,Female,2014,residents,6346.7683575972105,gender
Mid-year,hunt,Female,2015,residents,6708.647949580653,gender
Mid-year,hunt,Female,2016,residents,7099.99562546331,gender
Mid-year,hunt,Female,2017,residents,7489.703602868337,gender
Mid-year,hunt,Female,2018,residents,7877.838670518858,gender
Mid-year,hunt,Female,2019,residents,8264.464038447893,gender
Mid-year,fish,Female,2015,residents,129124.92635070538,gender
Mid-year,fish,Female,2016,residents,134251.09673775494,gender
Mid-year,fish,Female,2017,residents,139330.1802225724,gender
Mid-year,fish,Female,2018,residents,144367.6569043196,gender
Mid-year,fish,Female,2019,residents,149368.18825541835,gender
Mid-year,all_sports,Female,2015,residents,130072.13689609327,gender
Mid-year,all_sports,Female,2016,residents,135170.93280043025,gender
Mid-year,all_sports,Female,2017,residents,140218.60871007174,gender
Mid-year,all_sports,Female,2018,residents,145221.0004045521,gender
Mid-year,all_sports,Female,2019,residents,150183.0879541276,gender
Mid-year,all_sports,Male,2009,residents,350436.63608705025,gender
Mid-year,all_sports,Male,2010,residents,359675.90678963583,gender
Mid-year,all_sports,Male,2011,residents,403846.0217142826,gender
Mid-year,all_sports,Male,2012,residents,398878.62981387536,gender
Mid-year,all_sports,Male,2013,residents,402006.6190495921,gender
Mid-year,all_sports,Male,2014,residents,406050.8516709684,gender
Mid-year,fish,Male,2009,residents,340457.85731201083,gender
Mid-year,fish,Male,2010,residents,350183.1992090795,gender
Mid-year,fish,Male,2011,residents,395395.14061382815,gender
Mid-year,fish,Male,2012,residents,390680.7624808914,gender
Mid-year,fish,Male,2013,residents,394206.24412262556,gender
Mid-year,fish,Male,2014,residents,398438.2663284058,gender
Mid-year,hunt,Male,2009,residents,63655.008339376356,gender
Mid-year,hunt,Male,2010,residents,63096.18865380338,gender
Mid-year,hunt,Male,2011,residents,62742.986591960755,gender
Mid-year,hunt,Male,2012,residents,61485.27114470109,gender
Mid-year,hunt,Male,2013,residents,65438.40360140274,gender
Mid-year,hunt,Male,2014,residents,63842.23164240279,gender
Mid-year,hunt,Male,2015,residents,64581.75205041949,gender
Mid-year,hunt,Male,2016,residents,65006.204374536646,gender
Mid-year,hunt,Male,2017,residents,65432.296397131664,gender
Mid-year,hunt,Male,2018,residents,65859.96132948095,gender
Mid-year,hunt,Male,2019,residents,66289.13596155174,gender
Mid-year,fish,Male,2015,residents,414640.8736493028,gender
Mid-year,fish,Male,2016,residents,424399.10326225177,gender
Mid-year,fish,Male,2017,residents,434204.4197774328,gender
Mid-year,fish,Male,2018,residents,444051.3430956878,gender
Mid-year,fish,Male,2019,residents,453935.2117445876,gender
Mid-year,all_sports,Male,2015,residents,421648.6631039112,gender
Mid-year,all_sports,Male,2016,residents,430983.8671995742,gender
Mid-year,all_sports,Male,2017,residents,440370.1912899327,gender
Mid-year,all_sports,Male,2018,residents,449801.7995954524,gender
Mid-year,all_sports,Male,2019,residents,459273.7120458769,gender
Mid-year,all_sports,Resident,2009,residents,447852,residency
Mid-year,all_sports,Resident,2010,residents,455241,residency
Mid-year,all_sports,Resident,2011,residents,522332,residency
Mid-year,all_sports,Resident,2012,residents,515842,residency
Mid-year,all_sports,Resident,2013,residents,520204,residency
Mid-year,all_sports,Resident,2014,residents,528475,residency
Mid-year,fish,Resident,2009,residents,436916,residency
Mid-year,fish,Resident,2010,residents,444700,residency
Mid-year,fish,Resident,2011,residents,512915,residency
Mid-year,fish,Resident,2012,residents,506646,residency
Mid-year,fish,Resident,2013,residents,511445,residency
Mid-year,fish,Resident,2014,residents,519857,residency
Mid-year,hunt,Resident,2009,residents,68601,residency
Mid-year,hunt,Resident,2010,residents,67981,residency
Mid-year,hunt,Resident,2011,residents,67823,residency
Mid-year,hunt,Resident,2012,residents,66657,residency
Mid-year,hunt,Resident,2013,residents,71565,residency
Mid-year,hunt,Resident,2014,residents,70189,residency
Mid-year,hunt,Resident,2015,residents,71290.40000000014,residency
Mid-year,hunt,Resident,2016,residents,72106.19999999995,residency
Mid-year,hunt,Resident,2017,residents,72922,residency
Mid-year,hunt,Resident,2018,residents,73737.79999999981,residency
Mid-year,hunt,Resident,2019,residents,74553.59999999963,residency
Mid-year,fish,Resident,2015,residents,543765.8000000082,residency
Mid-year,fish,Resident,2016,residents,558650.2000000067,residency
Mid-year,fish,Resident,2017,residents,573534.6000000052,residency
Mid-year,fish,Resident,2018,residents,588419.0000000075,residency
Mid-year,fish,Resident,2019,residents,603303.400000006,residency
Mid-year,all_sports,Resident,2015,residents,551720.8000000045,residency
Mid-year,all_sports,Resident,2016,residents,566154.8000000045,residency
Mid-year,all_sports,Resident,2017,residents,580588.8000000045,residency
Mid-year,all_sports,Resident,2018,residents,595022.8000000045,residency
Mid-year,all_sports,Resident,2019,residents,609456.8000000045,residency
