timeframe,group,segment,year,category,metric,value
mid-year,hunt,Age,2013,35-44,recruits,2277
mid-year,hunt,Age,2014,35-44,recruits,2226
mid-year,hunt,Age,2015,35-44,recruits,2253
mid-year,hunt,Age,2016,35-44,recruits,2110
mid-year,hunt,Age,2017,35-44,recruits,1922
mid-year,hunt,Age,2018,35-44,recruits,2069
mid-year,hunt,Age,2019,35-44,recruits,1847
mid-year,hunt,Age,2013,45-54,recruits,2527
mid-year,hunt,Age,2014,45-54,recruits,2390
mid-year,hunt,Age,2015,45-54,recruits,2551
mid-year,hunt,Age,2016,45-54,recruits,2321
mid-year,hunt,Age,2017,45-54,recruits,2128
mid-year,hunt,Age,2018,45-54,recruits,2057
mid-year,hunt,Age,2019,45-54,recruits,1908
mid-year,hunt,Age,2013,55-64,recruits,2024
mid-year,hunt,Age,2014,55-64,recruits,2091
mid-year,hunt,Age,2015,55-64,recruits,2179
mid-year,hunt,Age,2016,55-64,recruits,2333
mid-year,hunt,Age,2017,55-64,recruits,2191
mid-year,hunt,Age,2018,55-64,recruits,2358
mid-year,hunt,Age,2019,55-64,recruits,2183
mid-year,fish,All,2008,All,participants,525632
mid-year,fish,All,2009,All,participants,580779
mid-year,fish,All,2010,All,participants,561123
mid-year,fish,All,2011,All,participants,521931
mid-year,fish,All,2012,All,participants,600449
mid-year,fish,All,2013,All,participants,535829
mid-year,fish,All,2014,All,participants,559872
mid-year,fish,All,2015,All,participants,536801
mid-year,fish,All,2016,All,participants,558793
mid-year,fish,All,2017,All,participants,524516
mid-year,fish,All,2018,All,participants,509189
mid-year,fish,All,2019,All,participants,476881
mid-year,fish,Residency,2008,Resident,participants,453198
mid-year,fish,Residency,2009,Resident,participants,500719
mid-year,fish,Residency,2010,Resident,participants,485802
mid-year,fish,Residency,2011,Resident,participants,453998
mid-year,fish,Residency,2012,Resident,participants,520461
mid-year,fish,Residency,2013,Resident,participants,463682
mid-year,fish,Residency,2014,Resident,participants,484044
mid-year,fish,Residency,2015,Resident,participants,462896
mid-year,fish,Residency,2016,Resident,participants,482175
mid-year,fish,Residency,2017,Resident,participants,451470
mid-year,fish,Residency,2018,Resident,participants,436003
mid-year,fish,Residency,2019,Resident,participants,409266
mid-year,fish,Residency,2008,Nonresident,participants,72434
mid-year,fish,Residency,2009,Nonresident,participants,80060
mid-year,fish,Residency,2010,Nonresident,participants,75321
mid-year,fish,Residency,2011,Nonresident,participants,67933
mid-year,fish,Residency,2012,Nonresident,participants,79988
mid-year,fish,Residency,2013,Nonresident,participants,72147
mid-year,fish,Residency,2014,Nonresident,participants,75828
mid-year,fish,Residency,2015,Nonresident,participants,73905
mid-year,fish,Residency,2016,Nonresident,participants,76618
mid-year,fish,Residency,2017,Nonresident,participants,73046
mid-year,fish,Residency,2018,Nonresident,participants,73186
mid-year,fish,Residency,2019,Nonresident,participants,67615
mid-year,fish,Gender,2008,Male,participants,398840
mid-year,fish,Gender,2009,Male,participants,437559
mid-year,fish,Gender,2010,Male,participants,421854
mid-year,fish,Gender,2011,Male,participants,393343
mid-year,fish,Gender,2012,Male,participants,442897
mid-year,fish,Gender,2013,Male,participants,398964
mid-year,fish,Gender,2014,Male,participants,411232
mid-year,fish,Gender,2015,Male,participants,395024
mid-year,fish,Gender,2016,Male,participants,411090
mid-year,fish,Gender,2017,Male,participants,388992
mid-year,fish,Gender,2018,Male,participants,378433
mid-year,fish,Gender,2019,Male,participants,355055
mid-year,fish,Gender,2008,Female,participants,126792
mid-year,fish,Gender,2009,Female,participants,143220
mid-year,fish,Gender,2010,Female,participants,139269
mid-year,fish,Gender,2011,Female,participants,128588
mid-year,fish,Gender,2012,Female,participants,157552
mid-year,fish,Gender,2013,Female,participants,136865
mid-year,fish,Gender,2014,Female,participants,148640
mid-year,fish,Gender,2015,Female,participants,141777
mid-year,fish,Gender,2016,Female,participants,147703
mid-year,fish,Gender,2017,Female,participants,135524
mid-year,fish,Gender,2018,Female,participants,130756
mid-year,fish,Gender,2019,Female,participants,121826
mid-year,fish,Age,2008,18-24,participants,68700
mid-year,fish,Age,2009,18-24,participants,76382
mid-year,fish,Age,2010,18-24,participants,74521
mid-year,fish,Age,2011,18-24,participants,69717
mid-year,fish,Age,2012,18-24,participants,84362
mid-year,fish,Age,2013,18-24,participants,75890
mid-year,fish,Age,2014,18-24,participants,80496
mid-year,fish,Age,2015,18-24,participants,76264
mid-year,fish,Age,2016,18-24,participants,79694
mid-year,fish,Age,2017,18-24,participants,72633
mid-year,fish,Age,2018,18-24,participants,68219
mid-year,fish,Age,2019,18-24,participants,64714
mid-year,fish,Age,2008,25-34,participants,107716
mid-year,fish,Age,2009,25-34,participants,119909
mid-year,fish,Age,2010,25-34,participants,117134
mid-year,fish,Age,2011,25-34,participants,109693
mid-year,fish,Age,2012,25-34,participants,128519
mid-year,fish,Age,2013,25-34,participants,114549
mid-year,fish,Age,2014,25-34,participants,121008
mid-year,fish,Age,2015,25-34,participants,115489
mid-year,fish,Age,2016,25-34,participants,120176
mid-year,fish,Age,2017,25-34,participants,110263
mid-year,fish,Age,2018,25-34,participants,105109
mid-year,fish,Age,2019,25-34,participants,97407
mid-year,fish,Age,2008,35-44,participants,117409
mid-year,fish,Age,2009,35-44,participants,126084
mid-year,fish,Age,2010,35-44,participants,118416
mid-year,fish,Age,2011,35-44,participants,108447
mid-year,fish,Age,2012,35-44,participants,124678
mid-year,fish,Age,2013,35-44,participants,109721
mid-year,fish,Age,2014,35-44,participants,114408
mid-year,fish,Age,2015,35-44,participants,108891
mid-year,fish,Age,2016,35-44,participants,113726
mid-year,fish,Age,2017,35-44,participants,108930
mid-year,fish,Age,2018,35-44,participants,107357
mid-year,fish,Age,2019,35-44,participants,102081
mid-year,fish,Age,2008,45-54,participants,133714
mid-year,fish,Age,2009,45-54,participants,147393
mid-year,fish,Age,2010,45-54,participants,140108
mid-year,fish,Age,2011,45-54,participants,128019
mid-year,fish,Age,2012,45-54,participants,142639
mid-year,fish,Age,2013,45-54,participants,124566
mid-year,fish,Age,2014,45-54,participants,126573
mid-year,fish,Age,2015,45-54,participants,119358
mid-year,fish,Age,2016,45-54,participants,121733
mid-year,fish,Age,2017,45-54,participants,112612
mid-year,fish,Age,2018,45-54,participants,107412
mid-year,fish,Age,2019,45-54,participants,97807
mid-year,fish,Age,2008,55-64,participants,98094
mid-year,fish,Age,2009,55-64,participants,111012
mid-year,fish,Age,2010,55-64,participants,110942
mid-year,fish,Age,2011,55-64,participants,106056
mid-year,fish,Age,2012,55-64,participants,120249
mid-year,fish,Age,2013,55-64,participants,111104
mid-year,fish,Age,2014,55-64,participants,117388
mid-year,fish,Age,2015,55-64,participants,116800
mid-year,fish,Age,2016,55-64,participants,123462
mid-year,fish,Age,2017,55-64,participants,120076
mid-year,fish,Age,2018,55-64,participants,121093
mid-year,fish,Age,2019,55-64,participants,114871
mid-year,fish,All,2013,All,recruits,94457
mid-year,fish,All,2014,All,recruits,103214
mid-year,fish,All,2015,All,recruits,96257
mid-year,fish,All,2016,All,recruits,105924
mid-year,fish,All,2017,All,recruits,95468
mid-year,fish,All,2018,All,recruits,88238
mid-year,fish,All,2019,All,recruits,80629
mid-year,fish,Residency,2013,Resident,recruits,59962
mid-year,fish,Residency,2014,Resident,recruits,66233
mid-year,fish,Residency,2015,Resident,recruits,60904
mid-year,fish,Residency,2016,Resident,recruits,68413
mid-year,fish,Residency,2017,Resident,recruits,60598
mid-year,fish,Residency,2018,Resident,recruits,54745
mid-year,fish,Residency,2019,Resident,recruits,50988
mid-year,fish,Residency,2013,Nonresident,recruits,34495
mid-year,fish,Residency,2014,Nonresident,recruits,36981
mid-year,fish,Residency,2015,Nonresident,recruits,35353
mid-year,fish,Residency,2016,Nonresident,recruits,37511
mid-year,fish,Residency,2017,Nonresident,recruits,34870
mid-year,fish,Residency,2018,Nonresident,recruits,33493
mid-year,fish,Residency,2019,Nonresident,recruits,29641
mid-year,fish,Gender,2013,Male,recruits,57412
mid-year,fish,Gender,2014,Male,recruits,61643
mid-year,fish,Gender,2015,Male,recruits,58170
mid-year,fish,Gender,2016,Male,recruits,68592
mid-year,fish,Gender,2017,Male,recruits,62995
mid-year,fish,Gender,2018,Male,recruits,58238
mid-year,fish,Gender,2019,Male,recruits,51788
mid-year,fish,Gender,2013,Female,recruits,37045
mid-year,fish,Gender,2014,Female,recruits,41571
mid-year,fish,Gender,2015,Female,recruits,38087
mid-year,fish,Gender,2016,Female,recruits,37332
mid-year,fish,Gender,2017,Female,recruits,32473
mid-year,fish,Gender,2018,Female,recruits,30000
mid-year,fish,Gender,2019,Female,recruits,28841
mid-year,fish,Age,2013,18-24,recruits,22194
mid-year,fish,Age,2014,18-24,recruits,24017
mid-year,fish,Age,2015,18-24,recruits,21455
mid-year,fish,Age,2016,18-24,recruits,23216
mid-year,fish,Age,2017,18-24,recruits,20139
mid-year,fish,Age,2018,18-24,recruits,17913
mid-year,fish,Age,2019,18-24,recruits,17348
mid-year,fish,Age,2013,25-34,recruits,23813
mid-year,fish,Age,2014,25-34,recruits,26286
mid-year,fish,Age,2015,25-34,recruits,24501
mid-year,fish,Age,2016,25-34,recruits,26462
mid-year,fish,Age,2017,25-34,recruits,23324
mid-year,fish,Age,2018,25-34,recruits,21193
mid-year,fish,Age,2019,25-34,recruits,19184
mid-year,fish,Age,2013,35-44,recruits,18336
mid-year,fish,Age,2014,35-44,recruits,20236
mid-year,fish,Age,2015,35-44,recruits,18992
mid-year,fish,Age,2016,35-44,recruits,21024
mid-year,fish,Age,2017,35-44,recruits,19707
mid-year,fish,Age,2018,35-44,recruits,18703
mid-year,fish,Age,2019,35-44,recruits,17079
mid-year,fish,Age,2013,45-54,recruits,17047
mid-year,fish,Age,2014,45-54,recruits,18279
mid-year,fish,Age,2015,45-54,recruits,17148
mid-year,fish,Age,2016,45-54,recruits,19136
mid-year,fish,Age,2017,45-54,recruits,16986
mid-year,fish,Age,2018,45-54,recruits,15604
mid-year,fish,Age,2019,45-54,recruits,13850
mid-year,fish,Age,2013,55-64,recruits,13066
mid-year,fish,Age,2014,55-64,recruits,14395
mid-year,fish,Age,2015,55-64,recruits,14162
mid-year,fish,Age,2016,55-64,recruits,16084
mid-year,fish,Age,2017,55-64,recruits,15310
mid-year,fish,Age,2018,55-64,recruits,14827
mid-year,fish,Age,2019,55-64,recruits,13167
mid-year,all_sports,All,2008,All,participants,580462
mid-year,all_sports,All,2009,All,participants,630845
mid-year,all_sports,All,2010,All,participants,608262
mid-year,all_sports,All,2011,All,participants,569143
mid-year,all_sports,All,2012,All,participants,643909
mid-year,all_sports,All,2013,All,participants,587287
mid-year,all_sports,All,2014,All,participants,608394
mid-year,all_sports,All,2015,All,participants,586092
mid-year,all_sports,All,2016,All,participants,603193
mid-year,all_sports,All,2017,All,participants,565778
mid-year,all_sports,All,2018,All,participants,550396
mid-year,all_sports,All,2019,All,participants,516714
mid-year,all_sports,Residency,2008,Resident,participants,497114
mid-year,all_sports,Residency,2009,Resident,participants,540527
mid-year,all_sports,Residency,2010,Resident,participants,523944
mid-year,all_sports,Residency,2011,Resident,participants,492181
mid-year,all_sports,Residency,2012,Resident,participants,554943
mid-year,all_sports,Residency,2013,Resident,participants,504993
mid-year,all_sports,Residency,2014,Resident,participants,521870
mid-year,all_sports,Residency,2015,Resident,participants,500771
mid-year,all_sports,Residency,2016,Resident,participants,515310
mid-year,all_sports,Residency,2017,Resident,participants,481448
mid-year,all_sports,Residency,2018,Resident,participants,465621
mid-year,all_sports,Residency,2019,Resident,participants,437723
mid-year,all_sports,Residency,2008,Nonresident,participants,83348
mid-year,all_sports,Residency,2009,Nonresident,participants,90318
mid-year,all_sports,Residency,2010,Nonresident,participants,84318
mid-year,all_sports,Residency,2011,Nonresident,participants,76962
mid-year,all_sports,Residency,2012,Nonresident,participants,88966
mid-year,all_sports,Residency,2013,Nonresident,participants,82294
mid-year,all_sports,Residency,2014,Nonresident,participants,86524
mid-year,all_sports,Residency,2015,Nonresident,participants,85321
mid-year,all_sports,Residency,2016,Nonresident,participants,87883
mid-year,all_sports,Residency,2017,Nonresident,participants,84330
mid-year,all_sports,Residency,2018,Nonresident,participants,84775
mid-year,all_sports,Residency,2019,Nonresident,participants,78991
mid-year,all_sports,Gender,2008,Male,participants,449119
mid-year,all_sports,Gender,2009,Male,participants,483560
mid-year,all_sports,Gender,2010,Male,participants,465095
mid-year,all_sports,Gender,2011,Male,participants,436744
mid-year,all_sports,Gender,2012,Male,participants,482740
mid-year,all_sports,Gender,2013,Male,participants,445720
mid-year,all_sports,Gender,2014,Male,participants,455300
mid-year,all_sports,Gender,2015,Male,participants,439815
mid-year,all_sports,Gender,2016,Male,participants,450953
mid-year,all_sports,Gender,2017,Male,participants,426144
mid-year,all_sports,Gender,2018,Male,participants,415732
mid-year,all_sports,Gender,2019,Male,participants,391216
mid-year,all_sports,Gender,2008,Female,participants,131343
mid-year,all_sports,Gender,2009,Female,participants,147285
mid-year,all_sports,Gender,2010,Female,participants,143167
mid-year,all_sports,Gender,2011,Female,participants,132399
mid-year,all_sports,Gender,2012,Female,participants,161169
mid-year,all_sports,Gender,2013,Female,participants,141567
mid-year,all_sports,Gender,2014,Female,participants,153094
mid-year,all_sports,Gender,2015,Female,participants,146277
mid-year,all_sports,Gender,2016,Female,participants,152240
mid-year,all_sports,Gender,2017,Female,participants,139634
mid-year,all_sports,Gender,2018,Female,participants,134664
mid-year,all_sports,Gender,2019,Female,participants,125498
mid-year,all_sports,Age,2008,18-24,participants,76106
mid-year,all_sports,Age,2009,18-24,participants,83216
mid-year,all_sports,Age,2010,18-24,participants,81053
mid-year,all_sports,Age,2011,18-24,participants,76515
mid-year,all_sports,Age,2012,18-24,participants,90374
mid-year,all_sports,Age,2013,18-24,participants,83357
mid-year,all_sports,Age,2014,18-24,participants,87516
mid-year,all_sports,Age,2015,18-24,participants,83539
mid-year,all_sports,Age,2016,18-24,participants,86053
mid-year,all_sports,Age,2017,18-24,participants,78561
mid-year,all_sports,Age,2018,18-24,participants,74297
mid-year,all_sports,Age,2019,18-24,participants,70778
mid-year,all_sports,Age,2008,25-34,participants,118585
mid-year,all_sports,Age,2009,25-34,participants,129969
mid-year,all_sports,Age,2010,25-34,participants,126741
mid-year,all_sports,Age,2011,25-34,participants,119648
mid-year,all_sports,Age,2012,25-34,participants,137490
mid-year,all_sports,Age,2013,25-34,participants,125889
mid-year,all_sports,Age,2014,25-34,participants,131766
mid-year,all_sports,Age,2015,25-34,participants,126409
mid-year,all_sports,Age,2016,25-34,participants,129983
mid-year,all_sports,Age,2017,25-34,participants,119603
mid-year,all_sports,Age,2018,25-34,participants,114674
mid-year,all_sports,Age,2019,25-34,participants,106722
mid-year,all_sports,Age,2008,35-44,participants,130486
mid-year,all_sports,Age,2009,35-44,participants,137439
mid-year,all_sports,Age,2010,35-44,participants,128749
mid-year,all_sports,Age,2011,35-44,participants,118676
mid-year,all_sports,Age,2012,35-44,participants,134192
mid-year,all_sports,Age,2013,35-44,participants,121098
mid-year,all_sports,Age,2014,35-44,participants,124783
mid-year,all_sports,Age,2015,35-44,participants,119390
mid-year,all_sports,Age,2016,35-44,participants,123103
mid-year,all_sports,Age,2017,35-44,participants,117533
mid-year,all_sports,Age,2018,35-44,participants,115999
mid-year,all_sports,Age,2019,35-44,participants,110305
mid-year,all_sports,Age,2008,45-54,participants,147914
mid-year,all_sports,Age,2009,45-54,participants,160441
mid-year,all_sports,Age,2010,45-54,participants,152510
mid-year,all_sports,Age,2011,45-54,participants,140098
mid-year,all_sports,Age,2012,45-54,participants,153797
mid-year,all_sports,Age,2013,45-54,participants,137033
mid-year,all_sports,Age,2014,45-54,participants,138271
mid-year,all_sports,Age,2015,45-54,participants,130940
mid-year,all_sports,Age,2016,45-54,participants,131892
mid-year,all_sports,Age,2017,45-54,participants,121896
mid-year,all_sports,Age,2018,45-54,participants,116191
mid-year,all_sports,Age,2019,45-54,participants,106030
mid-year,all_sports,Age,2008,55-64,participants,107372
mid-year,all_sports,Age,2009,55-64,participants,119781
mid-year,all_sports,Age,2010,55-64,participants,119208
mid-year,all_sports,Age,2011,55-64,participants,114207
mid-year,all_sports,Age,2012,55-64,participants,128057
mid-year,all_sports,Age,2013,55-64,participants,119910
mid-year,all_sports,Age,2014,55-64,participants,126058
mid-year,all_sports,Age,2015,55-64,participants,125815
mid-year,all_sports,Age,2016,55-64,participants,132160
mid-year,all_sports,Age,2017,55-64,participants,128186
mid-year,all_sports,Age,2018,55-64,participants,129236
mid-year,all_sports,Age,2019,55-64,participants,122877
mid-year,all_sports,All,2013,All,recruits,88810
mid-year,all_sports,All,2014,All,recruits,97052
mid-year,all_sports,All,2015,All,recruits,90568
mid-year,all_sports,All,2016,All,recruits,99227
mid-year,all_sports,All,2017,All,recruits,89843
mid-year,all_sports,All,2018,All,recruits,83607
mid-year,all_sports,All,2019,All,recruits,76199
mid-year,all_sports,Residency,2013,Resident,recruits,51111
mid-year,all_sports,Residency,2014,Resident,recruits,56511
mid-year,all_sports,Residency,2015,Resident,recruits,51471
mid-year,all_sports,Residency,2016,Resident,recruits,58289
mid-year,all_sports,Residency,2017,Resident,recruits,51676
mid-year,all_sports,Residency,2018,Resident,recruits,46637
mid-year,all_sports,Residency,2019,Resident,recruits,43194
mid-year,all_sports,Residency,2013,Nonresident,recruits,37699
mid-year,all_sports,Residency,2014,Nonresident,recruits,40541
mid-year,all_sports,Residency,2015,Nonresident,recruits,39097
mid-year,all_sports,Residency,2016,Nonresident,recruits,40938
mid-year,all_sports,Residency,2017,Nonresident,recruits,38167
mid-year,all_sports,Residency,2018,Nonresident,recruits,36970
mid-year,all_sports,Residency,2019,Nonresident,recruits,33005
mid-year,all_sports,Gender,2013,Male,recruits,53810
mid-year,all_sports,Gender,2014,Male,recruits,57934
mid-year,all_sports,Gender,2015,Male,recruits,54834
mid-year,all_sports,Gender,2016,Male,recruits,64580
mid-year,all_sports,Gender,2017,Male,recruits,59632
mid-year,all_sports,Gender,2018,Male,recruits,55712
mid-year,all_sports,Gender,2019,Male,recruits,49315
mid-year,all_sports,Gender,2013,Female,recruits,35000
mid-year,all_sports,Gender,2014,Female,recruits,39118
mid-year,all_sports,Gender,2015,Female,recruits,35734
mid-year,all_sports,Gender,2016,Female,recruits,34647
mid-year,all_sports,Gender,2017,Female,recruits,30211
mid-year,all_sports,Gender,2018,Female,recruits,27895
mid-year,all_sports,Gender,2019,Female,recruits,26884
mid-year,all_sports,Age,2013,18-24,recruits,19600
mid-year,all_sports,Age,2014,18-24,recruits,21255
mid-year,all_sports,Age,2015,18-24,recruits,18921
mid-year,all_sports,Age,2016,18-24,recruits,20428
mid-year,all_sports,Age,2017,18-24,recruits,17974
mid-year,all_sports,Age,2018,18-24,recruits,16019
mid-year,all_sports,Age,2019,18-24,recruits,15366
mid-year,all_sports,Age,2013,25-34,recruits,22824
mid-year,all_sports,Age,2014,25-34,recruits,25289
mid-year,all_sports,Age,2015,25-34,recruits,23476
mid-year,all_sports,Age,2016,25-34,recruits,25374
mid-year,all_sports,Age,2017,25-34,recruits,22393
mid-year,all_sports,Age,2018,25-34,recruits,20599
