"","region","state","timeframe","group","metric","segment","year","category","value","aggregation","states_included"
"2269","Midwest","MO","mid-year","all_sports","participants - recruited","age",2015,"55-64",13444,"NONE",NA
"2270","Midwest","MO","mid-year","all_sports","participants - recruited","age",2016,"55-64",15226,"NONE",NA
"2271","Midwest","MO","mid-year","all_sports","participants - recruited","age",2017,"55-64",14345,"NONE",NA
"2272","Midwest","MO","mid-year","all_sports","participants - recruited","age",2018,"55-64",14035,"NONE",NA
"2273","Midwest","MO","mid-year","all_sports","participants - recruited","age",2019,"55-64",12469,"NONE",NA
"2274","Midwest","MO","mid-year","all_sports","participation rate","age",2010,"18-24",0.120985590296321,"NONE",NA
"2275","Midwest","MO","mid-year","all_sports","participation rate","age",2011,"18-24",0.11477125373578,"NONE",NA
"2276","Midwest","MO","mid-year","all_sports","participation rate","age",2012,"18-24",0.134998841586728,"NONE",NA
"2277","Midwest","MO","mid-year","all_sports","participation rate","age",2013,"18-24",0.123582276003084,"NONE",NA
"2278","Midwest","MO","mid-year","all_sports","participation rate","age",2014,"18-24",0.128837133553542,"NONE",NA
"2279","Midwest","MO","mid-year","all_sports","participation rate","age",2015,"18-24",0.122570320544733,"NONE",NA
"2280","Midwest","MO","mid-year","all_sports","participation rate","age",2016,"18-24",0.126201119411844,"NONE",NA
"2281","Midwest","MO","mid-year","all_sports","participation rate","age",2017,"18-24",0.115270437083556,"NONE",NA
"2282","Midwest","MO","mid-year","all_sports","participation rate","age",2018,"18-24",0.108746290931582,"NONE",NA
"2283","Midwest","MO","mid-year","all_sports","participation rate","age",2019,"18-24",0.103220638757687,"NONE",NA
"2284","Midwest","MO","mid-year","all_sports","participation rate","age",2010,"25-34",0.144384997000716,"NONE",NA
"2285","Midwest","MO","mid-year","all_sports","participation rate","age",2011,"25-34",0.134804114737032,"NONE",NA
"2286","Midwest","MO","mid-year","all_sports","participation rate","age",2012,"25-34",0.152937928397141,"NONE",NA
"2287","Midwest","MO","mid-year","all_sports","participation rate","age",2013,"25-34",0.138312273321314,"NONE",NA
"2288","Midwest","MO","mid-year","all_sports","participation rate","age",2014,"25-34",0.142892500995717,"NONE",NA
"2289","Midwest","MO","mid-year","all_sports","participation rate","age",2015,"25-34",0.13561219979885,"NONE",NA
"2290","Midwest","MO","mid-year","all_sports","participation rate","age",2016,"25-34",0.139200804863591,"NONE",NA
"2291","Midwest","MO","mid-year","all_sports","participation rate","age",2017,"25-34",0.126535414772276,"NONE",NA
"2292","Midwest","MO","mid-year","all_sports","participation rate","age",2018,"25-34",0.120137846777761,"NONE",NA
"2293","Midwest","MO","mid-year","all_sports","participation rate","age",2019,"25-34",0.111663556097398,"NONE",NA
"2294","Midwest","MO","mid-year","all_sports","participation rate","age",2010,"35-44",0.141018018350438,"NONE",NA
"2295","Midwest","MO","mid-year","all_sports","participation rate","age",2011,"35-44",0.13295045390938,"NONE",NA
"2296","Midwest","MO","mid-year","all_sports","participation rate","age",2012,"35-44",0.152623688865106,"NONE",NA
"2297","Midwest","MO","mid-year","all_sports","participation rate","age",2013,"35-44",0.139725730981655,"NONE",NA
"2298","Midwest","MO","mid-year","all_sports","participation rate","age",2014,"35-44",0.144781702320033,"NONE",NA
"2299","Midwest","MO","mid-year","all_sports","participation rate","age",2015,"35-44",0.138506435391076,"NONE",NA
"2300","Midwest","MO","mid-year","all_sports","participation rate","age",2016,"35-44",0.143115845837062,"NONE",NA
"2301","Midwest","MO","mid-year","all_sports","participation rate","age",2017,"35-44",0.1359174344132,"NONE",NA
"2302","Midwest","MO","mid-year","all_sports","participation rate","age",2018,"35-44",0.132760611798547,"NONE",NA
"2303","Midwest","MO","mid-year","all_sports","participation rate","age",2019,"35-44",0.126196080995898,"NONE",NA
"2304","Midwest","MO","mid-year","all_sports","participation rate","age",2010,"45-54",0.147064868381383,"NONE",NA
"2305","Midwest","MO","mid-year","all_sports","participation rate","age",2011,"45-54",0.136035899003926,"NONE",NA
"2306","Midwest","MO","mid-year","all_sports","participation rate","age",2012,"45-54",0.149482282913195,"NONE",NA
"2307","Midwest","MO","mid-year","all_sports","participation rate","age",2013,"45-54",0.13422750426651,"NONE",NA
"2308","Midwest","MO","mid-year","all_sports","participation rate","age",2014,"45-54",0.137530321537655,"NONE",NA
"2309","Midwest","MO","mid-year","all_sports","participation rate","age",2015,"45-54",0.132451859824801,"NONE",NA
"2310","Midwest","MO","mid-year","all_sports","participation rate","age",2016,"45-54",0.13582706943497,"NONE",NA
"2311","Midwest","MO","mid-year","all_sports","participation rate","age",2017,"45-54",0.127427745091843,"NONE",NA
"2312","Midwest","MO","mid-year","all_sports","participation rate","age",2018,"45-54",0.120129181523775,"NONE",NA
"2313","Midwest","MO","mid-year","all_sports","participation rate","age",2019,"45-54",0.10907921863113,"NONE",NA
"2314","Midwest","MO","mid-year","all_sports","participation rate","age",2010,"55-64",0.143618432125586,"NONE",NA
"2315","Midwest","MO","mid-year","all_sports","participation rate","age",2011,"55-64",0.134747375549032,"NONE",NA
"2316","Midwest","MO","mid-year","all_sports","participation rate","age",2012,"55-64",0.147141314108886,"NONE",NA
"2317","Midwest","MO","mid-year","all_sports","participation rate","age",2013,"55-64",0.134523350823589,"NONE",NA
"2318","Midwest","MO","mid-year","all_sports","participation rate","age",2014,"55-64",0.138494676185353,"NONE",NA
"2319","Midwest","MO","mid-year","all_sports","participation rate","age",2015,"55-64",0.135096910465114,"NONE",NA
"2320","Midwest","MO","mid-year","all_sports","participation rate","age",2016,"55-64",0.140049982153363,"NONE",NA
"2321","Midwest","MO","mid-year","all_sports","participation rate","age",2017,"55-64",0.133824462941795,"NONE",NA
"2322","Midwest","MO","mid-year","all_sports","participation rate","age",2018,"55-64",0.133914090165369,"NONE",NA
"2323","Midwest","MO","mid-year","all_sports","participation rate","age",2019,"55-64",0.127463721676957,"NONE",NA
"2324","Midwest","MO","mid-year","all_sports","participation rate","all",2010,"all",0.140436635730326,"NONE",NA
"2325","Midwest","MO","mid-year","all_sports","participation rate","all",2011,"all",0.131522850828988,"NONE",NA
"2326","Midwest","MO","mid-year","all_sports","participation rate","all",2012,"all",0.148082460071778,"NONE",NA
"2327","Midwest","MO","mid-year","all_sports","participation rate","all",2013,"all",0.134549363092095,"NONE",NA
"2328","Midwest","MO","mid-year","all_sports","participation rate","all",2014,"all",0.138912428012417,"NONE",NA
"2329","Midwest","MO","mid-year","all_sports","participation rate","all",2015,"all",0.133298112071234,"NONE",NA
"2330","Midwest","MO","mid-year","all_sports","participation rate","all",2016,"all",0.137347971193697,"NONE",NA
"2331","Midwest","MO","mid-year","all_sports","participation rate","all",2017,"all",0.128364837691544,"NONE",NA
"2332","Midwest","MO","mid-year","all_sports","participation rate","all",2018,"all",0.123782883326154,"NONE",NA
"2333","Midwest","MO","mid-year","all_sports","participation rate","all",2019,"all",0.116025174606175,"NONE",NA
"2334","Midwest","MO","mid-year","all_sports","participation rate","gender",2010,"female",0.0680192833222899,"NONE",NA
"2335","Midwest","MO","mid-year","all_sports","participation rate","gender",2011,"female",0.0629175992702105,"NONE",NA
"2336","Midwest","MO","mid-year","all_sports","participation rate","gender",2012,"female",0.0763358978924702,"NONE",NA
"2337","Midwest","MO","mid-year","all_sports","participation rate","gender",2013,"female",0.0668790282229894,"NONE",NA
"2338","Midwest","MO","mid-year","all_sports","participation rate","gender",2014,"female",0.0721301987774413,"NONE",NA
"2339","Midwest","MO","mid-year","all_sports","participation rate","gender",2015,"female",0.0688445876004382,"NONE",NA
"2340","Midwest","MO","mid-year","all_sports","participation rate","gender",2016,"female",0.0732716349562003,"NONE",NA
"2341","Midwest","MO","mid-year","all_sports","participation rate","gender",2017,"female",0.0673841671752715,"NONE",NA
"2342","Midwest","MO","mid-year","all_sports","participation rate","gender",2018,"female",0.0639597210577795,"NONE",NA
"2343","Midwest","MO","mid-year","all_sports","participation rate","gender",2019,"female",0.0586207970576206,"NONE",NA
"2344","Midwest","MO","mid-year","all_sports","participation rate","gender",2010,"male",0.214591723692099,"NONE",NA
"2345","Midwest","MO","mid-year","all_sports","participation rate","gender",2011,"male",0.201599637445686,"NONE",NA
"2346","Midwest","MO","mid-year","all_sports","participation rate","gender",2012,"male",0.221339252195627,"NONE",NA
"2347","Midwest","MO","mid-year","all_sports","participation rate","gender",2013,"male",0.203655000926003,"NONE",NA
"2348","Midwest","MO","mid-year","all_sports","participation rate","gender",2014,"male",0.207074477593227,"NONE",NA
"2349","Midwest","MO","mid-year","all_sports","participation rate","gender",2015,"male",0.198995531371363,"NONE",NA
"2350","Midwest","MO","mid-year","all_sports","participation rate","gender",2016,"male",0.202494290742598,"NONE",NA
"2351","Midwest","MO","mid-year","all_sports","participation rate","gender",2017,"male",0.190274535205174,"NONE",NA
"2352","Midwest","MO","mid-year","all_sports","participation rate","gender",2018,"male",0.184517438210322,"NONE",NA
"2353","Midwest","MO","mid-year","all_sports","participation rate","gender",2019,"male",0.174304095121504,"NONE",NA
"2354","Midwest","MO","mid-year","fish","participation rate","age",2010,"18-24",0.111110073200233,"NONE",NA
"2355","Midwest","MO","mid-year","fish","participation rate","age",2011,"18-24",0.104640663212327,"NONE",NA
"2356","Midwest","MO","mid-year","fish","participation rate","age",2012,"18-24",0.126006656197891,"NONE",NA
"2357","Midwest","MO","mid-year","fish","participation rate","age",2013,"18-24",0.11257402211561,"NONE",NA
"2358","Midwest","MO","mid-year","fish","participation rate","age",2014,"18-24",0.118822457717898,"NONE",NA
"2359","Midwest","MO","mid-year","fish","participation rate","age",2015,"18-24",0.11244673638128,"NONE",NA
"2360","Midwest","MO","mid-year","fish","participation rate","age",2016,"18-24",0.117567449299565,"NONE",NA
"2361","Midwest","MO","mid-year","fish","participation rate","age",2017,"18-24",0.107296158592286,"NONE",NA
"2362","Midwest","MO","mid-year","fish","participation rate","age",2018,"18-24",0.100869732079173,"NONE",NA
"2363","Midwest","MO","mid-year","fish","participation rate","age",2019,"18-24",0.0952943552659656,"NONE",NA
"2364","Midwest","MO","mid-year","fish","participation rate","age",2010,"25-34",0.134094037897403,"NONE",NA
"2365","Midwest","MO","mid-year","fish","participation rate","age",2011,"25-34",0.124373898322614,"NONE",NA
"2366","Midwest","MO","mid-year","fish","participation rate","age",2012,"25-34",0.143758707762715,"NONE",NA
"2367","Midwest","MO","mid-year","fish","participation rate","age",2013,"25-34",0.126598352679968,"NONE",NA
"2368","Midwest","MO","mid-year","fish","participation rate","age",2014,"25-34",0.132359640449131,"NONE",NA
"2369","Midwest","MO","mid-year","fish","participation rate","age",2015,"25-34",0.125072980439857,"NONE",NA
"2370","Midwest","MO","mid-year","fish","participation rate","age",2016,"25-34",0.130175685431913,"NONE",NA
"2371","Midwest","MO","mid-year","fish","participation rate","age",2017,"25-34",0.118204530083254,"NONE",NA
"2372","Midwest","MO","mid-year","fish","participation rate","age",2018,"25-34",0.11168849156291,"NONE",NA
"2373","Midwest","MO","mid-year","fish","participation rate","age",2019,"25-34",0.103593295132198,"NONE",NA
"2374","Midwest","MO","mid-year","fish","participation rate","age",2010,"35-44",0.130555841332301,"NONE",NA
"2375","Midwest","MO","mid-year","fish","participation rate","age",2011,"35-44",0.122253156799506,"NONE",NA
"2376","Midwest","MO","mid-year","fish","participation rate","age",2012,"35-44",0.142812071647057,"NONE",NA
"2377","Midwest","MO","mid-year","fish","participation rate","age",2013,"35-44",0.127557875341008,"NONE",NA
"2378","Midwest","MO","mid-year","fish","participation rate","age",2014,"35-44",0.133805374471624,"NONE",NA
"2379","Midwest","MO","mid-year","fish","participation rate","age",2015,"35-44",0.127508254072808,"NONE",NA
"2380","Midwest","MO","mid-year","fish","participation rate","age",2016,"35-44",0.13364077009985,"NONE",NA
"2381","Midwest","MO","mid-year","fish","participation rate","age",2017,"35-44",0.127471203834104,"NONE",NA
"2382","Midwest","MO","mid-year","fish","participation rate","age",2018,"35-44",0.124333543891249,"NONE",NA
"2383","Midwest","MO","mid-year","fish","participation rate","age",2019,"35-44",0.118264730904226,"NONE",NA
"2384","Midwest","MO","mid-year","fish","participation rate","age",2010,"45-54",0.135953715152713,"NONE",NA
"2385","Midwest","MO","mid-year","fish","participation rate","age",2011,"45-54",0.125130167121589,"NONE",NA
"2386","Midwest","MO","mid-year","fish","participation rate","age",2012,"45-54",0.13955121422197,"NONE",NA
"2387","Midwest","MO","mid-year","fish","participation rate","age",2013,"45-54",0.122955487962745,"NONE",NA
"2388","Midwest","MO","mid-year","fish","participation rate","age",2014,"45-54",0.127076489089633,"NONE",NA
"2389","Midwest","MO","mid-year","fish","participation rate","age",2015,"45-54",0.122029652124917,"NONE",NA
"2390","Midwest","MO","mid-year","fish","participation rate","age",2016,"45-54",0.126669983962099,"NONE",NA
"2391","Midwest","MO","mid-year","fish","participation rate","age",2017,"45-54",0.119314238557493,"NONE",NA
"2392","Midwest","MO","mid-year","fish","participation rate","age",2018,"45-54",0.112477656985145,"NONE",NA
"2393","Midwest","MO","mid-year","fish","participation rate","age",2019,"45-54",0.102062563207276,"NONE",NA
"2394","Midwest","MO","mid-year","fish","participation rate","age",2010,"55-64",0.134080931310665,"NONE",NA
"2395","Midwest","MO","mid-year","fish","participation rate","age",2011,"55-64",0.125719200309869,"NONE",NA
"2396","Midwest","MO","mid-year","fish","participation rate","age",2012,"55-64",0.139048986616668,"NONE",NA
"2397","Midwest","MO","mid-year","fish","participation rate","age",2013,"55-64",0.125643807355109,"NONE",NA
"2398","Midwest","MO","mid-year","fish","participation rate","age",2014,"55-64",0.130097149376937,"NONE",NA
"2399","Midwest","MO","mid-year","fish","participation rate","age",2015,"55-64",0.126665964223592,"NONE",NA
"2400","Midwest","MO","mid-year","fish","participation rate","age",2016,"55-64",0.132116190553541,"NONE",NA
"2401","Midwest","MO","mid-year","fish","participation rate","age",2017,"55-64",0.126607484461094,"NONE",NA
"2402","Midwest","MO","mid-year","fish","participation rate","age",2018,"55-64",0.12681695593229,"NONE",NA
"2403","Midwest","MO","mid-year","fish","participation rate","age",2019,"55-64",0.120485735754074,"NONE",NA
"2404","Midwest","MO","mid-year","fish","participation rate","all",2010,"all",0.130119620627073,"NONE",NA
"2405","Midwest","MO","mid-year","fish","participation rate","all",2011,"all",0.121239171134541,"NONE",NA
"2406","Midwest","MO","mid-year","fish","participation rate","all",2012,"all",0.138839601257344,"NONE",NA
"2407","Midwest","MO","mid-year","fish","participation rate","all",2013,"all",0.123526680642286,"NONE",NA
"2408","Midwest","MO","mid-year","fish","participation rate","all",2014,"all",0.128828393423426,"NONE",NA
"2409","Midwest","MO","mid-year","fish","participation rate","all",2015,"all",0.123200512407997,"NONE",NA
"2410","Midwest","MO","mid-year","fish","participation rate","all",2016,"all",0.128498884115852,"NONE",NA
"2411","Midwest","MO","mid-year","fish","participation rate","all",2017,"all",0.12035403434227,"NONE",NA
"2412","Midwest","MO","mid-year","fish","participation rate","all",2018,"all",0.115891119664119,"NONE",NA
"2413","Midwest","MO","mid-year","fish","participation rate","all",2019,"all",0.108467282559113,"NONE",NA
"2414","Midwest","MO","mid-year","fish","participation rate","gender",2010,"female",0.065866421967478,"NONE",NA
"2415","Midwest","MO","mid-year","fish","participation rate","gender",2011,"female",0.0608489058204612,"NONE",NA
"2416","Midwest","MO","mid-year","fish","participation rate","gender",2012,"female",0.0743504164254573,"NONE",NA
"2417","Midwest","MO","mid-year","fish","participation rate","gender",2013,"female",0.0643523160489338,"NONE",NA
"2418","Midwest","MO","mid-year","fish","participation rate","gender",2014,"female",0.0697401761167487,"NONE",NA
"2419","Midwest","MO","mid-year","fish","participation rate","gender",2015,"female",0.0664429034404242,"NONE",NA
"2420","Midwest","MO","mid-year","fish","participation rate","gender",2016,"female",0.0709949163812155,"NONE",NA
"2421","Midwest","MO","mid-year","fish","participation rate","gender",2017,"female",0.0653522310677406,"NONE",NA
"2422","Midwest","MO","mid-year","fish","participation rate","gender",2018,"female",0.0620445286578366,"NONE",NA
"2423","Midwest","MO","mid-year","fish","participation rate","gender",2019,"female",0.0568690297179664,"NONE",NA
"2424","Midwest","MO","mid-year","fish","participation rate","gender",2010,"male",0.195914646818873,"NONE",NA
"2425","Midwest","MO","mid-year","fish","participation rate","gender",2011,"male",0.182924765749915,"NONE",NA
"2426","Midwest","MO","mid-year","fish","participation rate","gender",2012,"male",0.204686251800115,"NONE",NA
"2427","Midwest","MO","mid-year","fish","participation rate","gender",2013,"male",0.183956146767284,"NONE",NA
"2428","Midwest","MO","mid-year","fish","participation rate","gender",2014,"male",0.189137461327229,"NONE",NA
"2429","Midwest","MO","mid-year","fish","participation rate","gender",2015,"male",0.181053491984079,"NONE",NA
"2430","Midwest","MO","mid-year","fish","participation rate","gender",2016,"male",0.186963085993519,"NONE",NA
"2431","Midwest","MO","mid-year","fish","participation rate","gender",2017,"male",0.176193777897102,"NONE",NA
"2432","Midwest","MO","mid-year","fish","participation rate","gender",2018,"male",0.17055805154788,"NONE",NA
"2433","Midwest","MO","mid-year","fish","participation rate","gender",2019,"male",0.160851623344194,"NONE",NA
"2434","Midwest","MO","mid-year","hunt","participation rate","age",2010,"18-24",0.0312251243535179,"NONE",NA
"2435","Midwest","MO","mid-year","hunt","participation rate","age",2011,"18-24",0.0308431428522025,"NONE",NA
"2436","Midwest","MO","mid-year","hunt","participation rate","age",2012,"18-24",0.0313801366655701,"NONE",NA
"2437","Midwest","MO","mid-year","hunt","participation rate","age",2013,"18-24",0.0347765332798231,"NONE",NA
"2438","Midwest","MO","mid-year","hunt","participation rate","age",2014,"18-24",0.0338698587250439,"NONE",NA
"2439","Midwest","MO","mid-year","hunt","participation rate","age",2015,"18-24",0.033800738426218,"NONE",NA
"2440","Midwest","MO","mid-year","hunt","participation rate","age",2016,"18-24",0.033500728147782,"NONE",NA
"2441","Midwest","MO","mid-year","hunt","participation rate","age",2017,"18-24",0.0316220217343327,"NONE",NA
"2442","Midwest","MO","mid-year","hunt","participation rate","age",2018,"18-24",0.0309661188417287,"NONE",NA
"2443","Midwest","MO","mid-year","hunt","participation rate","age",2019,"18-24",0.0302566246514657,"NONE",NA
"2444","Midwest","MO","mid-year","hunt","participation rate","age",2010,"25-34",0.038891211428728,"NONE",NA
"2445","Midwest","MO","mid-year","hunt","participation rate","age",2011,"25-34",0.0373688006457804,"NONE",NA
"2446","Midwest","MO","mid-year","hunt","participation rate","age",2012,"25-34",0.0377015136812242,"NONE",NA
"2447","Midwest","MO","mid-year","hunt","participation rate","age",2013,"25-34",0.0409143901322644,"NONE",NA
"2448","Midwest","MO","mid-year","hunt","participation rate","age",2014,"25-34",0.0392366951301992,"NONE",NA
"2449","Midwest","MO","mid-year","hunt","participation rate","age",2015,"25-34",0.0392241816484743,"NONE",NA
"2450","Midwest","MO","mid-year","hunt","participation rate","age",2016,"25-34",0.038860882967084,"NONE",NA
"2451","Midwest","MO","mid-year","hunt","participation rate","age",2017,"25-34",0.0370256057190666,"NONE",NA
"2452","Midwest","MO","mid-year","hunt","participation rate","age",2018,"25-34",0.0363850128234126,"NONE",NA
"2453","Midwest","MO","mid-year","hunt","participation rate","age",2019,"25-34",0.0348807524325956,"NONE",NA
"2454","Midwest","MO","mid-year","hunt","participation rate","age",2010,"35-44",0.0447017984222237,"NONE",NA
"2455","Midwest","MO","mid-year","hunt","participation rate","age",2011,"35-44",0.0432378809840478,"NONE",NA
"2456","Midwest","MO","mid-year","hunt","participation rate","age",2012,"35-44",0.0446087085770625,"NONE",NA
"2457","Midwest","MO","mid-year","hunt","participation rate","age",2013,"35-44",0.0469513662243693,"NONE",NA
"2458","Midwest","MO","mid-year","hunt","participation rate","age",2014,"35-44",0.0456456094596046,"NONE",NA
"2459","Midwest","MO","mid-year","hunt","participation rate","age",2015,"35-44",0.0449818143403574,"NONE",NA
"2460","Midwest","MO","mid-year","hunt","participation rate","age",2016,"35-44",0.044496099205574,"NONE",NA
"2461","Midwest","MO","mid-year","hunt","participation rate","age",2017,"35-44",0.0433480548588504,"NONE",NA
"2462","Midwest","MO","mid-year","hunt","participation rate","age",2018,"35-44",0.0431865160973668,"NONE",NA
"2463","Midwest","MO","mid-year","hunt","participation rate","age",2019,"35-44",0.0416554994314346,"NONE",NA
"2464","Midwest","MO","mid-year","hunt","participation rate","age",2010,"45-54",0.0521772382650028,"NONE",NA
"2465","Midwest","MO","mid-year","hunt","participation rate","age",2011,"45-54",0.0497125424126867,"NONE",NA
"2466","Midwest","MO","mid-year","hunt","participation rate","age",2012,"45-54",0.0497300642191902,"NONE",NA
"2467","Midwest","MO","mid-year","hunt","participation rate","age",2013,"45-54",0.0498401394927486,"NONE",NA
"2468","Midwest","MO","mid-year","hunt","participation rate","age",2014,"45-54",0.0483839143516727,"NONE",NA
"2469","Midwest","MO","mid-year","hunt","participation rate","age",2015,"45-54",0.0481985521843624,"NONE",NA
"2470","Midwest","MO","mid-year","hunt","participation rate","age",2016,"45-54",0.0478276114375004,"NONE",NA
"2471","Midwest","MO","mid-year","hunt","participation rate","age",2017,"45-54",0.0453467214522559,"NONE",NA
"2472","Midwest","MO","mid-year","hunt","participation rate","age",2018,"45-54",0.0431435656235141,"NONE",NA
"2473","Midwest","MO","mid-year","hunt","participation rate","age",2019,"45-54",0.0399624002434004,"NONE",NA
"2474","Midwest","MO","mid-year","hunt","participation rate","age",2010,"55-64",0.0530208606323076,"NONE",NA
"2475","Midwest","MO","mid-year","hunt","participation rate","age",2011,"55-64",0.0507225936193749,"NONE",NA
"2476","Midwest","MO","mid-year","hunt","participation rate","age",2012,"55-64",0.0516332372106223,"NONE",NA
"2477","Midwest","MO","mid-year","hunt","participation rate","age",2013,"55-64",0.0514845580241636,"NONE",NA
"2478","Midwest","MO","mid-year","hunt","participation rate","age",2014,"55-64",0.0513952622437136,"NONE",NA
"2479","Midwest","MO","mid-year","hunt","participation rate","age",2015,"55-64",0.0516596589379457,"NONE",NA
"2480","Midwest","MO","mid-year","hunt","participation rate","age",2016,"55-64",0.0525341578907144,"NONE",NA
"2481","Midwest","MO","mid-year","hunt","participation rate","age",2017,"55-64",0.0508917782100039,"NONE",NA
"2482","Midwest","MO","mid-year","hunt","participation rate","age",2018,"55-64",0.0511228382885164,"NONE",NA
"2483","Midwest","MO","mid-year","hunt","participation rate","age",2019,"55-64",0.0495209122784954,"NONE",NA
"2484","Midwest","MO","mid-year","hunt","participation rate","all",2010,"all",0.0446861400716065,"NONE",NA
"2485","Midwest","MO","mid-year","hunt","participation rate","all",2011,"all",0.0430207909871972,"NONE",NA
"2486","Midwest","MO","mid-year","hunt","participation rate","all",2012,"all",0.0436473374700421,"NONE",NA
"2487","Midwest","MO","mid-year","hunt","participation rate","all",2013,"all",0.045332170501572,"NONE",NA
"2488","Midwest","MO","mid-year","hunt","participation rate","all",2014,"all",0.0442211044548438,"NONE",NA
"2489","Midwest","MO","mid-year","hunt","participation rate","all",2015,"all",0.0440963037150849,"NONE",NA
"2490","Midwest","MO","mid-year","hunt","participation rate","all",2016,"all",0.0439831454415002,"NONE",NA
"2491","Midwest","MO","mid-year","hunt","participation rate","all",2017,"all",0.0421957060750417,"NONE",NA
"2492","Midwest","MO","mid-year","hunt","participation rate","all",2018,"all",0.0414969633842293,"NONE",NA
"2493","Midwest","MO","mid-year","hunt","participation rate","all",2019,"all",0.0397289038767138,"NONE",NA
"2494","Midwest","MO","mid-year","hunt","participation rate","gender",2010,"female",0.00611868649585581,"NONE",NA
"2495","Midwest","MO","mid-year","hunt","participation rate","gender",2011,"female",0.00591924692643815,"NONE",NA
"2496","Midwest","MO","mid-year","hunt","participation rate","gender",2012,"female",0.00636590372433192,"NONE",NA
"2497","Midwest","MO","mid-year","hunt","participation rate","gender",2013,"female",0.00715611719677746,"NONE",NA
"2498","Midwest","MO","mid-year","hunt","participation rate","gender",2014,"female",0.00723383705417133,"NONE",NA
"2499","Midwest","MO","mid-year","hunt","participation rate","gender",2015,"female",0.00748825502592,"NONE",NA
"2500","Midwest","MO","mid-year","hunt","participation rate","gender",2016,"female",0.00779561975605583,"NONE",NA
"2501","Midwest","MO","mid-year","hunt","participation rate","gender",2017,"female",0.0073973271786538,"NONE",NA
"2502","Midwest","MO","mid-year","hunt","participation rate","gender",2018,"female",0.00722854513695733,"NONE",NA
"2503","Midwest","MO","mid-year","hunt","participation rate","gender",2019,"female",0.00685394100300274,"NONE",NA
"2504","Midwest","MO","mid-year","hunt","participation rate","gender",2010,"male",0.0841790629315426,"NONE",NA
"2505","Midwest","MO","mid-year","hunt","participation rate","gender",2011,"male",0.0809181374325826,"NONE",NA
"2506","Midwest","MO","mid-year","hunt","participation rate","gender",2012,"male",0.0817135271107808,"NONE",NA
"2507","Midwest","MO","mid-year","hunt","participation rate","gender",2013,"male",0.0843179464506956,"NONE",NA
"2508","Midwest","MO","mid-year","hunt","participation rate","gender",2014,"male",0.0819725839023573,"NONE",NA
"2509","Midwest","MO","mid-year","hunt","participation rate","gender",2015,"male",0.0814108546917554,"NONE",NA
"2510","Midwest","MO","mid-year","hunt","participation rate","gender",2016,"male",0.0807749511285489,"NONE",NA
"2511","Midwest","MO","mid-year","hunt","participation rate","gender",2017,"male",0.0775242305599472,"NONE",NA
"2512","Midwest","MO","mid-year","hunt","participation rate","gender",2018,"male",0.0762874533870091,"NONE",NA
"2513","Midwest","MO","mid-year","hunt","participation rate","gender",2019,"male",0.0731047095222123,"NONE",NA
"2514","Northwest","OR","mid-year","hunt","participants","all",2010,"all",156751,"NONE",NA
"2515","Northwest","OR","mid-year","hunt","participants","all",2011,"all",154609,"NONE",NA
"2516","Northwest","OR","mid-year","hunt","participants","all",2012,"all",152347,"NONE",NA
"2517","Northwest","OR","mid-year","hunt","participants","all",2013,"all",153234,"NONE",NA
"2518","Northwest","OR","mid-year","hunt","participants","all",2014,"all",152848,"NONE",NA
"2519","Northwest","OR","mid-year","hunt","participants","all",2015,"all",155324,"NONE",NA
"2520","Northwest","OR","mid-year","hunt","participants","all",2016,"all",156160,"NONE",NA
"2521","Northwest","OR","mid-year","hunt","participants","all",2017,"all",151843,"NONE",NA
"2522","Northwest","OR","mid-year","hunt","participants","all",2018,"all",151405,"NONE",NA
"2523","Northwest","OR","mid-year","hunt","participants","all",2019,"all",148088,"NONE",NA
"2524","Northwest","OR","mid-year","hunt","participants","residency",2010,"resident",148077,"NONE",NA
"2525","Northwest","OR","mid-year","hunt","participants","residency",2011,"resident",146310,"NONE",NA
"2526","Northwest","OR","mid-year","hunt","participants","residency",2012,"resident",144177,"NONE",NA
"2527","Northwest","OR","mid-year","hunt","participants","residency",2013,"resident",145005,"NONE",NA
"2528","Northwest","OR","mid-year","hunt","participants","residency",2014,"resident",144455,"NONE",NA
"2529","Northwest","OR","mid-year","hunt","participants","residency",2015,"resident",146409,"NONE",NA
"2530","Northwest","OR","mid-year","hunt","participants","residency",2016,"resident",147057,"NONE",NA
"2531","Northwest","OR","mid-year","hunt","participants","residency",2017,"resident",142997,"NONE",NA
"2532","Northwest","OR","mid-year","hunt","participants","residency",2018,"resident",141980,"NONE",NA
"2533","Northwest","OR","mid-year","hunt","participants","residency",2019,"resident",138402,"NONE",NA
"2534","Northwest","OR","mid-year","hunt","participants","residency",2010,"nonresident",8674,"NONE",NA
"2535","Northwest","OR","mid-year","hunt","participants","residency",2011,"nonresident",8299,"NONE",NA
"2536","Northwest","OR","mid-year","hunt","participants","residency",2012,"nonresident",8170,"NONE",NA
"2537","Northwest","OR","mid-year","hunt","participants","residency",2013,"nonresident",8229,"NONE",NA
"2538","Northwest","OR","mid-year","hunt","participants","residency",2014,"nonresident",8393,"NONE",NA
"2539","Northwest","OR","mid-year","hunt","participants","residency",2015,"nonresident",8915,"NONE",NA
"2540","Northwest","OR","mid-year","hunt","participants","residency",2016,"nonresident",9103,"NONE",NA
"2541","Northwest","OR","mid-year","hunt","participants","residency",2017,"nonresident",8846,"NONE",NA
