timeframe,group,segment,category,year,metric,value,state,region,aggregation,states_included
full-year,all_sports,age,35-44,2014,participants,860827.2672702324,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,45-54,2014,participants,981231.9207159347,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,55-64,2014,participants,822388.0387264856,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,18-24,2015,participants,510011.44716713484,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,25-34,2015,participants,805473.3261202124,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,35-44,2015,participants,844647.2672702324,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,45-54,2015,participants,974350.9207159347,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,55-64,2015,participants,830586.0387264856,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,18-24,2016,participants,501958.44716713484,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,25-34,2016,participants,800918.3261202124,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,35-44,2016,participants,831302.2672702324,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,45-54,2016,participants,964679.9207159347,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,55-64,2016,participants,834169.0387264856,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,18-24,2017,participants,489375.44716713484,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,25-34,2017,participants,785695.3261202124,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,35-44,2017,participants,821185.2672702324,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,45-54,2017,participants,954590.9207159347,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,55-64,2017,participants,835479.0387264856,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,18-24,2018,participants,475929.44716713484,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,25-34,2018,participants,768158.3261202124,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,35-44,2018,participants,804537.2672702324,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,45-54,2018,participants,933134.9207159347,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,age,55-64,2018,participants,831303.0387264856,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,all,all,2009,participants,3491632,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,all,all,2010,participants,3604650,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,all,all,2011,participants,3677229,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,all,all,2012,participants,3741492,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,all,all,2013,participants,3873231,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,all,all,2014,participants,3991088,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,all,all,2015,participants,3965072,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,all,all,2016,participants,3933030,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,all,all,2017,participants,3886327,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,all,all,2018,participants,3813065,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,female,2009,participants,686840,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,male,2009,participants,2804792,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,female,2010,participants,709552,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,male,2010,participants,2895098,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,female,2011,participants,745841,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,male,2011,participants,2931388,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,female,2012,participants,773174,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,male,2012,participants,2968318,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,female,2013,participants,812609,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,male,2013,participants,3060622,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,female,2014,participants,859752,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,male,2014,participants,3131336,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,female,2015,participants,854912,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,male,2015,participants,3110160,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,female,2016,participants,851550,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,male,2016,participants,3081480,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,female,2017,participants,839097,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,male,2017,participants,3047230,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,female,2018,participants,817146,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,gender,male,2018,participants,2995919,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,nonresident,2009,participants,578258,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,resident,2009,participants,2913374,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,nonresident,2010,participants,720001,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,resident,2010,participants,2884649,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,nonresident,2011,participants,737940,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,resident,2011,participants,2939289,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,nonresident,2012,participants,767620,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,resident,2012,participants,2973872,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,nonresident,2013,participants,820908,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,resident,2013,participants,3052323,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,nonresident,2014,participants,846748,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,resident,2014,participants,3144340,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,nonresident,2015,participants,851195,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,resident,2015,participants,3113877,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,nonresident,2016,participants,848980,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,resident,2016,participants,3084050,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,nonresident,2017,participants,846862,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,resident,2017,participants,3039465,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,nonresident,2018,participants,838542,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,all_sports,residency,resident,2018,participants,2974523,Southeast,Southeast,sum,"FL,GA,SC,TN,VA"
full-year,hunt,age,18-24,2009,participants,105374.8661286375,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,25-34,2009,participants,169155.16886417693,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,35-44,2009,participants,219943.16934112346,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,45-54,2009,participants,226961.0175905414,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,55-64,2009,participants,165093.7780755207,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,18-24,2010,participants,107171.80041406318,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,25-34,2010,participants,168809.98000773252,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,35-44,2010,participants,216886.76538706178,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,45-54,2010,participants,228210.34579264413,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,55-64,2010,participants,170258.10839849839,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,18-24,2011,participants,107878.21861725594,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,25-34,2011,participants,168712.16418352554,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,35-44,2011,participants,211838.30151887564,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,45-54,2011,participants,229555.7083065482,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,55-64,2011,participants,175992.60737379466,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,18-24,2012,participants,110524.32915102458,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,25-34,2012,participants,170335.55835069032,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,35-44,2012,participants,206077.3920103768,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,45-54,2012,participants,226968.4275433717,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,55-64,2012,participants,176487.2929445366,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,18-24,2013,participants,117731.99828099328,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,25-34,2013,participants,180157.19689058582,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,35-44,2013,participants,208555.0200960071,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,45-54,2013,participants,231763.82732752926,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,55-64,2013,participants,184203.95740488457,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,18-24,2014,participants,118555.34326404524,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,25-34,2014,participants,180963.169572578,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,35-44,2014,participants,202792.4197776498,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,45-54,2014,participants,229946.3403668604,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,55-64,2014,participants,188007.7270188666,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,18-24,2015,participants,118235.34326404524,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,25-34,2015,participants,182072.169572578,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,35-44,2015,participants,198357.4197776498,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,45-54,2015,participants,229232.3403668604,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,55-64,2015,participants,192069.7270188666,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,18-24,2016,participants,117691.34326404524,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,25-34,2016,participants,181682.169572578,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,35-44,2016,participants,192106.4197776498,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,45-54,2016,participants,226267.3403668604,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,55-64,2016,participants,193685.7270188666,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,18-24,2017,participants,116395.34326404524,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,25-34,2017,participants,179569.169572578,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,35-44,2017,participants,189264.4197776498,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,45-54,2017,participants,224266.3403668604,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,55-64,2017,participants,194335.7270188666,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,18-24,2018,participants,115019.34326404524,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,25-34,2018,participants,178073.169572578,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,35-44,2018,participants,186772.4197776498,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,45-54,2018,participants,220056.3403668604,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,age,55-64,2018,participants,193887.7270188666,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,all,all,2009,participants,886528,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,all,all,2010,participants,891337,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,all,all,2011,participants,893977,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,all,all,2012,participants,890394,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,all,all,2013,participants,922413,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,all,all,2014,participants,920266,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,all,all,2015,participants,919966,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,all,all,2016,participants,911434,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,all,all,2017,participants,903832,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,all,all,2018,participants,893809,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,female,2009,participants,65010,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,male,2009,participants,821518,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,female,2010,participants,67868,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,male,2010,participants,823469,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,female,2011,participants,72077,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,male,2011,participants,821900,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,female,2012,participants,75793,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,male,2012,participants,814601,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,female,2013,participants,82540,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,male,2013,participants,839873,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,female,2014,participants,85384,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,male,2014,participants,834882,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,female,2015,participants,88705,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,male,2015,participants,831261,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,female,2016,participants,89696,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,male,2016,participants,821738,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,female,2017,participants,89755,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,male,2017,participants,814077,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,female,2018,participants,88701,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,gender,male,2018,participants,805108,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,nonresident,2009,participants,103460,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,resident,2009,participants,783068,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,nonresident,2010,participants,102842,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,resident,2010,participants,788495,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,nonresident,2011,participants,99059,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,resident,2011,participants,794918,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,nonresident,2012,participants,97523,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,resident,2012,participants,792871,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,nonresident,2013,participants,99283,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,resident,2013,participants,823130,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,nonresident,2014,participants,102276,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,resident,2014,participants,817990,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,nonresident,2015,participants,104665,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,resident,2015,participants,815301,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,nonresident,2016,participants,104824,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,resident,2016,participants,806610,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,nonresident,2017,participants,104077,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,resident,2017,participants,799755,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,nonresident,2018,participants,104472,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,hunt,residency,resident,2018,participants,789337,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,18-24,2009,participants,300381.8522391654,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,25-34,2009,participants,502051.5188842579,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,35-44,2009,participants,608714.4859233018,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,45-54,2009,participants,671804.5510818674,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,55-64,2009,participants,508385.5918714075,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,18-24,2010,participants,318713.866247528,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,25-34,2010,participants,529248.1942383187,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,35-44,2010,participants,628139.4777531804,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,45-54,2010,participants,706488.2657988725,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,55-64,2010,participants,546717.1959621004,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,18-24,2011,participants,338045.80575761525,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,25-34,2011,participants,553224.0874764463,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,35-44,2011,participants,635761.0983849708,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,45-54,2011,participants,726385.638284038,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,55-64,2011,participants,574282.3700969296,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,18-24,2012,participants,349744.0601654243,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,25-34,2012,participants,563410.4414963498,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,35-44,2012,participants,634990.6447652787,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,45-54,2012,participants,727972.0202417693,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,55-64,2012,participants,589224.833331178,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,18-24,2013,participants,376414.050023559,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,25-34,2013,participants,597409.7179093091,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,35-44,2013,participants,649639.4075927214,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,45-54,2013,participants,753247.1670892325,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,55-64,2013,participants,626167.657385178,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,18-24,2014,participants,393541.4765072423,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,25-34,2014,participants,628702.9462209638,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,35-44,2014,participants,666217.1248434383,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,45-54,2014,participants,770912.6965490466,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,55-64,2014,participants,655674.755879309,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,18-24,2015,participants,390359.4765072423,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,25-34,2015,participants,630454.9462209638,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,35-44,2015,participants,659529.1248434383,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,45-54,2015,participants,769062.6965490466,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,55-64,2015,participants,662389.755879309,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,18-24,2016,participants,389119.4765072423,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,25-34,2016,participants,632416.9462209638,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,35-44,2016,participants,656827.1248434383,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,45-54,2016,participants,767206.6965490466,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,55-64,2016,participants,669471.755879309,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,18-24,2017,participants,383571.4765072423,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,25-34,2017,participants,625569.9462209638,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,35-44,2017,participants,655198.1248434383,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,45-54,2017,participants,765837.6965490466,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,55-64,2017,participants,673694.755879309,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,18-24,2018,participants,374709.4765072423,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,25-34,2018,participants,613933.9462209638,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,35-44,2018,participants,645351.1248434383,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,45-54,2018,participants,751728.6965490466,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,age,55-64,2018,participants,670722.755879309,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,all,all,2009,participants,2591337,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,all,all,2010,participants,2729308,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,all,all,2011,participants,2827699,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,all,all,2012,participants,2865341,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,all,all,2013,participants,3002877,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,all,all,2014,participants,3115050,Southeast,Southeast,sum,"FL,GA,SC,VA"
full-year,fish,all,all,2015,participants,3111795,Southeast,Southeast,sum,"FL,GA,SC,VA"
