timeframe,group,segment,category,year,metric,value,state,region,aggregation,states_included
full-year,all_sports,all,all,2011,churn,0.379401583,NE,Midwest,NONE,NA
full-year,all_sports,all,all,2012,churn,0.360082411,NE,Midwest,NONE,NA
full-year,all_sports,all,all,2013,churn,0.38426824,NE,Midwest,NONE,NA
full-year,all_sports,all,all,2014,churn,0.368202858,NE,Midwest,NONE,NA
full-year,all_sports,all,all,2015,churn,0.357227617,NE,Midwest,NONE,NA
full-year,all_sports,all,all,2016,churn,0.360530498,NE,Midwest,NONE,NA
full-year,all_sports,all,all,2017,churn,0.369180265,NE,Midwest,NONE,NA
full-year,all_sports,all,all,2018,churn,0.382718537,NE,Midwest,NONE,NA
full-year,all_sports,residency,resident,2011,churn,0.326519677,NE,Midwest,NONE,NA
full-year,all_sports,residency,resident,2012,churn,0.303743153,NE,Midwest,NONE,NA
full-year,all_sports,residency,resident,2013,churn,0.331795029,NE,Midwest,NONE,NA
full-year,all_sports,residency,resident,2014,churn,0.315239865,NE,Midwest,NONE,NA
full-year,all_sports,residency,resident,2015,churn,0.303668258,NE,Midwest,NONE,NA
full-year,all_sports,residency,resident,2016,churn,0.303870527,NE,Midwest,NONE,NA
full-year,all_sports,residency,resident,2017,churn,0.312148677,NE,Midwest,NONE,NA
full-year,all_sports,residency,resident,2018,churn,0.32430749,NE,Midwest,NONE,NA
full-year,all_sports,residency,nonresident,2011,churn,0.586647816,NE,Midwest,NONE,NA
full-year,all_sports,residency,nonresident,2012,churn,0.579325757,NE,Midwest,NONE,NA
full-year,all_sports,residency,nonresident,2013,churn,0.596517977,NE,Midwest,NONE,NA
full-year,all_sports,residency,nonresident,2014,churn,0.583335105,NE,Midwest,NONE,NA
full-year,all_sports,residency,nonresident,2015,churn,0.571243686,NE,Midwest,NONE,NA
full-year,all_sports,residency,nonresident,2016,churn,0.576025884,NE,Midwest,NONE,NA
full-year,all_sports,residency,nonresident,2017,churn,0.582165007,NE,Midwest,NONE,NA
full-year,all_sports,residency,nonresident,2018,churn,0.593124166,NE,Midwest,NONE,NA
full-year,all_sports,gender,male,2011,churn,0.35042304,NE,Midwest,NONE,NA
full-year,all_sports,gender,male,2012,churn,0.334549904,NE,Midwest,NONE,NA
full-year,all_sports,gender,male,2013,churn,0.354670124,NE,Midwest,NONE,NA
full-year,all_sports,gender,male,2014,churn,0.339907042,NE,Midwest,NONE,NA
full-year,all_sports,gender,male,2015,churn,0.326588335,NE,Midwest,NONE,NA
full-year,all_sports,gender,male,2016,churn,0.331642977,NE,Midwest,NONE,NA
full-year,all_sports,gender,male,2017,churn,0.339878666,NE,Midwest,NONE,NA
full-year,all_sports,gender,male,2018,churn,0.353044013,NE,Midwest,NONE,NA
full-year,all_sports,gender,female,2011,churn,0.520658489,NE,Midwest,NONE,NA
full-year,all_sports,gender,female,2012,churn,0.482873454,NE,Midwest,NONE,NA
full-year,all_sports,gender,female,2013,churn,0.512703086,NE,Midwest,NONE,NA
full-year,all_sports,gender,female,2014,churn,0.489320647,NE,Midwest,NONE,NA
full-year,all_sports,gender,female,2015,churn,0.483792823,NE,Midwest,NONE,NA
full-year,all_sports,gender,female,2016,churn,0.478553406,NE,Midwest,NONE,NA
full-year,all_sports,gender,female,2017,churn,0.485590209,NE,Midwest,NONE,NA
full-year,all_sports,gender,female,2018,churn,0.501237499,NE,Midwest,NONE,NA
full-year,all_sports,age,18-24,2011,churn,0.446256351,NE,Midwest,NONE,NA
full-year,all_sports,age,18-24,2012,churn,0.417897344,NE,Midwest,NONE,NA
full-year,all_sports,age,18-24,2013,churn,0.442058749,NE,Midwest,NONE,NA
full-year,all_sports,age,18-24,2014,churn,0.431375326,NE,Midwest,NONE,NA
full-year,all_sports,age,18-24,2015,churn,0.427831588,NE,Midwest,NONE,NA
full-year,all_sports,age,18-24,2016,churn,0.424944873,NE,Midwest,NONE,NA
full-year,all_sports,age,18-24,2017,churn,0.439687661,NE,Midwest,NONE,NA
full-year,all_sports,age,18-24,2018,churn,0.447830231,NE,Midwest,NONE,NA
full-year,all_sports,age,25-34,2011,churn,0.405060699,NE,Midwest,NONE,NA
full-year,all_sports,age,25-34,2012,churn,0.378979699,NE,Midwest,NONE,NA
full-year,all_sports,age,25-34,2013,churn,0.410258179,NE,Midwest,NONE,NA
full-year,all_sports,age,25-34,2014,churn,0.392723551,NE,Midwest,NONE,NA
full-year,all_sports,age,25-34,2015,churn,0.383946313,NE,Midwest,NONE,NA
full-year,all_sports,age,25-34,2016,churn,0.391658838,NE,Midwest,NONE,NA
full-year,all_sports,age,25-34,2017,churn,0.402926765,NE,Midwest,NONE,NA
full-year,all_sports,age,25-34,2018,churn,0.414440656,NE,Midwest,NONE,NA
full-year,all_sports,age,35-44,2011,churn,0.377668277,NE,Midwest,NONE,NA
full-year,all_sports,age,35-44,2012,churn,0.361185232,NE,Midwest,NONE,NA
full-year,all_sports,age,35-44,2013,churn,0.384515424,NE,Midwest,NONE,NA
full-year,all_sports,age,35-44,2014,churn,0.366001398,NE,Midwest,NONE,NA
full-year,all_sports,age,35-44,2015,churn,0.352697817,NE,Midwest,NONE,NA
full-year,all_sports,age,35-44,2016,churn,0.355635043,NE,Midwest,NONE,NA
full-year,all_sports,age,35-44,2017,churn,0.360044599,NE,Midwest,NONE,NA
full-year,all_sports,age,35-44,2018,churn,0.378634188,NE,Midwest,NONE,NA
full-year,all_sports,age,45-54,2011,churn,0.353264556,NE,Midwest,NONE,NA
full-year,all_sports,age,45-54,2012,churn,0.338256384,NE,Midwest,NONE,NA
full-year,all_sports,age,45-54,2013,churn,0.362034574,NE,Midwest,NONE,NA
full-year,all_sports,age,45-54,2014,churn,0.343636684,NE,Midwest,NONE,NA
full-year,all_sports,age,45-54,2015,churn,0.330060272,NE,Midwest,NONE,NA
full-year,all_sports,age,45-54,2016,churn,0.333998787,NE,Midwest,NONE,NA
full-year,all_sports,age,45-54,2017,churn,0.339667926,NE,Midwest,NONE,NA
full-year,all_sports,age,45-54,2018,churn,0.358167871,NE,Midwest,NONE,NA
full-year,all_sports,age,55-64,2011,churn,0.331981052,NE,Midwest,NONE,NA
full-year,all_sports,age,55-64,2012,churn,0.319519716,NE,Midwest,NONE,NA
full-year,all_sports,age,55-64,2013,churn,0.331092361,NE,Midwest,NONE,NA
full-year,all_sports,age,55-64,2014,churn,0.316462379,NE,Midwest,NONE,NA
full-year,all_sports,age,55-64,2015,churn,0.301851101,NE,Midwest,NONE,NA
full-year,all_sports,age,55-64,2016,churn,0.305753635,NE,Midwest,NONE,NA
full-year,all_sports,age,55-64,2017,churn,0.314546586,NE,Midwest,NONE,NA
full-year,all_sports,age,55-64,2018,churn,0.326666256,NE,Midwest,NONE,NA
full-year,fish,all,all,2010,participants,158509,NE,Midwest,NONE,NA
full-year,fish,all,all,2011,participants,153685,NE,Midwest,NONE,NA
full-year,fish,all,all,2012,participants,174282,NE,Midwest,NONE,NA
full-year,fish,all,all,2013,participants,169410,NE,Midwest,NONE,NA
full-year,fish,all,all,2014,participants,171969,NE,Midwest,NONE,NA
full-year,fish,all,all,2015,participants,177535,NE,Midwest,NONE,NA
full-year,fish,all,all,2016,participants,182399,NE,Midwest,NONE,NA
full-year,fish,all,all,2017,participants,179920,NE,Midwest,NONE,NA
full-year,fish,all,all,2018,participants,165853,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2010,participants,137192,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2011,participants,133756,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2012,participants,151850,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2013,participants,146973,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2014,participants,148209,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2015,participants,152546,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2016,participants,156327,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2017,participants,153683,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2018,participants,141677,NE,Midwest,NONE,NA
full-year,fish,residency,nonresident,2010,participants,21317,NE,Midwest,NONE,NA
full-year,fish,residency,nonresident,2011,participants,19929,NE,Midwest,NONE,NA
full-year,fish,residency,nonresident,2012,participants,22432,NE,Midwest,NONE,NA
full-year,fish,residency,nonresident,2013,participants,22437,NE,Midwest,NONE,NA
full-year,fish,residency,nonresident,2014,participants,23760,NE,Midwest,NONE,NA
full-year,fish,residency,nonresident,2015,participants,24989,NE,Midwest,NONE,NA
full-year,fish,residency,nonresident,2016,participants,26072,NE,Midwest,NONE,NA
full-year,fish,residency,nonresident,2017,participants,26237,NE,Midwest,NONE,NA
full-year,fish,residency,nonresident,2018,participants,24176,NE,Midwest,NONE,NA
full-year,fish,gender,male,2010,participants,123737,NE,Midwest,NONE,NA
full-year,fish,gender,male,2011,participants,119505,NE,Midwest,NONE,NA
full-year,fish,gender,male,2012,participants,133612,NE,Midwest,NONE,NA
full-year,fish,gender,male,2013,participants,129857,NE,Midwest,NONE,NA
full-year,fish,gender,male,2014,participants,130963,NE,Midwest,NONE,NA
full-year,fish,gender,male,2015,participants,134987,NE,Midwest,NONE,NA
full-year,fish,gender,male,2016,participants,138035,NE,Midwest,NONE,NA
full-year,fish,gender,male,2017,participants,136248,NE,Midwest,NONE,NA
full-year,fish,gender,male,2018,participants,127092,NE,Midwest,NONE,NA
full-year,fish,gender,female,2010,participants,34772,NE,Midwest,NONE,NA
full-year,fish,gender,female,2011,participants,34180,NE,Midwest,NONE,NA
full-year,fish,gender,female,2012,participants,40670,NE,Midwest,NONE,NA
full-year,fish,gender,female,2013,participants,39553,NE,Midwest,NONE,NA
full-year,fish,gender,female,2014,participants,41006,NE,Midwest,NONE,NA
full-year,fish,gender,female,2015,participants,42548,NE,Midwest,NONE,NA
full-year,fish,gender,female,2016,participants,44364,NE,Midwest,NONE,NA
full-year,fish,gender,female,2017,participants,43672,NE,Midwest,NONE,NA
full-year,fish,gender,female,2018,participants,38761,NE,Midwest,NONE,NA
full-year,fish,age,18-24,2010,participants,22759,NE,Midwest,NONE,NA
full-year,fish,age,18-24,2011,participants,21853,NE,Midwest,NONE,NA
full-year,fish,age,18-24,2012,participants,26328,NE,Midwest,NONE,NA
full-year,fish,age,18-24,2013,participants,26496,NE,Midwest,NONE,NA
full-year,fish,age,18-24,2014,participants,26957,NE,Midwest,NONE,NA
full-year,fish,age,18-24,2015,participants,27191,NE,Midwest,NONE,NA
full-year,fish,age,18-24,2016,participants,27957,NE,Midwest,NONE,NA
full-year,fish,age,18-24,2017,participants,26902,NE,Midwest,NONE,NA
full-year,fish,age,18-24,2018,participants,23948,NE,Midwest,NONE,NA
full-year,fish,age,25-34,2010,participants,37288,NE,Midwest,NONE,NA
full-year,fish,age,25-34,2011,participants,36707,NE,Midwest,NONE,NA
full-year,fish,age,25-34,2012,participants,42671,NE,Midwest,NONE,NA
full-year,fish,age,25-34,2013,participants,41432,NE,Midwest,NONE,NA
full-year,fish,age,25-34,2014,participants,42423,NE,Midwest,NONE,NA
full-year,fish,age,25-34,2015,participants,43723,NE,Midwest,NONE,NA
full-year,fish,age,25-34,2016,participants,44792,NE,Midwest,NONE,NA
full-year,fish,age,25-34,2017,participants,43042,NE,Midwest,NONE,NA
full-year,fish,age,25-34,2018,participants,38813,NE,Midwest,NONE,NA
full-year,fish,age,35-44,2010,participants,34622,NE,Midwest,NONE,NA
full-year,fish,age,35-44,2011,participants,33398,NE,Midwest,NONE,NA
full-year,fish,age,35-44,2012,participants,38047,NE,Midwest,NONE,NA
full-year,fish,age,35-44,2013,participants,36631,NE,Midwest,NONE,NA
full-year,fish,age,35-44,2014,participants,37320,NE,Midwest,NONE,NA
full-year,fish,age,35-44,2015,participants,38948,NE,Midwest,NONE,NA
full-year,fish,age,35-44,2016,participants,40706,NE,Midwest,NONE,NA
full-year,fish,age,35-44,2017,participants,41346,NE,Midwest,NONE,NA
full-year,fish,age,35-44,2018,participants,38908,NE,Midwest,NONE,NA
full-year,fish,age,45-54,2010,participants,36175,NE,Midwest,NONE,NA
full-year,fish,age,45-54,2011,participants,34346,NE,Midwest,NONE,NA
full-year,fish,age,45-54,2012,participants,37016,NE,Midwest,NONE,NA
full-year,fish,age,45-54,2013,participants,35022,NE,Midwest,NONE,NA
full-year,fish,age,45-54,2014,participants,34662,NE,Midwest,NONE,NA
full-year,fish,age,45-54,2015,participants,35302,NE,Midwest,NONE,NA
full-year,fish,age,45-54,2016,participants,35596,NE,Midwest,NONE,NA
full-year,fish,age,45-54,2017,participants,34729,NE,Midwest,NONE,NA
full-year,fish,age,45-54,2018,participants,31721,NE,Midwest,NONE,NA
full-year,fish,age,55-64,2010,participants,27665,NE,Midwest,NONE,NA
full-year,fish,age,55-64,2011,participants,27381,NE,Midwest,NONE,NA
full-year,fish,age,55-64,2012,participants,30219,NE,Midwest,NONE,NA
full-year,fish,age,55-64,2013,participants,29828,NE,Midwest,NONE,NA
full-year,fish,age,55-64,2014,participants,30606,NE,Midwest,NONE,NA
full-year,fish,age,55-64,2015,participants,32370,NE,Midwest,NONE,NA
full-year,fish,age,55-64,2016,participants,33346,NE,Midwest,NONE,NA
full-year,fish,age,55-64,2017,participants,33901,NE,Midwest,NONE,NA
full-year,fish,age,55-64,2018,participants,32463,NE,Midwest,NONE,NA
full-year,fish,all,all,2015,participants - recruited,45230,NE,Midwest,NONE,NA
full-year,fish,all,all,2016,participants - recruited,46716,NE,Midwest,NONE,NA
full-year,fish,all,all,2017,participants - recruited,43544,NE,Midwest,NONE,NA
full-year,fish,all,all,2018,participants - recruited,36919,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2015,participants - recruited,31667,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2016,participants - recruited,32480,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2017,participants - recruited,29469,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2018,participants - recruited,24169,NE,Midwest,NONE,NA
full-year,fish,residency,nonresident,2015,participants - recruited,13563,NE,Midwest,NONE,NA
full-year,fish,residency,nonresident,2016,participants - recruited,14236,NE,Midwest,NONE,NA
full-year,fish,residency,nonresident,2017,participants - recruited,14075,NE,Midwest,NONE,NA
full-year,fish,residency,nonresident,2018,participants - recruited,12750,NE,Midwest,NONE,NA
full-year,fish,gender,male,2015,participants - recruited,29942,NE,Midwest,NONE,NA
full-year,fish,gender,male,2016,participants - recruited,30880,NE,Midwest,NONE,NA
full-year,fish,gender,male,2017,participants - recruited,28774,NE,Midwest,NONE,NA
full-year,fish,gender,male,2018,participants - recruited,25017,NE,Midwest,NONE,NA
full-year,fish,gender,female,2015,participants - recruited,15288,NE,Midwest,NONE,NA
full-year,fish,gender,female,2016,participants - recruited,15836,NE,Midwest,NONE,NA
full-year,fish,gender,female,2017,participants - recruited,14770,NE,Midwest,NONE,NA
full-year,fish,gender,female,2018,participants - recruited,11902,NE,Midwest,NONE,NA
full-year,fish,age,18-24,2015,participants - recruited,10111,NE,Midwest,NONE,NA
full-year,fish,age,18-24,2016,participants - recruited,10410,NE,Midwest,NONE,NA
full-year,fish,age,18-24,2017,participants - recruited,9194,NE,Midwest,NONE,NA
full-year,fish,age,18-24,2018,participants - recruited,7524,NE,Midwest,NONE,NA
full-year,fish,age,25-34,2015,participants - recruited,12893,NE,Midwest,NONE,NA
full-year,fish,age,25-34,2016,participants - recruited,13164,NE,Midwest,NONE,NA
full-year,fish,age,25-34,2017,participants - recruited,11933,NE,Midwest,NONE,NA
full-year,fish,age,25-34,2018,participants - recruited,10233,NE,Midwest,NONE,NA
full-year,fish,age,35-44,2015,participants - recruited,9291,NE,Midwest,NONE,NA
full-year,fish,age,35-44,2016,participants - recruited,9935,NE,Midwest,NONE,NA
full-year,fish,age,35-44,2017,participants - recruited,9513,NE,Midwest,NONE,NA
full-year,fish,age,35-44,2018,participants - recruited,8231,NE,Midwest,NONE,NA
full-year,fish,age,45-54,2015,participants - recruited,7271,NE,Midwest,NONE,NA
full-year,fish,age,45-54,2016,participants - recruited,7405,NE,Midwest,NONE,NA
full-year,fish,age,45-54,2017,participants - recruited,6948,NE,Midwest,NONE,NA
full-year,fish,age,45-54,2018,participants - recruited,5821,NE,Midwest,NONE,NA
full-year,fish,age,55-64,2015,participants - recruited,5664,NE,Midwest,NONE,NA
full-year,fish,age,55-64,2016,participants - recruited,5801,NE,Midwest,NONE,NA
full-year,fish,age,55-64,2017,participants - recruited,5956,NE,Midwest,NONE,NA
full-year,fish,age,55-64,2018,participants - recruited,5110,NE,Midwest,NONE,NA
full-year,fish,all,all,2011,churn,0.468225779,NE,Midwest,NONE,NA
full-year,fish,all,all,2012,churn,0.419253668,NE,Midwest,NONE,NA
full-year,fish,all,all,2013,churn,0.451320274,NE,Midwest,NONE,NA
full-year,fish,all,all,2014,churn,0.430871849,NE,Midwest,NONE,NA
full-year,fish,all,all,2015,churn,0.421552722,NE,Midwest,NONE,NA
full-year,fish,all,all,2016,churn,0.418514659,NE,Midwest,NONE,NA
full-year,fish,all,all,2017,churn,0.424711758,NE,Midwest,NONE,NA
full-year,fish,all,all,2018,churn,0.439856603,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2011,churn,0.432270103,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2012,churn,0.382562278,NE,Midwest,NONE,NA
full-year,fish,residency,resident,2013,churn,0.418096806,NE,Midwest,NONE,NA
