region,state,quarter,group,metric,segment,year,category,value,aggregation,value_type
Northwest,OR,4,hunt,participants - recruited,gender,2017,female,5617,NONE,total
Northwest,OR,4,hunt,participants - recruited,gender,2018,female,5086,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2014,18-24,4510,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2015,18-24,4316,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2016,18-24,4709,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2017,18-24,3672,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2018,18-24,3132,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2014,25-34,6962,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2015,25-34,7168,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2016,25-34,6812,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2017,25-34,6557,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2018,25-34,6267,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2014,35-44,4859,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2015,35-44,5123,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2016,35-44,5245,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2017,35-44,4766,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2018,35-44,4868,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2014,45-54,4001,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2015,45-54,4205,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2016,45-54,4277,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2017,45-54,3892,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2018,45-54,3676,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2014,55-64,3656,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2015,55-64,3727,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2016,55-64,3735,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2017,55-64,3539,NONE,total
Northwest,OR,4,hunt,participants - recruited,age,2018,55-64,3364,NONE,total
Northwest,OR,4,hunt,churn,all,2010,all,0.23073297397355352,NONE,total
Northwest,OR,4,hunt,churn,all,2011,all,0.20923697006674435,NONE,total
Northwest,OR,4,hunt,churn,all,2012,all,0.2068539410632758,NONE,total
Northwest,OR,4,hunt,churn,all,2013,all,0.19779264503177035,NONE,total
Northwest,OR,4,hunt,churn,all,2014,all,0.20512625530519427,NONE,total
Northwest,OR,4,hunt,churn,all,2015,all,0.2035650182583401,NONE,total
Northwest,OR,4,hunt,churn,all,2016,all,0.20431421980165068,NONE,total
Northwest,OR,4,hunt,churn,all,2017,all,0.21521197244738738,NONE,total
Northwest,OR,4,hunt,churn,all,2018,all,0.21395110024449884,NONE,total
Northwest,OR,4,hunt,churn,residency,2010,resident,0.20770828095464242,NONE,total
Northwest,OR,4,hunt,churn,residency,2011,resident,0.19667220150081044,NONE,total
Northwest,OR,4,hunt,churn,residency,2012,resident,0.19438424289356318,NONE,total
Northwest,OR,4,hunt,churn,residency,2013,resident,0.18546228679334106,NONE,total
Northwest,OR,4,hunt,churn,residency,2014,resident,0.19316449670581212,NONE,total
Northwest,OR,4,hunt,churn,residency,2015,resident,0.19129404947671785,NONE,total
Northwest,OR,4,hunt,churn,residency,2016,resident,0.1919238188305112,NONE,total
Northwest,OR,4,hunt,churn,residency,2017,resident,0.2024527061796579,NONE,total
Northwest,OR,4,hunt,churn,residency,2018,resident,0.20055254701105624,NONE,total
Northwest,OR,4,hunt,churn,residency,2010,nonresident,0.496665949666595,NONE,total
Northwest,OR,4,hunt,churn,residency,2011,nonresident,0.3996714211037264,NONE,total
Northwest,OR,4,hunt,churn,residency,2012,nonresident,0.39536297985556823,NONE,total
Northwest,OR,4,hunt,churn,residency,2013,nonresident,0.3859731333958138,NONE,total
Northwest,OR,4,hunt,churn,residency,2014,nonresident,0.3876951615396506,NONE,total
Northwest,OR,4,hunt,churn,residency,2015,nonresident,0.38505487896556906,NONE,total
Northwest,OR,4,hunt,churn,residency,2016,nonresident,0.381288165164292,NONE,total
Northwest,OR,4,hunt,churn,residency,2017,nonresident,0.3946915351506456,NONE,total
Northwest,OR,4,hunt,churn,residency,2018,nonresident,0.3998690623408744,NONE,total
Northwest,OR,4,hunt,churn,gender,2010,male,0.21862548062297707,NONE,total
Northwest,OR,4,hunt,churn,gender,2011,male,0.1983456434920771,NONE,total
Northwest,OR,4,hunt,churn,gender,2012,male,0.1961032110595836,NONE,total
Northwest,OR,4,hunt,churn,gender,2013,male,0.18801149690359809,NONE,total
Northwest,OR,4,hunt,churn,gender,2014,male,0.1944591177296993,NONE,total
Northwest,OR,4,hunt,churn,gender,2015,male,0.19338934046771067,NONE,total
Northwest,OR,4,hunt,churn,gender,2016,male,0.19423340961098404,NONE,total
Northwest,OR,4,hunt,churn,gender,2017,male,0.2045381192798026,NONE,total
Northwest,OR,4,hunt,churn,gender,2018,male,0.20306549829199455,NONE,total
Northwest,OR,4,hunt,churn,gender,2010,female,0.3045928001461899,NONE,total
Northwest,OR,4,hunt,churn,gender,2011,female,0.2767955249225852,NONE,total
Northwest,OR,4,hunt,churn,gender,2012,female,0.2721455708858228,NONE,total
Northwest,OR,4,hunt,churn,gender,2013,female,0.2549342105263158,NONE,total
Northwest,OR,4,hunt,churn,gender,2014,female,0.26362206666872245,NONE,total
Northwest,OR,4,hunt,churn,gender,2015,female,0.25639591368092557,NONE,total
Northwest,OR,4,hunt,churn,gender,2016,female,0.25405344330828766,NONE,total
Northwest,OR,4,hunt,churn,gender,2017,female,0.2656595129666494,NONE,total
Northwest,OR,4,hunt,churn,gender,2018,female,0.2647465692784418,NONE,total
Northwest,OR,4,hunt,churn,age,2010,18-24,0.3107426381447734,NONE,total
Northwest,OR,4,hunt,churn,age,2011,18-24,0.30089634172492175,NONE,total
Northwest,OR,4,hunt,churn,age,2012,18-24,0.2956191327670988,NONE,total
Northwest,OR,4,hunt,churn,age,2013,18-24,0.2817197566213314,NONE,total
Northwest,OR,4,hunt,churn,age,2014,18-24,0.2962883409227597,NONE,total
Northwest,OR,4,hunt,churn,age,2015,18-24,0.29032948224219085,NONE,total
Northwest,OR,4,hunt,churn,age,2016,18-24,0.282863041982106,NONE,total
Northwest,OR,4,hunt,churn,age,2017,18-24,0.3108477283234565,NONE,total
Northwest,OR,4,hunt,churn,age,2018,18-24,0.3122420303855274,NONE,total
Northwest,OR,4,hunt,churn,age,2010,25-34,0.2576081381432724,NONE,total
Northwest,OR,4,hunt,churn,age,2011,25-34,0.23515625,NONE,total
Northwest,OR,4,hunt,churn,age,2012,25-34,0.23538161197359855,NONE,total
Northwest,OR,4,hunt,churn,age,2013,25-34,0.22891905197271256,NONE,total
Northwest,OR,4,hunt,churn,age,2014,25-34,0.23229164288812293,NONE,total
Northwest,OR,4,hunt,churn,age,2015,25-34,0.23477165920895823,NONE,total
Northwest,OR,4,hunt,churn,age,2016,25-34,0.23359411360563814,NONE,total
Northwest,OR,4,hunt,churn,age,2017,25-34,0.2358859325722916,NONE,total
Northwest,OR,4,hunt,churn,age,2018,25-34,0.24456017208196537,NONE,total
Northwest,OR,4,hunt,churn,age,2010,35-44,0.23066147859922176,NONE,total
Northwest,OR,4,hunt,churn,age,2011,35-44,0.20512656199935916,NONE,total
Northwest,OR,4,hunt,churn,age,2012,35-44,0.20147695553748432,NONE,total
Northwest,OR,4,hunt,churn,age,2013,35-44,0.1909222705475633,NONE,total
Northwest,OR,4,hunt,churn,age,2014,35-44,0.19653609511506206,NONE,total
Northwest,OR,4,hunt,churn,age,2015,35-44,0.1951064853282022,NONE,total
Northwest,OR,4,hunt,churn,age,2016,35-44,0.19547927096200937,NONE,total
Northwest,OR,4,hunt,churn,age,2017,35-44,0.20735354230760952,NONE,total
Northwest,OR,4,hunt,churn,age,2018,35-44,0.20058139534883718,NONE,total
Northwest,OR,4,hunt,churn,age,2010,45-54,0.20943871863906846,NONE,total
Northwest,OR,4,hunt,churn,age,2011,45-54,0.187913782726452,NONE,total
Northwest,OR,4,hunt,churn,age,2012,45-54,0.18678037547324464,NONE,total
Northwest,OR,4,hunt,churn,age,2013,45-54,0.1760299625468165,NONE,total
Northwest,OR,4,hunt,churn,age,2014,45-54,0.1823698827401769,NONE,total
Northwest,OR,4,hunt,churn,age,2015,45-54,0.1802700502953023,NONE,total
Northwest,OR,4,hunt,churn,age,2016,45-54,0.1830234813034864,NONE,total
Northwest,OR,4,hunt,churn,age,2017,45-54,0.1952081780428069,NONE,total
Northwest,OR,4,hunt,churn,age,2018,45-54,0.1881495269117419,NONE,total
Northwest,OR,4,hunt,churn,age,2010,55-64,0.1906005730882439,NONE,total
Northwest,OR,4,hunt,churn,age,2011,55-64,0.17008560814084964,NONE,total
Northwest,OR,4,hunt,churn,age,2012,55-64,0.16796632254184624,NONE,total
Northwest,OR,4,hunt,churn,age,2013,55-64,0.1606158369747213,NONE,total
Northwest,OR,4,hunt,churn,age,2014,55-64,0.1681450215126119,NONE,total
Northwest,OR,4,hunt,churn,age,2015,55-64,0.16417080355119779,NONE,total
Northwest,OR,4,hunt,churn,age,2016,55-64,0.16849278183964705,NONE,total
Northwest,OR,4,hunt,churn,age,2017,55-64,0.17550773593561034,NONE,total
Northwest,OR,4,hunt,churn,age,2018,55-64,0.17508568980291342,NONE,total
Northwest,OR,4,fish,participants,all,2009,all,550828,NONE,total
Northwest,OR,4,fish,participants,all,2010,all,503147,NONE,total
Northwest,OR,4,fish,participants,all,2011,all,497591,NONE,total
Northwest,OR,4,fish,participants,all,2012,all,496780,NONE,total
Northwest,OR,4,fish,participants,all,2013,all,497874,NONE,total
Northwest,OR,4,fish,participants,all,2014,all,501904,NONE,total
Northwest,OR,4,fish,participants,all,2015,all,494907,NONE,total
Northwest,OR,4,fish,participants,all,2016,all,500228,NONE,total
Northwest,OR,4,fish,participants,all,2017,all,475814,NONE,total
Northwest,OR,4,fish,participants,all,2018,all,467112,NONE,total
Northwest,OR,4,fish,participants,residency,2009,resident,450954,NONE,total
Northwest,OR,4,fish,participants,residency,2010,resident,415895,NONE,total
Northwest,OR,4,fish,participants,residency,2011,resident,411914,NONE,total
Northwest,OR,4,fish,participants,residency,2012,resident,408701,NONE,total
Northwest,OR,4,fish,participants,residency,2013,resident,409192,NONE,total
Northwest,OR,4,fish,participants,residency,2014,resident,410970,NONE,total
Northwest,OR,4,fish,participants,residency,2015,resident,399506,NONE,total
Northwest,OR,4,fish,participants,residency,2016,resident,401540,NONE,total
Northwest,OR,4,fish,participants,residency,2017,resident,382059,NONE,total
Northwest,OR,4,fish,participants,residency,2018,resident,375863,NONE,total
Northwest,OR,4,fish,participants,residency,2009,nonresident,99874,NONE,total
Northwest,OR,4,fish,participants,residency,2010,nonresident,87252,NONE,total
Northwest,OR,4,fish,participants,residency,2011,nonresident,85677,NONE,total
Northwest,OR,4,fish,participants,residency,2012,nonresident,88079,NONE,total
Northwest,OR,4,fish,participants,residency,2013,nonresident,88682,NONE,total
Northwest,OR,4,fish,participants,residency,2014,nonresident,90934,NONE,total
Northwest,OR,4,fish,participants,residency,2015,nonresident,95401,NONE,total
Northwest,OR,4,fish,participants,residency,2016,nonresident,98688,NONE,total
Northwest,OR,4,fish,participants,residency,2017,nonresident,93755,NONE,total
Northwest,OR,4,fish,participants,residency,2018,nonresident,91249,NONE,total
Northwest,OR,4,fish,participants,gender,2009,male,418092,NONE,total
Northwest,OR,4,fish,participants,gender,2010,male,386181,NONE,total
Northwest,OR,4,fish,participants,gender,2011,male,380043,NONE,total
Northwest,OR,4,fish,participants,gender,2012,male,377326,NONE,total
Northwest,OR,4,fish,participants,gender,2013,male,375120,NONE,total
Northwest,OR,4,fish,participants,gender,2014,male,375968,NONE,total
Northwest,OR,4,fish,participants,gender,2015,male,370625,NONE,total
Northwest,OR,4,fish,participants,gender,2016,male,371980,NONE,total
Northwest,OR,4,fish,participants,gender,2017,male,356272,NONE,total
Northwest,OR,4,fish,participants,gender,2018,male,348767,NONE,total
Northwest,OR,4,fish,participants,gender,2009,female,132736,NONE,total
Northwest,OR,4,fish,participants,gender,2010,female,116966,NONE,total
Northwest,OR,4,fish,participants,gender,2011,female,117548,NONE,total
Northwest,OR,4,fish,participants,gender,2012,female,119454,NONE,total
Northwest,OR,4,fish,participants,gender,2013,female,122754,NONE,total
Northwest,OR,4,fish,participants,gender,2014,female,125936,NONE,total
Northwest,OR,4,fish,participants,gender,2015,female,124282,NONE,total
Northwest,OR,4,fish,participants,gender,2016,female,128248,NONE,total
Northwest,OR,4,fish,participants,gender,2017,female,119542,NONE,total
Northwest,OR,4,fish,participants,gender,2018,female,118345,NONE,total
Northwest,OR,4,fish,participants,age,2009,18-24,63558,NONE,total
Northwest,OR,4,fish,participants,age,2010,18-24,54809,NONE,total
Northwest,OR,4,fish,participants,age,2011,18-24,53777,NONE,total
Northwest,OR,4,fish,participants,age,2012,18-24,53449,NONE,total
Northwest,OR,4,fish,participants,age,2013,18-24,55141,NONE,total
Northwest,OR,4,fish,participants,age,2014,18-24,56731,NONE,total
Northwest,OR,4,fish,participants,age,2015,18-24,54838,NONE,total
Northwest,OR,4,fish,participants,age,2016,18-24,54860,NONE,total
Northwest,OR,4,fish,participants,age,2017,18-24,51397,NONE,total
Northwest,OR,4,fish,participants,age,2018,18-24,49386,NONE,total
Northwest,OR,4,fish,participants,age,2009,25-34,115407,NONE,total
Northwest,OR,4,fish,participants,age,2010,25-34,104758,NONE,total
Northwest,OR,4,fish,participants,age,2011,25-34,104333,NONE,total
Northwest,OR,4,fish,participants,age,2012,25-34,104517,NONE,total
Northwest,OR,4,fish,participants,age,2013,25-34,105280,NONE,total
Northwest,OR,4,fish,participants,age,2014,25-34,107670,NONE,total
Northwest,OR,4,fish,participants,age,2015,25-34,107178,NONE,total
Northwest,OR,4,fish,participants,age,2016,25-34,108558,NONE,total
Northwest,OR,4,fish,participants,age,2017,25-34,103312,NONE,total
Northwest,OR,4,fish,participants,age,2018,25-34,100028,NONE,total
Northwest,OR,4,fish,participants,age,2009,35-44,120326,NONE,total
Northwest,OR,4,fish,participants,age,2010,35-44,109051,NONE,total
Northwest,OR,4,fish,participants,age,2011,35-44,107291,NONE,total
Northwest,OR,4,fish,participants,age,2012,35-44,107589,NONE,total
Northwest,OR,4,fish,participants,age,2013,35-44,108250,NONE,total
Northwest,OR,4,fish,participants,age,2014,35-44,108531,NONE,total
Northwest,OR,4,fish,participants,age,2015,35-44,107300,NONE,total
Northwest,OR,4,fish,participants,age,2016,35-44,109955,NONE,total
Northwest,OR,4,fish,participants,age,2017,35-44,106147,NONE,total
Northwest,OR,4,fish,participants,age,2018,35-44,106771,NONE,total
Northwest,OR,4,fish,participants,age,2009,45-54,135224,NONE,total
Northwest,OR,4,fish,participants,age,2010,45-54,123260,NONE,total
Northwest,OR,4,fish,participants,age,2011,45-54,118931,NONE,total
Northwest,OR,4,fish,participants,age,2012,45-54,116769,NONE,total
Northwest,OR,4,fish,participants,age,2013,45-54,114670,NONE,total
Northwest,OR,4,fish,participants,age,2014,45-54,113861,NONE,total
Northwest,OR,4,fish,participants,age,2015,45-54,111748,NONE,total
Northwest,OR,4,fish,participants,age,2016,45-54,111179,NONE,total
Northwest,OR,4,fish,participants,age,2017,45-54,104632,NONE,total
Northwest,OR,4,fish,participants,age,2018,45-54,101862,NONE,total
Northwest,OR,4,fish,participants,age,2009,55-64,116312,NONE,total
Northwest,OR,4,fish,participants,age,2010,55-64,111268,NONE,total
Northwest,OR,4,fish,participants,age,2011,55-64,113258,NONE,total
Northwest,OR,4,fish,participants,age,2012,55-64,114456,NONE,total
Northwest,OR,4,fish,participants,age,2013,55-64,114532,NONE,total
Northwest,OR,4,fish,participants,age,2014,55-64,115111,NONE,total
Northwest,OR,4,fish,participants,age,2015,55-64,113843,NONE,total
Northwest,OR,4,fish,participants,age,2016,55-64,115675,NONE,total
Northwest,OR,4,fish,participants,age,2017,55-64,110326,NONE,total
Northwest,OR,4,fish,participants,age,2018,55-64,109065,NONE,total
Northwest,OR,4,fish,participants - recruited,all,2014,all,119110,NONE,total
Northwest,OR,4,fish,participants - recruited,all,2015,all,122297,NONE,total
Northwest,OR,4,fish,participants - recruited,all,2016,all,125212,NONE,total
Northwest,OR,4,fish,participants - recruited,all,2017,all,117342,NONE,total
Northwest,OR,4,fish,participants - recruited,all,2018,all,114156,NONE,total
Northwest,OR,4,fish,participants - recruited,residency,2014,resident,67014,NONE,total
Northwest,OR,4,fish,participants - recruited,residency,2015,resident,65654,NONE,total
Northwest,OR,4,fish,participants - recruited,residency,2016,resident,67189,NONE,total
Northwest,OR,4,fish,participants - recruited,residency,2017,resident,62020,NONE,total
Northwest,OR,4,fish,participants - recruited,residency,2018,resident,60861,NONE,total
Northwest,OR,4,fish,participants - recruited,residency,2014,nonresident,52096,NONE,total
Northwest,OR,4,fish,participants - recruited,residency,2015,nonresident,56643,NONE,total
Northwest,OR,4,fish,participants - recruited,residency,2016,nonresident,58023,NONE,total
Northwest,OR,4,fish,participants - recruited,residency,2017,nonresident,55322,NONE,total
Northwest,OR,4,fish,participants - recruited,residency,2018,nonresident,53295,NONE,total
Northwest,OR,4,fish,participants - recruited,gender,2014,male,78877,NONE,total
Northwest,OR,4,fish,participants - recruited,gender,2015,male,81672,NONE,total
Northwest,OR,4,fish,participants - recruited,gender,2016,male,83354,NONE,total
Northwest,OR,4,fish,participants - recruited,gender,2017,male,79508,NONE,total
Northwest,OR,4,fish,participants - recruited,gender,2018,male,77052,NONE,total
Northwest,OR,4,fish,participants - recruited,gender,2014,female,40233,NONE,total
Northwest,OR,4,fish,participants - recruited,gender,2015,female,40625,NONE,total
Northwest,OR,4,fish,participants - recruited,gender,2016,female,41858,NONE,total
Northwest,OR,4,fish,participants - recruited,gender,2017,female,37834,NONE,total
Northwest,OR,4,fish,participants - recruited,gender,2018,female,37104,NONE,total
Northwest,OR,4,fish,participants - recruited,age,2014,18-24,18194,NONE,total
Northwest,OR,4,fish,participants - recruited,age,2015,18-24,17855,NONE,total
Northwest,OR,4,fish,participants - recruited,age,2016,18-24,17640,NONE,total
Northwest,OR,4,fish,participants - recruited,age,2017,18-24,16084,NONE,total
Northwest,OR,4,fish,participants - recruited,age,2018,18-24,15337,NONE,total
Northwest,OR,4,fish,participants - recruited,age,2014,25-34,31141,NONE,total
Northwest,OR,4,fish,participants - recruited,age,2015,25-34,32337,NONE,total
Northwest,OR,4,fish,participants - recruited,age,2016,25-34,33126,NONE,total
Northwest,OR,4,fish,participants - recruited,age,2017,25-34,31299,NONE,total
Northwest,OR,4,fish,participants - recruited,age,2018,25-34,29665,NONE,total
Northwest,OR,4,fish,participants - recruited,age,2014,35-44,25494,NONE,total
Northwest,OR,4,fish,participants - recruited,age,2015,35-44,26150,NONE,total
Northwest,OR,4,fish,participants - recruited,age,2016,35-44,27316,NONE,total
Northwest,OR,4,fish,participants - recruited,age,2017,35-44,26159,NONE,total
