timeframe,group,segment,category,year,metric,value
full-year,fish,Residency,Nonresident,2013,churn,0.5931126079
full-year,fish,Residency,Nonresident,2014,churn,0.5860703246
full-year,fish,Residency,Nonresident,2015,churn,0.6013084112
full-year,fish,Residency,Nonresident,2016,churn,0.6128796195
full-year,fish,Residency,Nonresident,2017,churn,0.6176209104
full-year,fish,Residency,Nonresident,2018,churn,0.6270751326
full-year,fish,Residency,Resident,2013,churn,0.4121196776
full-year,fish,Residency,Resident,2014,churn,0.3947524718
full-year,fish,Residency,Resident,2015,churn,0.4017707231
full-year,fish,Residency,Resident,2016,churn,0.4070335154
full-year,fish,Residency,Resident,2017,churn,0.40341278
full-year,fish,Residency,Resident,2018,churn,0.4043662231
full-year,hunt,age,18-24,2013,churn,0.2575150301
full-year,hunt,age,18-24,2014,churn,0.2746065304
full-year,hunt,age,18-24,2015,churn,0.2744508671
full-year,hunt,age,18-24,2016,churn,0.2746302617
full-year,hunt,age,18-24,2017,churn,0.2823121387
full-year,hunt,age,18-24,2018,churn,0.2934445769
full-year,hunt,age,25-34,2013,churn,0.2359564619
full-year,hunt,age,25-34,2014,churn,0.2517378917
full-year,hunt,age,25-34,2015,churn,0.2386451971
full-year,hunt,age,25-34,2016,churn,0.2672791368
full-year,hunt,age,25-34,2017,churn,0.2673099353
full-year,hunt,age,25-34,2018,churn,0.2700630252
full-year,hunt,age,35-44,2013,churn,0.1856074425
full-year,hunt,age,35-44,2014,churn,0.1980327869
full-year,hunt,age,35-44,2015,churn,0.1943174078
full-year,hunt,age,35-44,2016,churn,0.2076331241
full-year,hunt,age,35-44,2017,churn,0.2193904641
full-year,hunt,age,35-44,2018,churn,0.2134502924
full-year,hunt,age,45-54,2013,churn,0.1695725698
full-year,hunt,age,45-54,2014,churn,0.1632446587
full-year,hunt,age,45-54,2015,churn,0.1642547475
full-year,hunt,age,45-54,2016,churn,0.1667826197
full-year,hunt,age,45-54,2017,churn,0.1768823183
full-year,hunt,age,45-54,2018,churn,0.1803460208
full-year,hunt,age,55-64,2013,churn,0.1980654425
full-year,hunt,age,55-64,2014,churn,0.1872711293
full-year,hunt,age,55-64,2015,churn,0.1805028293
full-year,hunt,age,55-64,2016,churn,0.1916039495
full-year,hunt,age,55-64,2017,churn,0.1885845987
full-year,hunt,age,55-64,2018,churn,0.1931080629
full-year,hunt,All,All,2013,churn,0.2047394596
full-year,hunt,All,All,2014,churn,0.2064322564
full-year,hunt,All,All,2015,churn,0.2032638226
full-year,hunt,All,All,2016,churn,0.2139167203
full-year,hunt,All,All,2017,churn,0.2198131467
full-year,hunt,All,All,2018,churn,0.2232598586
full-year,hunt,gender,Female,2013,churn,0.2724077329
full-year,hunt,gender,Female,2014,churn,0.3036082474
full-year,hunt,gender,Female,2015,churn,0.2831984769
full-year,hunt,gender,Female,2016,churn,0.3173447537
full-year,hunt,gender,Female,2017,churn,0.3180124224
full-year,hunt,gender,Female,2018,churn,0.3224392188
full-year,hunt,gender,Male,2013,churn,0.2023389571
full-year,hunt,gender,Male,2014,churn,0.2027811504
full-year,hunt,gender,Male,2015,churn,0.1999961807
full-year,hunt,gender,Male,2016,churn,0.2091714214
full-year,hunt,gender,Male,2017,churn,0.2151765531
full-year,hunt,gender,Male,2017,churn,0.218321459
full-year,hunt,Residency,Nonresident,2013,churn,0.3693488769
full-year,hunt,Residency,Nonresident,2014,churn,0.3976302012
full-year,hunt,Residency,Nonresident,2015,churn,0.3759269823
full-year,hunt,Residency,Nonresident,2016,churn,0.4009513151
full-year,hunt,Residency,Nonresident,2017,churn,0.4194973764
full-year,hunt,Residency,Nonresident,2018,churn,0.44107288
full-year,hunt,Residency,Resident,2013,churn,0.1932461138
full-year,hunt,Residency,Resident,2014,churn,0.1928360081
full-year,hunt,Residency,Resident,2015,churn,0.1913870904
full-year,hunt,Residency,Resident,2016,churn,0.2007634639
full-year,hunt,Residency,Resident,2017,churn,0.2053840474
full-year,hunt,Residency,Resident,2018,churn,0.2069217794
full-year,fish,age,18-24,2012,participants,15517
full-year,fish,age,18-24,2013,participants,16679
full-year,fish,age,18-24,2014,participants,18023
full-year,fish,age,18-24,2015,participants,17975
full-year,fish,age,18-24,2016,participants,17768
full-year,fish,age,18-24,2017,participants,17132
full-year,fish,age,18-24,2018,participants,16488
full-year,fish,age,25-34,2012,participants,28888
full-year,fish,age,25-34,2013,participants,29796
full-year,fish,age,25-34,2014,participants,31851
full-year,fish,age,25-34,2015,participants,33004
full-year,fish,age,25-34,2016,participants,33322
full-year,fish,age,25-34,2017,participants,32863
full-year,fish,age,25-34,2018,participants,32420
full-year,fish,age,35-44,2012,participants,33458
full-year,fish,age,35-44,2013,participants,32493
full-year,fish,age,35-44,2014,participants,32864
full-year,fish,age,35-44,2015,participants,31977
full-year,fish,age,35-44,2016,participants,31178
full-year,fish,age,35-44,2017,participants,31450
full-year,fish,age,35-44,2018,participants,31786
full-year,fish,age,45-54,2012,participants,42078
full-year,fish,age,45-54,2013,participants,41095
full-year,fish,age,45-54,2014,participants,41577
full-year,fish,age,45-54,2015,participants,40711
full-year,fish,age,45-54,2016,participants,39819
full-year,fish,age,45-54,2017,participants,39048
full-year,fish,age,45-54,2018,participants,37632
full-year,fish,age,55-64,2012,participants,31480
full-year,fish,age,55-64,2013,participants,32133
full-year,fish,age,55-64,2014,participants,33414
full-year,fish,age,55-64,2015,participants,34301
full-year,fish,age,55-64,2016,participants,35746
full-year,fish,age,55-64,2017,participants,36550
full-year,fish,age,55-64,2018,participants,37095
full-year,fish,All,All,2012,participants,152723
full-year,fish,All,All,2013,participants,153467
full-year,fish,All,All,2014,participants,159001
full-year,fish,All,All,2015,participants,159222
full-year,fish,All,All,2016,participants,159104
full-year,fish,All,All,2017,participants,158449
full-year,fish,All,All,2018,participants,156943
full-year,fish,gender,Female,2012,participants,17269
full-year,fish,gender,Female,2013,participants,17483
full-year,fish,gender,Female,2014,participants,18927
full-year,fish,gender,Female,2015,participants,20070
full-year,fish,gender,Female,2016,participants,20390
full-year,fish,gender,Female,2017,participants,20592
full-year,fish,gender,Female,2017,participants,20592
full-year,fish,gender,Male,2012,participants,135320
full-year,fish,gender,Male,2013,participants,135904
full-year,fish,gender,Male,2014,participants,140019
full-year,fish,gender,Male,2015,participants,139115
full-year,fish,gender,Male,2016,participants,138709
full-year,fish,gender,Male,2017,participants,137854
full-year,fish,gender,Male,2018,participants,136686
full-year,fish,Residency,Nonresident,2012,participants,10541
full-year,fish,Residency,Nonresident,2013,participants,10352
full-year,fish,Residency,Nonresident,2014,participants,10700
full-year,fish,Residency,Nonresident,2015,participants,10932
full-year,fish,Residency,Nonresident,2016,participants,11248
full-year,fish,Residency,Nonresident,2017,participants,11686
full-year,fish,Residency,Nonresident,2018,participants,11904
full-year,fish,Residency,Resident,2012,participants,142182
full-year,fish,Residency,Resident,2013,participants,143115
full-year,fish,Residency,Resident,2014,participants,148301
full-year,fish,Residency,Resident,2015,participants,148290
full-year,fish,Residency,Resident,2016,participants,147856
full-year,fish,Residency,Resident,2017,participants,146763
full-year,fish,Residency,Resident,2018,participants,145039
full-year,hunt,age,18-24,2012,participants,3992
full-year,hunt,age,18-24,2013,participants,4257
full-year,hunt,age,18-24,2014,participants,4325
full-year,hunt,age,18-24,2015,participants,4395
full-year,hunt,age,18-24,2016,participants,4325
full-year,hunt,age,18-24,2017,participants,4195
full-year,hunt,age,18-24,2018,participants,3959
full-year,hunt,age,25-34,2012,participants,7993
full-year,hunt,age,25-34,2013,participants,8775
full-year,hunt,age,25-34,2014,participants,9005
full-year,hunt,age,25-34,2015,participants,9361
full-year,hunt,age,25-34,2016,participants,9431
full-year,hunt,age,25-34,2017,participants,9520
full-year,hunt,age,25-34,2018,participants,9365
full-year,hunt,age,35-44,2012,participants,10964
full-year,hunt,age,35-44,2013,participants,10675
full-year,hunt,age,35-44,2014,participants,10277
full-year,hunt,age,35-44,2015,participants,9878
full-year,hunt,age,35-44,2016,participants,9417
full-year,hunt,age,35-44,2017,participants,9234
full-year,hunt,age,35-44,2018,participants,9119
full-year,hunt,age,45-54,2012,participants,17149
full-year,hunt,age,45-54,2013,participants,16803
full-year,hunt,age,45-54,2014,participants,16377
full-year,hunt,age,45-54,2015,participants,15811
full-year,hunt,age,45-54,2016,participants,15287
full-year,hunt,age,45-54,2017,participants,14450
full-year,hunt,age,45-54,2018,participants,13472
full-year,hunt,age,55-64,2012,participants,13233
full-year,hunt,age,55-64,2013,participants,13654
full-year,hunt,age,55-64,2014,participants,13961
full-year,hunt,age,55-64,2015,participants,14483
full-year,hunt,age,55-64,2016,participants,14752
full-year,hunt,age,55-64,2017,participants,14945
full-year,hunt,age,55-64,2018,participants,14893
full-year,hunt,All,All,2012,participants,53888
full-year,hunt,All,All,2013,participants,54662
full-year,hunt,All,All,2014,participants,54476
full-year,hunt,All,All,2015,participants,54395
full-year,hunt,All,All,2016,participants,53732
full-year,hunt,All,All,2017,participants,52898
full-year,hunt,All,All,2018,participants,51385
full-year,hunt,gender,Female,2012,participants,1707
full-year,hunt,gender,Female,2013,participants,1940
full-year,hunt,gender,Female,2014,participants,2101
full-year,hunt,gender,Female,2015,participants,2335
full-year,hunt,gender,Female,2016,participants,2415
full-year,hunt,gender,Female,2017,participants,2509
full-year,hunt,gender,Female,2018,participants,2419
full-year,hunt,gender,Male,2012,participants,52160
full-year,hunt,gender,Male,2013,participants,52712
full-year,hunt,gender,Male,2014,participants,52366
full-year,hunt,gender,Male,2015,participants,52053
full-year,hunt,gender,Male,2016,participants,51316
full-year,hunt,gender,Male,2017,participants,50389
full-year,hunt,gender,Male,2018,participants,48965
full-year,hunt,Residency,Nonresident,2012,participants,3517
full-year,hunt,Residency,Nonresident,2013,participants,3629
full-year,hunt,Residency,Nonresident,2014,participants,3506
full-year,hunt,Residency,Nonresident,2015,participants,3574
full-year,hunt,Residency,Nonresident,2016,participants,3621
full-year,hunt,Residency,Nonresident,2017,participants,3691
full-year,hunt,Residency,Nonresident,2018,participants,3518
full-year,hunt,Residency,Resident,2012,participants,50371
full-year,hunt,Residency,Resident,2013,participants,51033
full-year,hunt,Residency,Resident,2014,participants,50970
full-year,hunt,Residency,Resident,2015,participants,50821
full-year,hunt,Residency,Resident,2016,participants,50111
full-year,hunt,Residency,Resident,2017,participants,49207
full-year,hunt,Residency,Resident,2018,participants,47867
full-year,fish,age,18-24,2017,recruits,8395
full-year,fish,age,18-24,2018,recruits,8304
full-year,fish,age,25-34,2017,recruits,21985
full-year,fish,age,25-34,2018,recruits,21956
full-year,fish,age,35-44,2017,recruits,22835
full-year,fish,age,35-44,2018,recruits,23194
full-year,fish,age,45-54,2017,recruits,30955
full-year,fish,age,45-54,2018,recruits,30057
full-year,fish,age,55-64,2017,recruits,30426
full-year,fish,age,55-64,2018,recruits,31021
full-year,fish,All,All,2017,recruits,42686
full-year,fish,All,All,2018,recruits,41111
full-year,fish,gender,Female,2017,recruits,11571
full-year,fish,gender,Female,2018,recruits,11643
full-year,fish,gender,Male,2017,recruits,104191
full-year,fish,gender,Male,2018,recruits,104187
full-year,fish,Residency,Nonresident,2017,recruits,5677
full-year,fish,Residency,Nonresident,2018,recruits,5823
full-year,fish,Residency,Resident,2017,recruits,110086
full-year,fish,Residency,Resident,2018,recruits,110009
full-year,hunt,age,18-24,2017,recruits,1411
full-year,hunt,age,18-24,2018,recruits,1273
full-year,hunt,age,25-34,2017,recruits,1890
full-year,hunt,age,25-34,2018,recruits,1692
full-year,hunt,age,35-44,2017,recruits,1239
full-year,hunt,age,35-44,2018,recruits,1142
full-year,hunt,age,45-54,2017,recruits,1255
full-year,hunt,age,45-54,2018,recruits,1071
full-year,hunt,age,55-64,2017,recruits,972
full-year,hunt,age,55-64,2018,recruits,873
full-year,hunt,All,All,2017,recruits,6790
full-year,hunt,All,All,2018,recruits,6081
full-year,hunt,gender,Female,2017,recruits,642
full-year,hunt,gender,Female,2018,recruits,527
full-year,hunt,gender,Male,2017,recruits,6148
full-year,hunt,gender,Male,2018,recruits,5554
full-year,hunt,Residency,Nonresident,2017,recruits,1199
full-year,hunt,Residency,Nonresident,2018,recruits,1162
full-year,hunt,Residency,Resident,2017,recruits,5591
full-year,hunt,Residency,Resident,2018,recruits,4919
