state,year,sex,agecat,pop
KY,2016,Male,18-24,221426.13066193048
KY,2016,Male,25-34,286991.7723174287
KY,2016,Male,35-44,282892.5365362425
KY,2016,Male,45-54,303276.0493299054
KY,2016,Male,55-64,280670.3986612387
KY,2016,Male,65+,287356.93123486935
KY,2016,Female,0-17,497168.39285886707
KY,2016,Female,18-24,208843.74019540846
KY,2016,Female,25-34,283207.39808213484
KY,2016,Female,35-44,281202.54485221975
KY,2016,Female,45-54,312151.5235133179
KY,2016,Female,55-64,300461.4084180627
KY,2016,Female,65+,369526.74118589144
KY,2017,Male,0-17,523592.7539273335
KY,2017,Male,18-24,221277.52064652735
KY,2017,Male,25-34,288316.51982516854
KY,2017,Male,35-44,280984.96293624234
KY,2017,Male,45-54,298488.89142514113
KY,2017,Male,55-64,283876.11100503214
KY,2017,Male,65+,297016.1373775647
KY,2017,Female,0-17,495750.35375790845
KY,2017,Female,18-24,207144.9204592919
KY,2017,Female,25-34,284993.51154693903
KY,2017,Female,35-44,280293.3826008459
KY,2017,Female,45-54,307670.70254472044
KY,2017,Female,55-64,304293.3342401279
KY,2017,Female,65+,380174.8977071569
KY,2018,Male,0-17,525300.6503628987
KY,2018,Male,18-24,221999.30124022008
KY,2018,Male,25-34,289256.97355152457
KY,2018,Male,35-44,281901.5020079668
KY,2018,Male,45-54,299462.526201209
KY,2018,Male,55-64,284802.0806531814
KY,2018,Male,65+,297984.9682074941
KY,2018,Female,0-17,497367.4316409817
KY,2018,Female,18-24,207820.60221509205
KY,2018,Female,25-34,285923.12602093496
KY,2018,Female,35-44,281207.6658208977
KY,2018,Female,45-54,308674.28728164156
KY,2018,Female,55-64,305285.9024088369
KY,2018,Female,65+,381414.98238712084
KY,2019,Male,0-17,527008.5467984638
KY,2019,Male,18-24,222721.08183391285
KY,2019,Male,25-34,290197.4272778805
KY,2019,Male,35-44,282818.04107969126
KY,2019,Male,45-54,300436.16097727686
KY,2019,Male,55-64,285728.05030133063
KY,2019,Male,65+,298953.79903742357
KY,2019,Female,0-17,498984.5095240549
KY,2019,Female,18-24,208496.28397089217
KY,2019,Female,25-34,286852.7404949308
KY,2019,Female,35-44,282121.94904094946
KY,2019,Female,45-54,309677.87201856263
KY,2019,Female,55-64,306278.4705775459
KY,2019,Female,65+,382655.0670670847
LA,2008,Male,0-17,565508.8288676597
LA,2008,Male,18-24,235758.09342519313
LA,2008,Male,25-34,295282.86173221306
LA,2008,Male,35-44,286874.1584025969
LA,2008,Male,45-54,316705.1298599981
LA,2008,Male,55-64,241366.2319521258
LA,2008,Male,65+,226720.58970369803
LA,2008,Female,0-17,541016.6530941728
LA,2008,Female,18-24,233305.9721517673
LA,2008,Female,25-34,297575.7803586505
LA,2008,Female,35-44,295150.6934969774
LA,2008,Female,45-54,329428.32505045214
LA,2008,Female,55-64,259832.73772827623
LA,2008,Female,65+,311059.94417621905
LA,2009,Male,0-17,572656.3750913105
LA,2009,Male,18-24,238737.8733761631
LA,2009,Male,25-34,299014.98366479005
LA,2009,Male,35-44,290500.00154223305
LA,2009,Male,45-54,320708.01087509084
LA,2009,Male,55-64,244416.89396064053
LA,2009,Male,65+,229586.14336446996
LA,2009,Female,0-17,547854.6392375517
LA,2009,Female,18-24,236254.7593944839
LA,2009,Female,25-34,301336.8828146657
LA,2009,Female,35-44,298881.14493650023
LA,2009,Female,45-54,333592.0163325011
LA,2009,Female,55-64,263116.8005200973
LA,2009,Female,65+,314991.4748895019
LA,2010,Male,0-17,579398.746653002
LA,2010,Male,18-24,241548.7378285033
LA,2010,Male,25-34,302535.54190891975
LA,2010,Male,35-44,293920.30564477167
LA,2010,Male,45-54,324483.97961687966
LA,2010,Male,55-64,247294.62236237962
LA,2010,Male,65+,232289.25669963926
LA,2010,Female,0-17,554304.9988252663
LA,2010,Female,18-24,239036.3880296347
LA,2010,Female,25-34,304884.7787563714
LA,2010,Female,35-44,302400.1273832151
LA,2010,Female,45-54,337519.67945118895
LA,2010,Female,55-64,266214.6988591267
LA,2010,Female,65+,318700.1379811013
LA,2011,Male,0-17,579784.6546533958
LA,2011,Male,18-24,242755.52527273362
LA,2011,Male,25-34,308937.9275332717
LA,2011,Male,35-44,289003.2231897812
LA,2011,Male,45-54,324707.15604081174
LA,2011,Male,55-64,255777.35568421328
LA,2011,Male,65+,236763.8917717449
LA,2011,Female,0-17,554405.1439086152
LA,2011,Female,18-24,240413.14650238285
LA,2011,Female,25-34,311189.508520277
LA,2011,Female,35-44,295914.0567221663
LA,2011,Female,45-54,337862.6326277774
LA,2011,Female,55-64,275092.79874129134
LA,2011,Female,65+,322576.97883153806
LA,2012,Male,0-17,578427.6007841743
LA,2012,Male,18-24,241927.42655529565
LA,2012,Male,25-34,315776.422810819
LA,2012,Male,35-44,285814.69074544025
LA,2012,Male,45-54,322386.7337566962
LA,2012,Male,55-64,263015.8217394232
LA,2012,Male,65+,243156.44871947996
LA,2012,Female,0-17,554163.0466683076
LA,2012,Female,18-24,239774.098465981
LA,2012,Female,25-34,317581.35866681533
LA,2012,Female,35-44,291842.99367472436
LA,2012,Female,45-54,335610.4028108411
LA,2012,Female,55-64,283156.5494200929
LA,2012,Female,65+,328180.40518190875
LA,2013,Male,0-17,576191.0995492963
LA,2013,Male,18-24,241487.0192582347
LA,2013,Male,25-34,323085.86281405645
LA,2013,Male,35-44,284133.04513845104
LA,2013,Male,45-54,317577.43467773846
LA,2013,Male,55-64,269612.2980773946
LA,2013,Male,65+,250548.9454203707
LA,2013,Female,0-17,553454.7865396604
LA,2013,Female,18-24,238728.24942337596
LA,2013,Female,25-34,323942.34695361264
LA,2013,Female,35-44,288974.30655140313
LA,2013,Female,45-54,332188.2846801904
LA,2013,Female,55-64,290542.5026887228
LA,2013,Female,65+,334110.8182274919
LA,2014,Male,0-17,574079.4770888117
LA,2014,Male,18-24,241460.70782293341
LA,2014,Male,25-34,326457.5175130715
LA,2014,Male,35-44,283487.22780652845
LA,2014,Male,45-54,312190.9493161233
LA,2014,Male,55-64,275607.00296475866
LA,2014,Male,65+,258074.08308496606
LA,2014,Female,0-17,551995.2655718294
LA,2014,Female,18-24,237600.84106298367
LA,2014,Female,25-34,328620.6175304805
LA,2014,Female,35-44,288517.9746505633
LA,2014,Female,45-54,327379.08088959707
LA,2014,Female,55-64,297430.79460097034
LA,2014,Female,65+,341302.46009638236
LA,2015,Male,0-17,572835.5653243185
LA,2015,Male,18-24,239971.0151712782
LA,2015,Male,25-34,330311.8816004227
LA,2015,Male,35-44,283303.84976756945
LA,2015,Male,45-54,306248.61846454674
LA,2015,Male,55-64,280648.3079662885
LA,2015,Male,65+,267195.1093003994
LA,2015,Female,0-17,551302.782393309
LA,2015,Female,18-24,234674.05142637604
LA,2015,Female,25-34,333137.8702548812
LA,2015,Female,35-44,289055.67464136553
LA,2015,Female,45-54,322200.02337493753
LA,2015,Female,55-64,303247.14015060366
LA,2015,Female,65+,350719.1101637035
LA,2016,Male,0-17,571828.043694451
LA,2016,Male,18-24,238222.2438259713
LA,2016,Male,25-34,334431.5443359085
LA,2016,Male,35-44,283590.86027849594
LA,2016,Male,45-54,299267.92109426635
LA,2016,Male,55-64,283243.44339890697
LA,2016,Male,65+,277014.10769705987
LA,2016,Female,0-17,549998.1795908879
LA,2016,Female,18-24,230708.9761778172
LA,2016,Female,25-34,336445.5552320763
LA,2016,Female,35-44,289704.39035381336
LA,2016,Female,45-54,315687.14492527454
LA,2016,Female,55-64,306922.16950515215
LA,2016,Female,65+,361150.419889919
LA,2017,Male,0-17,567981.6272004847
LA,2017,Male,18-24,234601.52058224566
LA,2017,Male,25-34,335557.53628517536
LA,2017,Male,35-44,283413.40412324667
LA,2017,Male,45-54,291847.6889554775
LA,2017,Male,55-64,285084.0355328371
LA,2017,Male,65+,286352.03275378526
LA,2017,Female,0-17,546506.8022286452
LA,2017,Female,18-24,224781.0523741916
LA,2017,Female,25-34,336796.4877561965
LA,2017,Female,35-44,289346.7497290103
LA,2017,Female,45-54,308705.2412665186
LA,2017,Female,55-64,309313.19885981677
LA,2017,Female,65+,370530.6223523688
LA,2018,Male,0-17,566663.4596249438
LA,2018,Male,18-24,234057.059101813
LA,2018,Male,25-34,334778.7768273392
LA,2018,Male,35-44,282755.660383136
LA,2018,Male,45-54,291170.37098927173
LA,2018,Male,55-64,284422.4146036603
LA,2018,Male,65+,285687.46906600054
LA,2018,Female,0-17,545238.4732686732
LA,2018,Female,18-24,224259.3821640194
LA,2018,Female,25-34,336014.85294891504
LA,2018,Female,35-44,288675.2359241345
LA,2018,Female,45-54,307988.8004171151
LA,2018,Female,55-64,308595.34706691024
LA,2018,Female,65+,369670.69761406817
LA,2019,Male,0-17,565345.2920494028
LA,2019,Male,18-24,233512.59762138035
LA,2019,Male,25-34,334000.01736950304
LA,2019,Male,35-44,282097.9166430254
LA,2019,Male,45-54,290493.0530230659
LA,2019,Male,55-64,283760.79367448343
LA,2019,Male,65+,285022.9053782159
LA,2019,Female,0-17,543970.1443087012
LA,2019,Female,18-24,223737.71195384715
LA,2019,Female,25-34,335233.21814163344
LA,2019,Female,35-44,288003.7221192586
LA,2019,Female,45-54,307272.35956771165
LA,2019,Female,55-64,307877.4952740036
LA,2019,Female,65+,368810.7728757676
ME,2008,Male,0-17,144998.93926630588
ME,2008,Male,18-24,59563.318249709075
ME,2008,Male,25-34,71635.12206618386
ME,2008,Male,35-44,90051.48755973834
ME,2008,Male,45-54,107503.79234671396
ME,2008,Male,55-64,89132.52324795788
ME,2008,Male,65+,88172.47110980556
ME,2008,Female,0-17,137091.0359028821
ME,2008,Female,18-24,57564.0447469806
ME,2008,Female,25-34,72663.31986758708
ME,2008,Female,35-44,92934.6504005152
ME,2008,Female,45-54,111793.96270520048
ME,2008,Female,55-64,91978.60683078939
ME,2008,Female,65+,115425.72569963055
ME,2009,Male,0-17,144898.78659902915
ME,2009,Male,18-24,59522.17708533403
ME,2009,Male,25-34,71585.64274873557
ME,2009,Male,35-44,89989.28781733345
ME,2009,Male,45-54,107429.53806871464
ME,2009,Male,55-64,89070.95824624435
ME,2009,Male,65+,88111.56922868345
ME,2009,Female,0-17,136996.345328076
ME,2009,Female,18-24,57524.28450701043
ME,2009,Female,25-34,72613.13036044485
ME,2009,Female,35-44,92870.459219758
ME,2009,Female,45-54,111716.74515032032
ME,2009,Female,55-64,91915.07600185288
ME,2009,Female,65+,115345.99963846302
ME,2010,Male,0-17,144685.40365830236
ME,2010,Male,18-24,59434.522678537134
ME,2010,Male,25-34,71480.22326716455
ME,2010,Male,35-44,89856.76649456
ME,2010,Male,45-54,107271.33363310774
ME,2010,Male,55-64,88939.78928720724
ME,2010,Male,65+,87981.81309893687
ME,2010,Female,0-17,136794.59979437586
ME,2010,Female,18-24,57439.572265594106
ME,2010,Female,25-34,72506.19776524953
ME,2010,Female,35-44,92733.69498480415
ME,2010,Female,45-54,111552.22722599452
ME,2010,Female,55-64,91779.7186971111
ME,2010,Female,65+,115176.13714905492
ME,2011,Male,0-17,142933.7058717708
ME,2011,Male,18-24,59685.33908951385
ME,2011,Male,25-34,71136.95055410326
ME,2011,Male,35-44,87197.19832177054
ME,2011,Male,45-54,107084.31371811074
ME,2011,Male,55-64,91518.91952311668
ME,2011,Male,65+,90590.19433319058
ME,2011,Female,0-17,134571.18034568697
ME,2011,Female,18-24,57092.106427868726
ME,2011,Female,25-34,72794.46009651174
ME,2011,Female,35-44,89836.41737602773
ME,2011,Female,45-54,111277.07307930567
ME,2011,Female,55-64,95354.78448947455
ME,2011,Female,65+,117077.35677354818
ME,2012,Male,0-17,140348.74751031538
ME,2012,Male,18-24,59567.50237757734
ME,2012,Male,25-34,71702.77017705426
ME,2012,Male,35-44,84409.43846890038
ME,2012,Male,45-54,106045.73788187956
ME,2012,Male,55-64,93828.55602580424
ME,2012,Male,65+,93634.75935531539
ME,2012,Female,0-17,133200.2476442422
ME,2012,Female,18-24,56934.26514351237
ME,2012,Female,25-34,73340.05235711212
ME,2012,Female,35-44,86828.89999428176
ME,2012,Female,45-54,110386.1839296839
ME,2012,Female,55-64,98091.08382464916
ME,2012,Female,65+,119372.75530967192
ME,2013,Male,0-17,137956.12045591424
ME,2013,Male,18-24,59405.45392375332
ME,2013,Male,25-34,72426.23830703445
ME,2013,Male,35-44,81833.36006082871
ME,2013,Male,45-54,104631.2316580342
ME,2013,Male,55-64,95930.04399843412
ME,2013,Male,65+,97356.91078655745
ME,2013,Female,0-17,131123.7583232956
ME,2013,Female,18-24,56517.72352144062
ME,2013,Female,25-34,74052.08651830885
ME,2013,Female,35-44,84472.11370754035
ME,2013,Female,45-54,109097.81465911829
ME,2013,Female,55-64,101149.55670621537
ME,2013,Female,65+,122243.58737352445
ME,2014,Male,0-17,136232.77806004358
ME,2014,Male,18-24,58932.53383614282
ME,2014,Male,25-34,73599.05592250111
ME,2014,Male,35-44,80032.81301584077
ME,2014,Male,45-54,102834.93764183857
ME,2014,Male,55-64,97717.38120561371
ME,2014,Male,65+,101339.43719962215
ME,2014,Female,0-17,129589.67093828917
ME,2014,Female,18-24,56458.39713669568
ME,2014,Female,25-34,75336.96166077672
ME,2014,Female,35-44,82429.82075745089
ME,2014,Female,45-54,106948.81595140512
ME,2014,Female,55-64,103795.54375308141
ME,2014,Female,65+,125511.85292069838
ME,2015,Male,0-17,134397.68161914079
ME,2015,Male,18-24,58294.9694138891
ME,2015,Male,25-34,74488.46071175984
ME,2015,Male,35-44,78043.81214355578
ME,2015,Male,45-54,100552.37522835002
ME,2015,Male,55-64,98914.13485817472
ME,2015,Male,65+,105088.2719945828
ME,2015,Female,0-17,127733.77158377849
ME,2015,Female,18-24,55722.16238958694
ME,2015,Female,25-34,76014.75299074562
ME,2015,Female,35-44,80560.64512226319
ME,2015,Female,45-54,104563.5153171319
ME,2015,Female,55-64,105198.22101271538
ME,2015,Female,65+,128911.22561432549
ME,2016,Male,0-17,133457.0478441233
ME,2016,Male,18-24,58395.46713606727
ME,2016,Male,25-34,75915.50880013354
ME,2016,Male,35-44,76590.24213431904
ME,2016,Male,45-54,98300.83830417249
ME,2016,Male,55-64,99929.60853372714
ME,2016,Male,65+,109463.97095922094
ME,2016,Female,0-17,126326.29778566127
ME,2016,Female,18-24,55083.86792318051
ME,2016,Female,25-34,76893.57180829265
ME,2016,Female,35-44,79189.06666776948
ME,2016,Female,45-54,102213.09033680896
ME,2016,Female,55-64,106560.81566376398
ME,2016,Female,65+,133050.6061027593
ME,2017,Male,0-17,132359.28588859367
ME,2017,Male,18-24,57872.62308688141
ME,2017,Male,25-34,76789.121999792507
ME,2017,Male,35-44,75904.87328422637
ME,2017,Male,45-54,96222.51999161002
ME,2017,Male,55-64,100650.78938216361
ME,2017,Male,65+,113641.51710699029
ME,2017,Female,0-17,125414.77185567428
ME,2017,Female,18-24,54786.28392642077
ME,2017,Female,25-34,77522.81758558005
ME,2017,Female,35-44,78667.02137189716
ME,2017,Female,45-54,99910.06798365308
ME,2017,Female,55-64,107909.4576125543
ME,2017,Female,65+,137411.84892396242
ME,2018,Male,0-17,132690.51548161946
ME,2018,Male,18-24,58017.449536070155
ME,2018,Male,25-34,76981.28705612416
ME,2018,Male,35-44,76094.82550494
ME,2018,Male,45-54,96463.31719690443
ME,2018,Male,55-64,100902.66834766997
ME,2018,Male,65+,113925.9054157476
ME,2018,Female,0-17,125728.62277714378
ME,2018,Female,18-24,54923.386800665794
ME,2018,Female,25-34,77716.81871777639
ME,2018,Female,35-44,78863.88587821898
ME,2018,Female,45-54,100160.09329117293
ME,2018,Female,55-64,108179.50142163564
ME,2018,Female,65+,137755.72257431073
ME,2019,Male,0-17,133021.74507464527
ME,2019,Male,18-24,58162.27598525889
ME,2019,Male,25-34,77173.45211245582
ME,2019,Male,35-44,76284.77772565364
ME,2019,Male,45-54,96704.11440219884
ME,2019,Male,55-64,101154.54731317633
ME,2019,Male,65+,114210.29372450491
ME,2019,Female,0-17,126042.47369861325
ME,2019,Female,18-24,55060.48967491081
ME,2019,Female,25-34,77910.81984997272
ME,2019,Female,35-44,79060.75038454079
ME,2019,Female,45-54,100410.11859869279
ME,2019,Female,55-64,108449.54523071696
ME,2019,Female,65+,138099.59622465904
MD,2008,Male,0-17,693723.8054003364
MD,2008,Male,18-24,277162.38150941394
MD,2008,Male,25-34,360836.73653799936
MD,2008,Male,35-44,399821.16374696896
MD,2008,Male,45-54,422403.64893460344
MD,2008,Male,55-64,310277.6379835206
MD,2008,Male,65+,284293.009787019
MD,2008,Female,0-17,665628.4313945788
MD,2008,Female,18-24,266142.59180454124
MD,2008,Female,25-34,377837.4716967122
MD,2008,Female,35-44,431536.2422681743
MD,2008,Female,45-54,458307.2854517652
MD,2008,Female,55-64,345369.90979953564
MD,2008,Female,65+,391624.6836848317
MD,2009,Male,0-17,699266.6744263901
MD,2009,Male,18-24,279376.91525857546
MD,2009,Male,25-34,363719.83029209735
MD,2009,Male,35-44,403015.74396353646
MD,2009,Male,45-54,425778.66372283106
MD,2009,Male,55-64,312756.7633871291
MD,2009,Male,65+,286564.51741873805
MD,2009,Female,0-17,670946.8177415899
MD,2009,Female,18-24,268269.077182646
MD,2009,Female,25-34,380856.4017124431
MD,2009,Female,35-44,434984.226685413
MD,2009,Female,45-54,461969.17111457494
MD,2009,Female,55-64,348129.42325526045
MD,2009,Female,65+,394753.7738387757
MD,2010,Male,0-17,706375.2822295676
MD,2010,Male,18-24,282217.0061601816
MD,2010,Male,25-34,367417.3347182961
MD,2010,Male,35-44,407112.7229375347
MD,2010,Male,45-54,430107.0460725968
MD,2010,Male,55-64,315936.1872750672
MD,2010,Male,65+,289477.6760735641
MD,2010,Female,0-17,677767.5314385889
MD,2010,Female,18-24,270996.24798193533
MD,2010,Female,25-34,384728.1131611891
MD,2010,Female,35-44,439406.19098195486
MD,2010,Female,45-54,466665.45906123903
MD,2010,Female,55-64,351668.4386626485
MD,2010,Female,65+,398766.76324563683
MD,2011,Male,0-17,704303.1069199317
MD,2011,Male,18-24,287189.7892618292
MD,2011,Male,25-34,373982.58223564876
MD,2011,Male,35-44,399138.95468021254
MD,2011,Male,45-54,434415.89403621864
MD,2011,Male,55-64,326698.9841964109
MD,2011,Male,65+,298609.1435995011
MD,2011,Female,0-17,675632.0691283691
MD,2011,Female,18-24,274943.9338347385
MD,2011,Female,25-34,389897.81749938335
MD,2011,Female,35-44,430871.71079316904
MD,2011,Female,45-54,471364.1570237835
MD,2011,Female,55-64,363529.17559977307
MD,2011,Female,65+,408413.6811910305
MD,2012,Male,0-17,701107.971691969
MD,2012,Male,18-24,291012.14629687753
MD,2012,Male,25-34,382713.3663077461
MD,2012,Male,35-44,391564.0771639977
MD,2012,Male,45-54,436718.1693974034
MD,2012,Male,55-64,335924.059962361
MD,2012,Male,65+,308975.0801604564
MD,2012,Female,0-17,673309.3317883203
MD,2012,Female,18-24,278322.1928491524
MD,2012,Female,25-34,397391.6261492532
MD,2012,Female,35-44,422212.8942472694
MD,2012,Female,45-54,473643.2781064925
MD,2012,Female,55-64,374860.8788764178
MD,2012,Female,65+,419316.92700228293
MD,2013,Male,0-17,698178.4345066991
MD,2013,Male,18-24,292090.4489344821
MD,2013,Male,25-34,392299.88518175017
MD,2013,Male,35-44,384703.2307545431
MD,2013,Male,45-54,436635.0244785192
MD,2013,Male,55-64,344579.6555534778
MD,2013,Male,65+,319327.53148784454
MD,2013,Female,0-17,671283.5161530117
MD,2013,Female,18-24,279211.06355502177
MD,2013,Female,25-34,403557.7980778839
MD,2013,Female,35-44,413241.9587203193
MD,2013,Female,45-54,473431.3828180558
MD,2013,Female,55-64,384500.16594761424
MD,2013,Female,65+,430663.9038307773
MD,2014,Male,0-17,696107.7277498329
MD,2014,Male,18-24,292304.24500099866
MD,2014,Male,25-34,400110.85855847783
MD,2014,Male,35-44,380686.3802537665
MD,2014,Male,45-54,433919.26677322644
MD,2014,Male,55-64,351884.113960008
MD,2014,Male,65+,330312.2669153854
MD,2014,Female,0-17,668995.4264870131
MD,2014,Female,18-24,280064.6479655476
MD,2014,Female,25-34,410324.5214670191
MD,2014,Female,35-44,407312.9430645799
MD,2014,Female,45-54,470403.2842944433
MD,2014,Female,55-64,392860.20020717505
MD,2014,Female,65+,442879.1173025265
MD,2015,Male,0-17,693721.8449665107
MD,2015,Male,18-24,290332.4627438523
MD,2015,Male,25-34,406190.6693360704
MD,2015,Male,35-44,378277.73601248325
MD,2015,Male,45-54,429991.0103353187
MD,2015,Male,55-64,358985.7006883693
MD,2015,Male,65+,342355.64522662194
MD,2015,Female,0-17,667330.1872032521
MD,2015,Female,18-24,278807.31140193355
MD,2015,Female,25-34,414825.69995521486
MD,2015,Female,35-44,403311.65281446645
MD,2015,Female,45-54,465429.56363385584
MD,2015,Female,55-64,400867.71908417076
MD,2015,Female,65+,456289.79659788037
MD,2016,Male,0-17,692271.7706995853
MD,2016,Male,18-24,287116.6510288256
MD,2016,Male,25-34,408882.92600046104
MD,2016,Male,35-44,375752.8028816581
MD,2016,Male,45-54,424281.7886878005
MD,2016,Male,55-64,364993.5478019605
MD,2016,Male,65+,355128.9662413912
MD,2016,Female,0-17,665667.3236882082
MD,2016,Female,18-24,276540.7637199403
MD,2016,Female,25-34,417876.0068920596
MD,2016,Female,35-44,398479.3237949214
